tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,hand_r,hand_l,surface_clay,surface_hard,surface_carpet,surface_grass,round_RR,round_R128,round_R64,round_R32,round_R16,round_QF,round_SF,round_F
2013-424,San Jose,Hard,28,A,20130211,27,105683,1.0,,Milos Raonic,R,196.0,CAN,22.1273100616,13.0,2305.0,103163,4.0,,Tommy Haas,R,188.0,GER,34.8610540726,22.0,1685.0,6-4 6-3,3,F,76.0,19.0,2.0,47.0,32.0,29.0,7.0,9.0,0.0,0.0,1.0,0.0,70.0,45.0,29.0,11.0,10.0,4.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2013-540,Wimbledon,Grass,128,G,20130624,1,104925,1.0,,Novak Djokovic,R,188.0,SRB,26.0917180014,1.0,11830.0,104252,,,Florian Mayer,R,190.0,GER,29.7193702943,34.0,1175.0,6-3 7-5 6-4,5,R128,116.0,5.0,0.0,87.0,55.0,41.0,26.0,16.0,3.0,3.0,3.0,0.0,108.0,65.0,46.0,20.0,15.0,8.0,11.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,2,104035,,Q,Bobby Reynolds,R,183.0,USA,30.9377138946,156.0,346.0,105449,,WC,Steve Johnson,R,188.0,USA,23.498973306,98.0,556.0,1-6 7-6(4) 6-3 6-7(4) 6-4,5,R128,200.0,22.0,1.0,154.0,95.0,68.0,38.0,24.0,9.0,11.0,25.0,8.0,181.0,100.0,76.0,39.0,26.0,13.0,16.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,3,105526,,Q,Jan Lennard Struff,R,,GER,23.1649555099,115.0,489.0,104882,,,Blaz Kavcic,R,188.0,SLO,26.3052703628,132.0,427.0,6-4 6-1 6-3,5,R128,96.0,20.0,3.0,85.0,50.0,38.0,22.0,13.0,9.0,9.0,7.0,1.0,96.0,56.0,40.0,12.0,13.0,9.0,14.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,4,104871,28.0,,Jeremy Chardy,R,188.0,FRA,26.3627652293,25.0,1441.0,105992,,,Ryan Harrison,R,183.0,USA,21.1307323751,97.0,556.0,7-6(4) 4-6 7-5 6-2,5,R128,170.0,10.0,6.0,119.0,78.0,66.0,22.0,21.0,2.0,3.0,18.0,2.0,155.0,100.0,70.0,30.0,21.0,14.0,17.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,5,103852,,,Feliciano Lopez,L,188.0,ESP,31.7590691307,32.0,1245.0,104468,19.0,,Gilles Simon,R,183.0,FRA,28.4900752909,17.0,2090.0,6-2 6-4 7-6(11),5,R128,122.0,21.0,2.0,85.0,60.0,55.0,17.0,15.0,0.0,0.0,5.0,6.0,119.0,71.0,49.0,27.0,15.0,7.0,10.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,6,103908,,,Paul Henri Mathieu,R,185.0,FRA,31.446954141,82.0,616.0,105575,,,Ricardas Berankis,R,175.0,LTU,23.0088980151,69.0,711.0,7-6(4) 7-5 6-7(3) 6-4,5,R128,183.0,26.0,4.0,144.0,88.0,73.0,30.0,23.0,7.0,8.0,19.0,10.0,164.0,86.0,73.0,36.0,23.0,7.0,10.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,7,104499,,Q,Jimmy Wang,R,178.0,TPE,28.372347707,151.0,358.0,104639,,Q,Wayne Odesnik,L,180.0,USA,27.5893223819,107.0,534.0,7-6(5) 4-6 6-2 3-6 7-5,5,R128,233.0,9.0,2.0,151.0,104.0,69.0,22.0,25.0,4.0,12.0,6.0,2.0,174.0,122.0,73.0,28.0,26.0,16.0,25.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,8,103163,13.0,,Tommy Haas,R,188.0,GER,35.2251882272,13.0,2425.0,104098,,,Dmitry Tursunov,R,185.0,RUS,30.5325119781,65.0,739.0,6-3 7-5 7-5,5,R128,121.0,17.0,3.0,98.0,63.0,56.0,18.0,17.0,4.0,4.0,5.0,4.0,95.0,53.0,37.0,24.0,16.0,3.0,6.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,9,104755,9.0,,Richard Gasquet,R,185.0,FRA,27.0171115674,9.0,3135.0,104719,,,Marcel Granollers,R,190.0,ESP,27.2005475702,41.0,975.0,6-7(2) 6-4 7-5 6-4,5,R128,176.0,8.0,1.0,129.0,84.0,65.0,22.0,22.0,3.0,5.0,11.0,3.0,146.0,105.0,73.0,15.0,22.0,11.0,16.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,10,104424,,Q,Go Soeda,R,178.0,JPN,28.7994524298,129.0,442.0,104890,,,Andreas Haider Maurer,R,190.0,AUT,26.2587268994,108.0,531.0,7-6(6) 7-5 6-1,5,R128,116.0,9.0,2.0,85.0,47.0,39.0,25.0,16.0,0.0,2.0,8.0,6.0,110.0,62.0,43.0,18.0,15.0,4.0,9.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,11,103484,,,James Blake,R,185.0,USA,33.4893908282,87.0,583.0,105217,,,Thiemo De Bakker,R,193.0,NED,24.7611225188,93.0,569.0,6-1 6-3 6-2,5,R128,71.0,7.0,1.0,65.0,34.0,30.0,20.0,12.0,1.0,1.0,7.0,3.0,83.0,53.0,30.0,14.0,12.0,11.0,17.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,12,106071,,,Bernard Tomic,R,193.0,AUS,20.6735112936,59.0,780.0,105023,21.0,,Sam Querrey,R,198.0,USA,25.7138945927,19.0,1810.0,7-6(6) 7-6(3) 3-6 2-6 6-3,5,R128,154.0,11.0,2.0,156.0,122.0,86.0,20.0,25.0,9.0,13.0,36.0,5.0,149.0,95.0,81.0,28.0,25.0,6.0,8.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,13,104731,27.0,,Kevin Anderson,R,203.0,RSA,27.1019849418,23.0,1510.0,103694,,LL,Olivier Rochus,R,168.0,BEL,32.4298425736,143.0,380.0,6-4 6-2 6-1,5,R128,78.0,28.0,2.0,60.0,43.0,39.0,14.0,13.0,0.0,0.0,0.0,0.0,93.0,58.0,30.0,17.0,12.0,5.0,10.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,14,104308,,Q,Michal Przysiezny,R,185.0,POL,29.3524982888,127.0,445.0,104332,,,Philipp Petzschner,R,185.0,GER,29.2511978097,141.0,388.0,6-3 7-6(6) 6-0,5,R128,94.0,4.0,2.0,80.0,45.0,41.0,21.0,14.0,3.0,4.0,3.0,0.0,74.0,48.0,31.0,11.0,13.0,3.0,8.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,15,104978,,,Daniel Brands,R,196.0,GER,25.9383983573,57.0,803.0,104593,,,Daniel Gimeno Traver,R,185.0,ESP,27.8795345654,56.0,807.0,7-6(5) 6-7(4) 6-7(5) 6-1 6-4,5,R128,182.0,19.0,3.0,175.0,113.0,90.0,38.0,27.0,4.0,4.0,20.0,3.0,174.0,120.0,93.0,27.0,26.0,5.0,8.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,16,104607,7.0,,Tomas Berdych,R,196.0,CZE,27.7672826831,6.0,4515.0,105373,,,Martin Klizan,L,190.0,SVK,23.9534565366,36.0,1090.0,6-3 6-4 6-4,5,R128,110.0,6.0,1.0,82.0,51.0,47.0,17.0,15.0,3.0,3.0,5.0,6.0,97.0,62.0,38.0,18.0,14.0,6.0,9.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,17,103970,4.0,,David Ferrer,R,175.0,ESP,31.227926078,4.0,7220.0,104651,,,Martin Alund,R,,ARG,27.4934976044,101.0,550.0,6-1 4-6 7-5 6-2,5,R128,129.0,7.0,6.0,100.0,68.0,57.0,15.0,19.0,1.0,3.0,8.0,2.0,110.0,81.0,53.0,13.0,18.0,6.0,12.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,18,105138,,,Roberto Bautista Agut,R,,ESP,25.1937029432,60.0,778.0,104559,,Q,Teymuraz Gabashvili,R,188.0,RUS,28.0876112252,137.0,404.0,6-3 6-4 7-6(3),5,R128,149.0,6.0,1.0,117.0,88.0,63.0,16.0,16.0,6.0,8.0,5.0,5.0,106.0,62.0,40.0,21.0,15.0,6.0,10.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,19,105053,,,Santiago Giraldo,R,188.0,COL,25.5742642026,91.0,570.0,104547,,,Horacio Zeballos,L,188.0,ARG,28.1587953457,52.0,859.0,3-6 7-6(4) 6-7(6) 6-1 6-3,5,R128,186.0,13.0,0.0,144.0,105.0,76.0,30.0,24.0,7.0,9.0,17.0,6.0,155.0,94.0,66.0,37.0,25.0,4.0,9.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,20,105238,26.0,,Alexandr Dolgopolov,R,180.0,UKR,24.6269678303,24.0,1500.0,105671,,,Gastao Elias,R,178.0,POR,22.5817932923,122.0,461.0,6-1 7-6(2) 6-2,5,R128,80.0,7.0,0.0,74.0,47.0,38.0,19.0,14.0,1.0,2.0,0.0,6.0,86.0,37.0,22.0,26.0,13.0,5.0,10.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,21,105683,17.0,,Milos Raonic,R,196.0,CAN,22.4914442163,15.0,2225.0,104122,,,Carlos Berlocq,R,183.0,ARG,30.3874058864,74.0,690.0,6-4 6-3 6-3,5,R128,106.0,19.0,5.0,72.0,51.0,45.0,13.0,14.0,1.0,1.0,4.0,2.0,104.0,67.0,42.0,18.0,14.0,8.0,12.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,22,104997,,,Igor Sijsling,R,190.0,NED,25.8507871321,64.0,747.0,104864,,Q,Alex Kuznetsov,R,183.0,USA,26.3819301848,173.0,292.0,6-3 6-4 6-4,5,R128,93.0,12.0,9.0,102.0,61.0,49.0,21.0,15.0,6.0,6.0,8.0,1.0,77.0,47.0,39.0,11.0,14.0,1.0,4.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,23,106045,,Q,Denis Kudla,R,180.0,USA,20.8514715948,105.0,538.0,105902,,Q,James Duckworth,R,183.0,AUS,21.4236824093,174.0,291.0,6-4 6-2 3-6 4-6 6-1,5,R128,161.0,5.0,3.0,152.0,92.0,63.0,35.0,23.0,13.0,17.0,19.0,5.0,135.0,78.0,63.0,20.0,22.0,8.0,15.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,24,104471,,,Ivan Dodig,R,183.0,CRO,28.4736481862,49.0,888.0,104259,16.0,,Philipp Kohlschreiber,R,178.0,GER,29.6892539357,18.0,1885.0,4-6 6-7(6) 7-6(3) 6-3 2-1 RET,5,R128,184.0,20.0,8.0,155.0,101.0,84.0,25.0,23.0,5.0,6.0,14.0,3.0,168.0,96.0,75.0,37.0,23.0,10.0,12.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,25,105453,12.0,,Kei Nishikori,R,178.0,JPN,23.485284052,11.0,2495.0,105051,,WC,Matthew Ebden,R,188.0,AUS,25.5770020534,110.0,518.0,6-2 6-4 6-3,5,R128,101.0,1.0,2.0,81.0,54.0,37.0,19.0,13.0,1.0,2.0,8.0,6.0,94.0,57.0,39.0,12.0,14.0,5.0,11.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,26,104919,,,Leonardo Mayer,R,188.0,ARG,26.1108829569,84.0,611.0,105379,,,Aljaz Bedene,R,181.0,SLO,23.9342915811,90.0,575.0,6-2 6-3 6-4,5,R128,117.0,13.0,4.0,92.0,58.0,47.0,20.0,14.0,6.0,6.0,7.0,3.0,85.0,51.0,34.0,16.0,13.0,3.0,7.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,27,103566,,,Michael Llodra,L,190.0,FRA,33.1006160164,53.0,844.0,103813,,,Jarkko Nieminen,L,185.0,FIN,31.9206023272,38.0,1075.0,7-6(3) 6-4 6-3,5,R128,93.0,17.0,4.0,82.0,51.0,43.0,21.0,16.0,0.0,1.0,3.0,3.0,96.0,62.0,44.0,18.0,15.0,3.0,6.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,28,104312,23.0,,Andreas Seppi,R,190.0,ITA,29.3388090349,28.0,1380.0,104797,,,Denis Istomin,R,188.0,UZB,26.7953456537,47.0,915.0,7-6(6) 7-6(3) 5-7 3-6 6-3,5,R128,198.0,13.0,5.0,174.0,107.0,84.0,36.0,27.0,4.0,7.0,17.0,2.0,154.0,96.0,78.0,32.0,27.0,3.0,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,29,105777,29.0,,Grigor Dimitrov,R,188.0,BUL,22.1081451061,31.0,1330.0,104620,,,Simone Bolelli,R,183.0,ITA,27.7097878166,89.0,577.0,6-1 6-4 6-3,5,R128,82.0,15.0,2.0,63.0,46.0,43.0,10.0,13.0,0.0,0.0,4.0,2.0,86.0,51.0,34.0,13.0,13.0,6.0,11.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,30,104813,,,Grega Zemlja,R,183.0,SLO,26.7351129363,55.0,816.0,103188,,,Michael Russell,R,173.0,USA,35.1485284052,95.0,565.0,6-7(3) 6-4 6-4 6-1,5,R128,150.0,18.0,5.0,136.0,92.0,67.0,20.0,20.0,9.0,11.0,10.0,5.0,129.0,85.0,60.0,17.0,19.0,4.0,10.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,31,105028,,,Jesse Levine,L,175.0,CAN,25.6919917864,112.0,503.0,105550,,,Guido Pella,L,,ARG,23.1047227926,76.0,674.0,6-4 6-2 4-6 3-6 4-3 RET,5,R128,167.0,18.0,10.0,146.0,92.0,63.0,29.0,22.0,15.0,19.0,15.0,3.0,130.0,84.0,58.0,26.0,22.0,3.0,8.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,32,105223,8.0,,Juan Martin Del Potro,R,198.0,ARG,24.7501711157,8.0,3960.0,105077,,,Albert Ramos,L,188.0,ESP,25.4346338125,62.0,755.0,6-2 7-5 6-1,5,R128,108.0,10.0,1.0,79.0,58.0,45.0,12.0,14.0,5.0,6.0,7.0,4.0,76.0,44.0,30.0,8.0,13.0,2.0,8.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,33,104327,,,Steve Darcis,R,178.0,BEL,29.2813141684,135.0,418.0,104745,5.0,,Rafael Nadal,L,185.0,ESP,27.0581793292,5.0,6895.0,7-6(4) 7-6(8) 6-4,5,R128,175.0,13.0,2.0,121.0,72.0,53.0,28.0,17.0,5.0,7.0,6.0,3.0,119.0,80.0,52.0,21.0,17.0,8.0,11.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,34,103997,,,Lukasz Kubot,R,190.0,POL,31.1074606434,130.0,440.0,104214,,,Igor Andreev,R,185.0,RUS,29.9466119097,416.0,87.0,6-1 7-5 6-2,5,R128,100.0,11.0,6.0,73.0,44.0,34.0,16.0,14.0,1.0,3.0,5.0,2.0,80.0,55.0,28.0,9.0,13.0,4.0,11.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,35,103565,,Q,Stephane Robert,R,185.0,FRA,33.1033538672,165.0,316.0,104268,,,Alejandro Falla,L,185.0,COL,29.6098562628,77.0,666.0,6-3 7-6(5) 7-5,5,R128,125.0,5.0,4.0,111.0,75.0,50.0,13.0,17.0,4.0,9.0,1.0,6.0,123.0,72.0,42.0,22.0,16.0,8.0,15.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,36,105332,25.0,,Benoit Paire,R,196.0,FRA,24.128678987,27.0,1380.0,104494,,,Adrian Ungur,R,178.0,ROU,28.4106776181,94.0,568.0,6-4 4-6 6-3 6-1,5,R128,111.0,26.0,3.0,97.0,61.0,51.0,18.0,18.0,0.0,2.0,2.0,5.0,124.0,73.0,43.0,25.0,18.0,7.0,13.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,37,104545,18.0,,John Isner,R,206.0,USA,28.1615331964,21.0,1735.0,105539,,,Evgeny Donskoy,R,185.0,RUS,23.1266255989,66.0,729.0,6-1 7-6(5) 7-6(3),5,R128,103.0,22.0,1.0,95.0,71.0,55.0,19.0,16.0,0.0,0.0,4.0,4.0,95.0,62.0,47.0,15.0,15.0,2.0,4.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,38,105173,,,Adrian Mannarino,L,183.0,FRA,24.9856262834,111.0,511.0,104665,,,Pablo Andujar,R,180.0,ESP,27.4168377823,50.0,870.0,6-1 6-2 6-3,5,R128,90.0,6.0,0.0,57.0,36.0,31.0,17.0,12.0,0.0,0.0,1.0,3.0,83.0,50.0,32.0,12.0,12.0,7.0,13.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,39,104460,,Q,Dustin Brown,R,196.0,GER,28.5420944559,189.0,261.0,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,30.0561259411,67.0,726.0,6-3 6-3 6-3,5,R128,75.0,9.0,2.0,76.0,57.0,47.0,12.0,14.0,3.0,3.0,4.0,4.0,66.0,44.0,32.0,10.0,13.0,3.0,7.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,40,103720,,,Lleyton Hewitt,R,180.0,AUS,32.3285420945,70.0,710.0,104527,11.0,,Stanislas Wawrinka,R,183.0,SUI,28.2409308693,10.0,2915.0,6-4 7-5 6-3,5,R128,132.0,5.0,1.0,99.0,56.0,37.0,26.0,15.0,8.0,10.0,12.0,2.0,105.0,63.0,41.0,20.0,16.0,9.0,15.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,41,104597,15.0,,Nicolas Almagro,R,183.0,ESP,27.8412046543,16.0,2195.0,105132,,,Jurgen Zopp,R,190.0,EST,25.2375085558,183.0,273.0,6-4 7-6(2) 7-5,5,R128,112.0,11.0,4.0,83.0,46.0,43.0,29.0,17.0,0.0,0.0,11.0,11.0,124.0,65.0,51.0,27.0,17.0,8.0,10.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,42,105558,,,Guillaume Rufin,R,188.0,FRA,23.0800821355,85.0,589.0,104594,,,Marinko Matosevic,R,194.0,AUS,27.8767967146,72.0,701.0,6-1 4-6 6-4 6-3,5,R128,155.0,6.0,9.0,115.0,54.0,42.0,26.0,18.0,8.0,12.0,6.0,3.0,118.0,62.0,43.0,22.0,18.0,6.0,14.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,43,103285,,,Radek Stepanek,R,185.0,CZE,34.5735797399,45.0,920.0,105591,,Q,Matt Reid,U,,AUS,22.9377138946,216.0,220.0,6-2 6-2 6-4,5,R128,92.0,8.0,1.0,73.0,48.0,37.0,17.0,13.0,2.0,2.0,12.0,7.0,85.0,51.0,34.0,12.0,13.0,7.0,12.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,44,105668,24.0,,Jerzy Janowicz,R,203.0,POL,22.6119096509,22.0,1549.0,106378,,WC,Kyle Edmund,R,,GBR,18.4585900068,385.0,99.0,6-2 6-2 6-4,5,R128,87.0,11.0,4.0,76.0,52.0,40.0,17.0,13.0,4.0,4.0,4.0,3.0,90.0,64.0,39.0,10.0,13.0,16.0,21.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,45,103781,,,Jurgen Melzer,L,183.0,AUT,32.090349076,37.0,1085.0,104926,30.0,,Fabio Fognini,R,178.0,ITA,26.0862422998,30.0,1345.0,6-7(5) 7-5 6-3 6-2,5,R128,150.0,8.0,3.0,130.0,90.0,62.0,22.0,21.0,8.0,12.0,3.0,2.0,132.0,87.0,52.0,21.0,20.0,7.0,15.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,46,104714,,Q,Julian Reister,R,188.0,GER,27.227926078,121.0,461.0,104586,,,Lukas Rosol,R,196.0,CZE,27.9178644764,35.0,1091.0,6-3 4-6 7-6(5) 6-7(4) 6-4,5,R128,210.0,22.0,10.0,196.0,134.0,102.0,27.0,27.0,14.0,17.0,21.0,13.0,181.0,106.0,79.0,40.0,26.0,13.0,17.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,47,104660,,,Sergiy Stakhovsky,R,193.0,UKR,27.4633812457,116.0,488.0,104297,,,Rogerio Dutra Silva,R,178.0,BRA,29.3880903491,100.0,550.0,6-4 6-0 6-4,5,R128,80.0,7.0,2.0,76.0,47.0,38.0,20.0,13.0,2.0,2.0,1.0,3.0,76.0,41.0,27.0,17.0,13.0,3.0,8.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,48,103819,3.0,,Roger Federer,R,185.0,SUI,31.8767967146,3.0,7740.0,103812,,,Victor Hanescu,R,198.0,ROU,31.9260780287,48.0,895.0,6-3 6-2 6-0,5,R128,69.0,7.0,0.0,56.0,39.0,35.0,14.0,12.0,0.0,0.0,3.0,1.0,61.0,52.0,26.0,3.0,11.0,2.0,8.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,49,104542,6.0,,Jo Wilfried Tsonga,R,188.0,FRA,28.1861738535,7.0,4155.0,105676,,,David Goffin,R,163.0,BEL,22.546201232,83.0,611.0,7-6(4) 6-4 6-3,5,R128,114.0,18.0,2.0,92.0,63.0,54.0,15.0,15.0,1.0,1.0,2.0,3.0,99.0,70.0,46.0,19.0,16.0,3.0,6.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,50,105208,,,Ernests Gulbis,R,190.0,LAT,24.8158795346,39.0,1026.0,104273,,,Edouard Roger Vasselin,R,188.0,FRA,29.5715263518,71.0,708.0,7-6(1) 6-4 7-5,5,R128,147.0,20.0,6.0,119.0,77.0,59.0,20.0,17.0,9.0,11.0,5.0,5.0,111.0,73.0,48.0,21.0,17.0,4.0,8.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,51,104269,,,Fernando Verdasco,L,188.0,ESP,29.607118412,54.0,825.0,103598,,,Xavier Malisse,R,185.0,BEL,32.9308692676,61.0,770.0,6-7(5) 6-1 6-4 6-3,5,R128,139.0,20.0,7.0,116.0,73.0,58.0,21.0,19.0,1.0,2.0,7.0,1.0,124.0,78.0,48.0,24.0,19.0,5.0,11.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,52,103898,31.0,,Julien Benneteau,R,185.0,FRA,31.5099247091,33.0,1200.0,104735,,,Tobias Kamke,R,180.0,GER,27.0937713895,68.0,721.0,6-4 6-7(5) 6-4 6-2,5,R128,162.0,12.0,6.0,136.0,86.0,65.0,26.0,20.0,5.0,7.0,3.0,2.0,123.0,85.0,60.0,14.0,20.0,6.0,12.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,53,104338,22.0,,Juan Monaco,R,185.0,ARG,29.2375085558,20.0,1740.0,104226,,Q,Bastian Knittel,L,,GER,29.87816564,210.0,225.0,6-4 6-2 6-3,5,R128,97.0,6.0,2.0,76.0,59.0,46.0,9.0,13.0,0.0,1.0,4.0,12.0,93.0,54.0,33.0,17.0,14.0,8.0,14.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,54,104330,,,Rajeev Ram,R,193.0,USA,29.2676249144,86.0,586.0,105041,,,Lukas Lacko,R,185.0,SVK,25.6399726215,79.0,635.0,7-5 6-4 6-7(2) 6-2,5,R128,147.0,16.0,0.0,120.0,80.0,64.0,23.0,21.0,2.0,3.0,13.0,2.0,136.0,87.0,66.0,18.0,21.0,11.0,16.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,55,104932,,,Kenny De Schepper,L,203.0,FRA,26.0725530459,80.0,627.0,103893,,,Paolo Lorenzi,R,183.0,ITA,31.523613963,73.0,701.0,7-6(6) 6-4 6-2,5,R128,124.0,22.0,6.0,107.0,72.0,56.0,21.0,15.0,6.0,6.0,4.0,2.0,98.0,53.0,40.0,22.0,15.0,5.0,8.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,56,105227,10.0,,Marin Cilic,R,198.0,CRO,24.7364818617,12.0,2470.0,104571,,,Marcos Baghdatis,R,183.0,CYP,28.0191649555,40.0,995.0,6-3 6-4 6-4,5,R128,93.0,16.0,2.0,80.0,56.0,45.0,16.0,15.0,0.0,1.0,4.0,5.0,71.0,43.0,31.0,16.0,14.0,2.0,6.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
2013-540,Wimbledon,Grass,128,G,20130624,57,104678,,,Viktor Troicki,R,193.0,SRB,27.3675564682,44.0,935.0,104386,14.0,,Janko Tipsarevic,R,180.0,SRB,29.0047912389,14.0,2390.0,6-3 6-4 7-6(5),5,R128,114.0,15.0,2.0,95.0,67.0,55.0,16.0,16.0,4.0,4.0,3.0,1.0,101.0,62.0,47.0,21.0,15.0,8.0,10.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
