tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,hand_r,hand_l,surface_clay,surface_hard,surface_carpet,surface_grass,round_RR,round_R128,round_R64,round_R32,round_R16,round_QF,round_SF,round_F
2013-319,Kitzbuhel,Clay,28,A,20130728,1,104919,,,Leonardo Mayer,R,188.0,ARG,26.2067077344,78.0,641.0,104932,,,Kenny De Schepper,L,203.0,FRA,26.1683778234,69.0,716.0,6-4 6-4,3,R32,84.0,4.0,1.0,54.0,33.0,27.0,14.0,10.0,0.0,0.0,3.0,4.0,78.0,45.0,30.0,16.0,10.0,10.0,12.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,2,104547,,,Horacio Zeballos,L,188.0,ARG,28.2546201232,54.0,862.0,104770,,Q,Martin Fischer,R,,AUT,27.022587269,233.0,201.0,7-5 1-6 6-3,3,R32,125.0,1.0,1.0,98.0,71.0,45.0,14.0,14.0,12.0,16.0,4.0,2.0,81.0,44.0,30.0,21.0,14.0,5.0,9.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,3,104719,8.0,,Marcel Granollers,R,190.0,ESP,27.2963723477,53.0,870.0,106207,,WC,Mate Pavic,L,,CRO,20.0684462697,360.0,107.0,7-6(2) 6-2,3,R32,115.0,6.0,3.0,83.0,49.0,34.0,22.0,10.0,6.0,6.0,2.0,3.0,73.0,39.0,26.0,19.0,10.0,6.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,4,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,30.1519507187,72.0,686.0,105064,,,Thomaz Bellucci,L,188.0,BRA,25.5797399042,115.0,495.0,6-7(1) 6-3 7-6(4),3,R32,171.0,3.0,12.0,132.0,65.0,45.0,30.0,17.0,10.0,15.0,9.0,3.0,116.0,62.0,38.0,27.0,16.0,6.0,12.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,5,104898,,,Robin Haase,R,190.0,NED,26.3134839151,68.0,717.0,105558,,,Guillaume Rufin,R,188.0,FRA,23.1759069131,96.0,567.0,6-4 7-6(4),3,R32,110.0,10.0,0.0,81.0,51.0,38.0,11.0,11.0,3.0,6.0,2.0,7.0,88.0,48.0,32.0,15.0,11.0,7.0,11.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,6,104978,,,Daniel Brands,R,196.0,GER,26.0342231348,52.0,873.0,104122,5.0,,Carlos Berlocq,R,183.0,ARG,30.4832306639,43.0,920.0,7-6(4) 2-6 6-2,3,R32,117.0,3.0,2.0,84.0,43.0,33.0,23.0,14.0,0.0,2.0,2.0,1.0,82.0,62.0,47.0,11.0,14.0,4.0,6.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,7,103656,7.0,,Albert Montanes,R,175.0,ESP,32.6707734428,45.0,910.0,104494,,,Adrian Ungur,R,178.0,ROU,28.5065023956,92.0,587.0,6-4 6-2,3,R32,71.0,8.0,1.0,52.0,37.0,29.0,10.0,9.0,2.0,2.0,1.0,3.0,59.0,35.0,23.0,11.0,9.0,3.0,6.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,8,103812,,,Victor Hanescu,R,198.0,ROU,32.0219028063,46.0,909.0,105379,,,Aljaz Bedene,R,181.0,SLO,24.0301163587,106.0,531.0,6-2 6-1,3,R32,60.0,3.0,0.0,41.0,34.0,29.0,3.0,8.0,0.0,0.0,2.0,2.0,43.0,18.0,12.0,8.0,7.0,4.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,9,106233,,WC,Dominic Thiem,R,,AUT,19.9014373717,268.0,167.0,105723,,,Andrey Kuznetsov,R,185.0,RUS,22.431211499,82.0,625.0,6-2 7-5,3,R32,79.0,4.0,4.0,69.0,36.0,29.0,16.0,10.0,1.0,2.0,2.0,3.0,56.0,31.0,21.0,12.0,10.0,4.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,10,104225,,Q,Jan Hajek,R,180.0,CZE,29.9767282683,135.0,430.0,105060,,LL,Aldin Setkic,R,193.0,BIH,25.6043805613,223.0,210.0,6-2 6-1,3,R32,50.0,5.0,1.0,41.0,26.0,21.0,9.0,7.0,4.0,4.0,3.0,4.0,47.0,28.0,16.0,5.0,8.0,0.0,5.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,11,104593,,,Daniel Gimeno Traver,R,185.0,ESP,27.9753593429,62.0,777.0,105099,,Q,Antonio Veic,R,180.0,CRO,25.4428473648,196.0,245.0,6-1 6-3,3,R32,59.0,4.0,0.0,42.0,24.0,20.0,13.0,8.0,2.0,2.0,1.0,3.0,46.0,33.0,15.0,6.0,8.0,2.0,6.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,12,104890,,WC,Andreas Haider Maurer,R,190.0,AUT,26.3545516769,91.0,595.0,110602,,Q,Dennis Novak,R,,AUT,19.9178644764,565.0,47.0,6-4 6-4,3,R32,77.0,4.0,2.0,55.0,41.0,34.0,7.0,10.0,1.0,1.0,6.0,3.0,66.0,32.0,24.0,16.0,10.0,3.0,5.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,13,104919,,,Leonardo Mayer,R,188.0,ARG,26.2067077344,78.0,641.0,104259,1.0,,Philipp Kohlschreiber,R,178.0,GER,29.7850787132,26.0,1490.0,6-4 7-6(4),3,R16,104.0,1.0,5.0,73.0,43.0,33.0,19.0,11.0,2.0,3.0,0.0,1.0,69.0,36.0,24.0,22.0,11.0,0.0,2.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,14,104719,8.0,,Marcel Granollers,R,190.0,ESP,27.2963723477,53.0,870.0,104547,,,Horacio Zeballos,L,188.0,ARG,28.2546201232,54.0,862.0,6-0 2-0 RET,3,R16,26.0,0.0,0.0,17.0,11.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,24.0,19.0,4.0,1.0,4.0,2.0,6.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,15,104269,3.0,,Fernando Verdasco,L,188.0,ESP,29.7029431896,33.0,1235.0,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,30.1519507187,72.0,686.0,6-2 7-6(7),3,R16,105.0,9.0,5.0,65.0,39.0,27.0,14.0,10.0,4.0,6.0,2.0,7.0,92.0,56.0,36.0,11.0,10.0,13.0,17.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,16,104898,,,Robin Haase,R,190.0,NED,26.3134839151,68.0,717.0,104978,,,Daniel Brands,R,196.0,GER,26.0342231348,52.0,873.0,6-4 6-1,3,R16,67.0,7.0,3.0,53.0,33.0,26.0,10.0,8.0,6.0,6.0,4.0,2.0,54.0,26.0,16.0,13.0,9.0,3.0,7.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,17,103656,7.0,,Albert Montanes,R,175.0,ESP,32.6707734428,45.0,910.0,103812,,,Victor Hanescu,R,198.0,ROU,32.0219028063,46.0,909.0,7-6(2) 3-6 7-6(5),3,R16,153.0,11.0,7.0,126.0,67.0,51.0,29.0,16.0,9.0,12.0,4.0,2.0,113.0,81.0,57.0,19.0,17.0,5.0,7.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,18,106233,,WC,Dominic Thiem,R,,AUT,19.9014373717,268.0,167.0,103781,4.0,,Jurgen Melzer,L,183.0,AUT,32.1861738535,34.0,1220.0,7-5 6-3,3,R16,76.0,1.0,1.0,61.0,26.0,21.0,23.0,11.0,3.0,4.0,0.0,3.0,53.0,37.0,23.0,9.0,10.0,1.0,4.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,19,104593,,,Daniel Gimeno Traver,R,185.0,ESP,27.9753593429,62.0,777.0,104225,,Q,Jan Hajek,R,180.0,CZE,29.9767282683,135.0,430.0,6-3 6-3,3,R16,73.0,5.0,1.0,66.0,34.0,25.0,16.0,9.0,4.0,5.0,1.0,1.0,52.0,35.0,17.0,10.0,9.0,2.0,6.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,20,104338,2.0,,Juan Monaco,R,185.0,ARG,29.3333333333,31.0,1270.0,104890,,WC,Andreas Haider Maurer,R,190.0,AUT,26.3545516769,91.0,595.0,6-3 6-4,3,R16,75.0,0.0,1.0,53.0,33.0,23.0,8.0,9.0,1.0,4.0,5.0,3.0,57.0,26.0,16.0,9.0,10.0,7.0,13.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,21,104719,8.0,,Marcel Granollers,R,190.0,ESP,27.2963723477,53.0,870.0,104919,,,Leonardo Mayer,R,188.0,ARG,26.2067077344,78.0,641.0,6-3 6-1,3,QF,80.0,5.0,2.0,50.0,30.0,25.0,11.0,8.0,2.0,2.0,1.0,7.0,49.0,23.0,14.0,10.0,8.0,6.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,22,104898,,,Robin Haase,R,190.0,NED,26.3134839151,68.0,717.0,104269,3.0,,Fernando Verdasco,L,188.0,ESP,29.7029431896,33.0,1235.0,4-6 6-4 6-3,3,QF,108.0,7.0,3.0,89.0,48.0,37.0,23.0,15.0,1.0,3.0,4.0,6.0,80.0,53.0,39.0,13.0,14.0,2.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,23,103656,7.0,,Albert Montanes,R,175.0,ESP,32.6707734428,45.0,910.0,106233,,WC,Dominic Thiem,R,,AUT,19.9014373717,268.0,167.0,6-4 6-3,3,QF,73.0,2.0,5.0,68.0,43.0,35.0,13.0,10.0,7.0,7.0,4.0,1.0,47.0,31.0,20.0,11.0,9.0,1.0,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,24,104338,2.0,,Juan Monaco,R,185.0,ARG,29.3333333333,31.0,1270.0,104593,,,Daniel Gimeno Traver,R,185.0,ESP,27.9753593429,62.0,777.0,6-2 3-6 6-4,3,QF,114.0,1.0,1.0,88.0,67.0,42.0,17.0,13.0,7.0,8.0,5.0,5.0,95.0,53.0,37.0,19.0,14.0,4.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2013-319,Kitzbuhel,Clay,28,A,20130728,25,104719,8.0,,Marcel Granollers,R,190.0,ESP,27.2963723477,53.0,870.0,104898,,,Robin Haase,R,190.0,NED,26.3134839151,68.0,717.0,7-6(0) 3-6 6-4,3,SF,144.0,7.0,0.0,90.0,55.0,44.0,15.0,15.0,4.0,8.0,11.0,6.0,111.0,61.0,45.0,22.0,16.0,6.0,10.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2013-319,Kitzbuhel,Clay,28,A,20130728,26,104338,2.0,,Juan Monaco,R,185.0,ARG,29.3333333333,31.0,1270.0,103656,7.0,,Albert Montanes,R,175.0,ESP,32.6707734428,45.0,910.0,7-6(2) 7-5,3,SF,110.0,4.0,0.0,84.0,62.0,42.0,9.0,12.0,7.0,10.0,2.0,5.0,94.0,49.0,30.0,21.0,12.0,10.0,14.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2013-319,Kitzbuhel,Clay,28,A,20130728,27,104719,8.0,,Marcel Granollers,R,190.0,ESP,27.2963723477,53.0,870.0,104338,2.0,,Juan Monaco,R,185.0,ARG,29.3333333333,31.0,1270.0,0-6 7-6(3) 6-4,3,F,133.0,9.0,4.0,97.0,55.0,36.0,16.0,14.0,7.0,13.0,2.0,1.0,78.0,59.0,39.0,9.0,14.0,5.0,9.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
2013-440,s-Hertogenbosch,Grass,32,A,20130616,1,103598,,,Xavier Malisse,R,185.0,BEL,32.9117043121,60.0,770.0,103970,1.0,,David Ferrer,R,175.0,ESP,31.2087611225,4.0,7220.0,7-6(3) 6-3,3,R32,89.0,10.0,1.0,77.0,44.0,36.0,18.0,11.0,4.0,4.0,5.0,2.0,63.0,38.0,30.0,12.0,10.0,3.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,2,104229,,,Yen Hsun Lu,R,180.0,TPE,29.8425735797,74.0,683.0,104273,,,Edouard Roger Vasselin,R,188.0,FRA,29.5523613963,67.0,736.0,6-1 7-6(3),3,R32,88.0,5.0,1.0,66.0,44.0,32.0,13.0,10.0,4.0,5.0,5.0,4.0,63.0,35.0,25.0,12.0,9.0,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,3,105138,,,Roberto Bautista Agut,R,,ESP,25.1745379877,63.0,749.0,104219,,Q,Stephane Bohli,R,185.0,SUI,29.8973305955,401.0,91.0,3-6 7-6(5) 7-6(12),3,R32,162.0,8.0,4.0,114.0,80.0,60.0,22.0,16.0,3.0,4.0,15.0,2.0,132.0,82.0,63.0,30.0,17.0,7.0,7.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,4,104122,,,Carlos Berlocq,R,183.0,ARG,30.3682409309,72.0,690.0,104571,6.0,,Marcos Baghdatis,R,183.0,CYP,28.0,40.0,995.0,6-2 6-4,3,R32,78.0,2.0,0.0,50.0,38.0,30.0,8.0,9.0,0.0,0.0,4.0,7.0,73.0,36.0,25.0,14.0,9.0,6.0,9.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,5,105539,,,Evgeny Donskoy,R,185.0,RUS,23.1074606434,73.0,684.0,104545,3.0,,John Isner,R,206.0,USA,28.1423682409,21.0,1735.0,6-7(3) 6-3 6-4,3,R32,92.0,8.0,3.0,85.0,55.0,46.0,20.0,16.0,0.0,0.0,18.0,1.0,81.0,56.0,46.0,13.0,15.0,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,6,104898,,,Robin Haase,R,190.0,NED,26.1984941821,57.0,787.0,104919,,,Leonardo Mayer,R,188.0,ARG,26.0917180014,80.0,631.0,4-6 6-1 6-4,3,R32,112.0,9.0,4.0,98.0,59.0,39.0,25.0,14.0,8.0,9.0,1.0,1.0,66.0,35.0,25.0,18.0,13.0,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,7,103917,,Q,Nicolas Mahut,R,190.0,FRA,31.4031485284,240.0,198.0,105575,,,Ricardas Berankis,R,175.0,LTU,22.9897330595,69.0,711.0,6-1 6-4,3,R32,66.0,9.0,0.0,54.0,30.0,24.0,15.0,9.0,1.0,1.0,4.0,4.0,52.0,24.0,15.0,15.0,8.0,4.0,7.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,8,105723,,,Andrey Kuznetsov,R,185.0,RUS,22.3162217659,77.0,649.0,104593,8.0,,Daniel Gimeno Traver,R,185.0,ESP,27.8603696099,55.0,807.0,7-6(4) 6-3,3,R32,79.0,4.0,1.0,68.0,40.0,32.0,18.0,11.0,4.0,5.0,2.0,5.0,68.0,38.0,26.0,14.0,10.0,4.0,6.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,9,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,30.0369609856,78.0,636.0,103812,7.0,,Victor Hanescu,R,198.0,ROU,31.9069130732,47.0,895.0,6-4 6-3,3,R32,81.0,5.0,6.0,59.0,26.0,24.0,16.0,10.0,1.0,2.0,2.0,2.0,61.0,42.0,26.0,10.0,9.0,1.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,10,104978,,,Daniel Brands,R,196.0,GER,25.9192334018,56.0,789.0,104619,,WC,Jesse Huta Galung,R,188.0,NED,27.6960985626,167.0,311.0,6-3 6-2,3,R32,56.0,9.0,1.0,41.0,27.0,22.0,9.0,8.0,1.0,2.0,4.0,7.0,56.0,28.0,17.0,11.0,9.0,1.0,6.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,11,103401,,Q,Jan Hernych,R,190.0,CZE,33.9466119097,228.0,205.0,105676,,,David Goffin,R,163.0,BEL,22.5270362765,85.0,611.0,6-3 3-6 7-6(4),3,R32,126.0,4.0,1.0,95.0,59.0,40.0,19.0,15.0,3.0,7.0,4.0,3.0,95.0,57.0,36.0,21.0,15.0,6.0,10.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,12,103566,,,Michael Llodra,L,190.0,FRA,33.0814510609,52.0,824.0,105332,4.0,,Benoit Paire,R,196.0,FRA,24.1095140315,25.0,1450.0,3-0 RET,3,R32,15.0,0.0,1.0,11.0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,1.0,0.0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,13,104871,5.0,,Jeremy Chardy,R,188.0,FRA,26.3436002738,27.0,1416.0,106298,,Q,Lucas Pouille,R,,FRA,19.3127994524,267.0,174.0,7-5 6-4,3,R32,84.0,14.0,2.0,61.0,35.0,28.0,15.0,11.0,3.0,5.0,7.0,5.0,78.0,47.0,29.0,14.0,11.0,7.0,11.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,14,105657,,WC,Marius Copil,R,193.0,ROU,22.6666666667,129.0,444.0,104297,,,Rogerio Dutra Silva,R,178.0,BRA,29.3689253936,102.0,550.0,6-7(4) 6-4 6-2,3,R32,116.0,17.0,4.0,87.0,51.0,40.0,26.0,15.0,2.0,2.0,3.0,3.0,93.0,62.0,45.0,18.0,15.0,1.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,15,103893,,,Paolo Lorenzi,R,183.0,ITA,31.5044490075,71.0,701.0,105217,,WC,Thiemo De Bakker,R,193.0,NED,24.7419575633,86.0,588.0,7-6(2) 7-6(4),3,R32,96.0,3.0,1.0,72.0,38.0,31.0,22.0,12.0,0.0,1.0,3.0,2.0,80.0,56.0,39.0,12.0,12.0,2.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,16,104527,2.0,,Stanislas Wawrinka,R,183.0,SUI,28.2217659138,10.0,2810.0,104327,,LL,Steve Darcis,R,178.0,BEL,29.2621492129,113.0,502.0,7-6(5) 6-4,3,R32,92.0,10.0,3.0,82.0,49.0,37.0,18.0,11.0,7.0,8.0,4.0,1.0,67.0,47.0,35.0,11.0,11.0,2.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,17,103598,,,Xavier Malisse,R,185.0,BEL,32.9117043121,60.0,770.0,104229,,,Yen Hsun Lu,R,180.0,TPE,29.8425735797,74.0,683.0,3-6 6-1 6-4,3,R16,106.0,12.0,6.0,76.0,41.0,31.0,19.0,13.0,8.0,11.0,4.0,4.0,86.0,50.0,34.0,13.0,13.0,3.0,8.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,18,105138,,,Roberto Bautista Agut,R,,ESP,25.1745379877,63.0,749.0,104122,,,Carlos Berlocq,R,183.0,ARG,30.3682409309,72.0,690.0,6-2 6-3,3,R16,75.0,0.0,1.0,58.0,46.0,33.0,6.0,9.0,6.0,7.0,1.0,7.0,57.0,40.0,24.0,4.0,8.0,4.0,8.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,19,105539,,,Evgeny Donskoy,R,185.0,RUS,23.1074606434,73.0,684.0,104898,,,Robin Haase,R,190.0,NED,26.1984941821,57.0,787.0,6-4 7-5,3,R16,94.0,6.0,2.0,81.0,52.0,37.0,14.0,11.0,6.0,7.0,3.0,1.0,67.0,37.0,26.0,14.0,11.0,1.0,4.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,20,103917,,Q,Nicolas Mahut,R,190.0,FRA,31.4031485284,240.0,198.0,105723,,,Andrey Kuznetsov,R,185.0,RUS,22.3162217659,77.0,649.0,6-2 6-4,3,R16,81.0,6.0,4.0,59.0,39.0,30.0,10.0,9.0,2.0,2.0,6.0,5.0,73.0,43.0,27.0,13.0,9.0,3.0,6.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,21,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,30.0369609856,78.0,636.0,104978,,,Daniel Brands,R,196.0,GER,25.9192334018,56.0,789.0,7-6(7) 6-2,3,R16,81.0,1.0,4.0,61.0,33.0,29.0,20.0,10.0,1.0,1.0,7.0,2.0,68.0,51.0,35.0,9.0,10.0,2.0,4.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,22,103401,,Q,Jan Hernych,R,190.0,CZE,33.9466119097,228.0,205.0,103566,,,Michael Llodra,L,190.0,FRA,33.0814510609,52.0,824.0,6-7(5) 6-4 7-5,3,R16,137.0,7.0,4.0,104.0,67.0,53.0,22.0,17.0,1.0,2.0,8.0,3.0,112.0,71.0,51.0,22.0,17.0,8.0,11.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,23,104871,5.0,,Jeremy Chardy,R,188.0,FRA,26.3436002738,27.0,1416.0,105657,,WC,Marius Copil,R,193.0,ROU,22.6666666667,129.0,444.0,7-5 6-4,3,R16,82.0,3.0,3.0,62.0,37.0,30.0,18.0,11.0,4.0,4.0,10.0,5.0,71.0,42.0,33.0,11.0,11.0,1.0,3.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,24,104527,2.0,,Stanislas Wawrinka,R,183.0,SUI,28.2217659138,10.0,2810.0,103893,,,Paolo Lorenzi,R,183.0,ITA,31.5044490075,71.0,701.0,6-3 7-6(8),3,R16,73.0,7.0,1.0,66.0,41.0,31.0,17.0,11.0,0.0,1.0,2.0,1.0,65.0,39.0,27.0,16.0,10.0,2.0,4.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,25,103598,,,Xavier Malisse,R,185.0,BEL,32.9117043121,60.0,770.0,105138,,,Roberto Bautista Agut,R,,ESP,25.1745379877,63.0,749.0,6-4 6-4,3,QF,80.0,7.0,0.0,58.0,32.0,25.0,14.0,10.0,0.0,1.0,2.0,1.0,55.0,43.0,27.0,7.0,10.0,1.0,4.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,26,103917,,Q,Nicolas Mahut,R,190.0,FRA,31.4031485284,240.0,198.0,105539,,,Evgeny Donskoy,R,185.0,RUS,23.1074606434,73.0,684.0,6-3 7-6(1),3,QF,101.0,8.0,2.0,82.0,50.0,41.0,15.0,11.0,4.0,4.0,6.0,2.0,70.0,42.0,30.0,14.0,10.0,5.0,6.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,27,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,30.0369609856,78.0,636.0,103401,,Q,Jan Hernych,R,190.0,CZE,33.9466119097,228.0,205.0,6-4 6-1,3,QF,73.0,5.0,2.0,64.0,34.0,27.0,12.0,9.0,6.0,8.0,0.0,2.0,50.0,31.0,17.0,7.0,8.0,3.0,8.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,28,104527,2.0,,Stanislas Wawrinka,R,183.0,SUI,28.2217659138,10.0,2810.0,104871,5.0,,Jeremy Chardy,R,188.0,FRA,26.3436002738,27.0,1416.0,6-4 7-6(2),3,QF,75.0,7.0,0.0,62.0,38.0,30.0,16.0,11.0,1.0,2.0,10.0,6.0,61.0,44.0,36.0,5.0,11.0,1.0,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,29,103917,,Q,Nicolas Mahut,R,190.0,FRA,31.4031485284,240.0,198.0,103598,,,Xavier Malisse,R,185.0,BEL,32.9117043121,60.0,770.0,6-3 6-3,3,SF,73.0,11.0,2.0,60.0,44.0,33.0,8.0,9.0,6.0,7.0,2.0,1.0,52.0,30.0,20.0,7.0,9.0,1.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,30,104527,2.0,,Stanislas Wawrinka,R,183.0,SUI,28.2217659138,10.0,2810.0,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,30.0369609856,78.0,636.0,6-1 6-4,3,SF,76.0,6.0,1.0,69.0,43.0,34.0,11.0,9.0,10.0,10.0,5.0,0.0,61.0,41.0,24.0,10.0,8.0,5.0,8.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2013-440,s-Hertogenbosch,Grass,32,A,20130616,31,103917,,Q,Nicolas Mahut,R,190.0,FRA,31.4031485284,240.0,198.0,104527,2.0,,Stanislas Wawrinka,R,183.0,SUI,28.2217659138,10.0,2810.0,6-3 6-4,3,F,83.0,5.0,4.0,60.0,31.0,26.0,18.0,10.0,3.0,3.0,3.0,4.0,54.0,32.0,20.0,15.0,9.0,2.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2013-328,Basel,Hard,32,A,20131021,1,105223,1.0,,Juan Martin Del Potro,R,198.0,ARG,25.0759753593,5.0,5365.0,105967,,WC,Henri Laaksonen,R,,SUI,21.5578370979,224.0,212.0,6-4 6-4,3,R32,80.0,4.0,4.0,53.0,33.0,27.0,11.0,10.0,0.0,1.0,8.0,6.0,55.0,29.0,22.0,12.0,10.0,4.0,7.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
