tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,hand_r,hand_l,surface_clay,surface_hard,surface_carpet,surface_grass,round_RR,round_R128,round_R64,round_R32,round_R16,round_QF,round_SF,round_F
2006-520,Roland Garros,Clay,128,G,20060529,11,102999,,Q,Stefano Galvani,R,178.0,ITA,28.9856262834,158.0,264.0,104252,,,Florian Mayer,R,190.0,GER,22.6475017112,78.0,538.0,4-6 6-0 7-6(4) 3-6 7-5,5,R128,205.0,4.0,9.0,157.0,104.0,71.0,25.0,24.0,6.0,12.0,3.0,3.0,167.0,102.0,64.0,33.0,25.0,11.0,19.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,12,103656,,,Albert Montanes,R,175.0,ESP,25.5030800821,105.0,411.0,104068,17.0,,Robby Ginepri,R,183.0,USA,23.6413415469,17.0,1475.0,6-3 6-7(2) 6-1 6-4,5,R128,147.0,6.0,2.0,119.0,73.0,53.0,27.0,20.0,5.0,8.0,1.0,1.0,114.0,76.0,43.0,22.0,18.0,8.0,15.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,13,104076,26.0,,Jose Acasuso,R,190.0,ARG,23.6057494867,29.0,1090.0,102148,,,Fabrice Santoro,R,178.0,FRA,33.4674880219,51.0,777.0,6-3 6-1 3-6 1-6 11-9,5,R128,237.0,10.0,3.0,161.0,91.0,70.0,30.0,26.0,5.0,11.0,6.0,1.0,168.0,92.0,60.0,42.0,26.0,7.0,14.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,14,104160,,,Lukas Dlouhy,R,185.0,CZE,23.1375770021,86.0,465.0,104019,,,Kristof Vliegen,R,193.0,BEL,23.9342915811,36.0,867.0,4-6 6-4 3-6 7-6(5) 6-2,5,R128,209.0,6.0,5.0,183.0,127.0,81.0,28.0,25.0,14.0,21.0,11.0,5.0,152.0,92.0,66.0,28.0,24.0,11.0,18.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,15,104592,,Q,Ilija Bozoljac,R,193.0,SRB,20.8213552361,160.0,262.0,104081,,,Boris Pashanski,R,180.0,SRB,23.5674195756,64.0,612.0,6-4 6-3 6-4,5,R128,107.0,15.0,3.0,86.0,53.0,44.0,17.0,14.0,4.0,5.0,4.0,2.0,98.0,61.0,40.0,17.0,15.0,4.0,9.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,16,103990,7.0,,Tommy Robredo,R,180.0,ESP,24.076659822,7.0,2020.0,102720,,,Tomas Zib,R,178.0,CZE,30.3244353183,109.0,399.0,6-4 6-2 6-2,5,R128,121.0,6.0,2.0,85.0,64.0,46.0,11.0,13.0,1.0,2.0,1.0,3.0,94.0,57.0,34.0,15.0,13.0,7.0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,17,103900,3.0,,David Nalbandian,R,180.0,ARG,24.4052019165,3.0,3065.0,104527,,,Stanislas Wawrinka,R,183.0,SUI,21.1690622861,57.0,683.0,6-2 7-6(5) 6-4,5,R128,173.0,0.0,4.0,112.0,60.0,41.0,28.0,15.0,6.0,8.0,6.0,7.0,127.0,61.0,37.0,29.0,15.0,13.0,18.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,18,104755,,,Richard Gasquet,R,185.0,FRA,19.9452429843,40.0,835.0,104499,,,Jimmy Wang,R,178.0,TPE,21.3004791239,91.0,450.0,6-4 6-1 7-5,5,R128,112.0,12.0,1.0,79.0,45.0,39.0,20.0,14.0,3.0,4.0,3.0,4.0,108.0,65.0,34.0,24.0,15.0,9.0,15.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,19,102450,,,Tim Henman,R,185.0,GBR,31.7262149213,71.0,570.0,102202,,,Kenneth Carlsen,L,190.0,DEN,33.1143052704,112.0,392.0,6-3 6-4 4-6 6-4,5,R128,161.0,7.0,4.0,125.0,86.0,65.0,21.0,20.0,6.0,8.0,4.0,1.0,110.0,72.0,50.0,19.0,19.0,3.0,7.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,20,104098,31.0,,Dmitry Tursunov,R,185.0,RUS,23.4606433949,34.0,900.0,102562,,,Jiri Novak,R,190.0,CZE,31.1868583162,101.0,415.0,6-2 6-3 6-2,5,R128,96.0,6.0,2.0,83.0,47.0,40.0,18.0,13.0,6.0,6.0,1.0,6.0,88.0,52.0,33.0,14.0,12.0,8.0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,21,103206,21.0,,Sebastien Grosjean,R,175.0,FRA,28.0,21.0,1340.0,102318,,,Andrei Pavel,R,183.0,ROU,32.334017796,84.0,494.0,6-3 6-2 6-3,5,R128,129.0,7.0,0.0,81.0,46.0,36.0,22.0,13.0,6.0,7.0,1.0,1.0,100.0,70.0,38.0,13.0,13.0,11.0,17.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,22,103506,,Q,Martin Vassallo Arguello,R,183.0,ARG,26.2970568104,181.0,225.0,102834,,,Paul Goldstein,R,178.0,USA,29.8151950719,58.0,668.0,6-2 6-0 6-3,5,R128,111.0,5.0,0.0,78.0,63.0,40.0,11.0,12.0,4.0,5.0,0.0,6.0,92.0,52.0,22.0,19.0,11.0,13.0,20.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,23,102839,,,Nicolas Lapentti,R,188.0,ECU,29.7905544148,129.0,342.0,103325,,,Wesley Moodie,R,196.0,RSA,27.2854209446,74.0,560.0,4-6 7-6(5) 7-6(5) 6-7(5) 6-2,5,R128,269.0,5.0,2.0,166.0,140.0,110.0,13.0,27.0,8.0,10.0,13.0,5.0,193.0,144.0,105.0,22.0,27.0,6.0,9.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,24,103171,,,Raemon Sluiter,R,185.0,NED,28.1259411362,118.0,367.0,103813,16.0,,Jarkko Nieminen,L,185.0,FIN,24.848733744,16.0,1480.0,6-2 7-6(6) 2-1 RET,5,R128,98.0,6.0,2.0,75.0,35.0,25.0,20.0,11.0,3.0,6.0,2.0,2.0,78.0,46.0,24.0,16.0,12.0,4.0,10.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,25,103292,10.0,,Gaston Gaudio,R,175.0,ARG,27.4688569473,10.0,1745.0,104056,,Q,Roko Karanusic,R,183.0,CRO,23.7289527721,180.0,225.0,6-2 6-2 6-2,5,R128,92.0,1.0,1.0,77.0,52.0,39.0,15.0,12.0,5.0,5.0,3.0,0.0,69.0,43.0,26.0,9.0,12.0,3.0,9.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,26,105095,,Q,Evgeny Korolev,R,185.0,KAZ,18.2861054073,151.0,283.0,104312,,,Andreas Seppi,R,190.0,ITA,22.2669404517,69.0,586.0,6-4 2-6 3-6 7-5 6-1,5,R128,168.0,5.0,8.0,133.0,77.0,54.0,32.0,23.0,3.0,8.0,6.0,7.0,145.0,89.0,64.0,22.0,23.0,9.0,15.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,27,104259,,,Philipp Kohlschreiber,R,178.0,GER,22.6173853525,83.0,499.0,103594,,,Oliver Marach,R,185.0,AUT,25.8672142368,90.0,454.0,6-3 7-5 6-7(6) 6-2,5,R128,183.0,12.0,3.0,118.0,75.0,62.0,26.0,20.0,2.0,2.0,2.0,0.0,146.0,94.0,64.0,27.0,21.0,13.0,18.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,28,103507,24.0,,Juan Carlos Ferrero,R,183.0,ESP,26.2915811088,27.0,1145.0,105223,,Q,Juan Martin Del Potro,R,198.0,ARG,17.6783025325,140.0,307.0,6-3 2-6 6-2 6-4,5,R128,177.0,5.0,2.0,123.0,80.0,52.0,21.0,18.0,15.0,19.0,3.0,3.0,125.0,94.0,55.0,16.0,17.0,6.0,12.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,29,102845,30.0,,Carlos Moya,R,190.0,ESP,29.7522245038,33.0,905.0,102548,,,Juan Antonio Marin,R,175.0,CRC,31.241615332,120.0,365.0,7-5 6-3 6-3,5,R128,133.0,2.0,2.0,91.0,60.0,46.0,17.0,15.0,3.0,4.0,3.0,3.0,98.0,63.0,41.0,17.0,15.0,9.0,14.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,30,104022,,,Mikhail Youzhny,R,183.0,RUS,23.9260780287,43.0,830.0,104182,,Q,Sasa Tuksar,R,180.0,CRO,23.0472279261,166.0,253.0,6-3 6-3 3-6 6-0,5,R128,137.0,6.0,4.0,123.0,74.0,51.0,19.0,17.0,10.0,15.0,1.0,2.0,102.0,66.0,35.0,13.0,16.0,2.0,11.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,31,103581,,,Flavio Saretta,R,183.0,BRA,25.916495551,89.0,457.0,103808,,,Potito Starace,R,188.0,ITA,24.8733744011,77.0,542.0,6-7(2) 2-6 6-4 7-6(1) 6-3,5,R128,258.0,7.0,2.0,191.0,130.0,85.0,29.0,26.0,20.0,26.0,1.0,2.0,173.0,141.0,91.0,13.0,25.0,7.0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,32,103786,6.0,,Nikolay Davydenko,R,178.0,RUS,24.9883641342,6.0,2395.0,102434,,,Vincent Spadea,R,183.0,USA,31.8603696099,72.0,570.0,7-5 6-4 6-4,5,R128,141.0,2.0,3.0,103.0,62.0,44.0,23.0,16.0,7.0,9.0,6.0,8.0,109.0,62.0,41.0,21.0,16.0,10.0,15.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,33,103252,,,Alberto Martin,R,175.0,ESP,27.7727583847,68.0,589.0,104053,5.0,,Andy Roddick,R,188.0,USA,23.7453798768,5.0,2585.0,6-4 7-5 1-0 RET,5,R128,101.0,4.0,0.0,60.0,39.0,32.0,13.0,11.0,1.0,2.0,7.0,3.0,76.0,41.0,31.0,11.0,12.0,5.0,9.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,34,104010,,Q,Dieter Kindlmann,R,183.0,GER,23.9863107461,438.0,64.0,103009,,,Razvan Sabau,R,185.0,ROU,28.9445585216,121.0,362.0,6-3 6-2 6-2,5,R128,110.0,1.0,2.0,95.0,72.0,46.0,13.0,13.0,5.0,7.0,1.0,3.0,97.0,69.0,35.0,12.0,12.0,8.0,15.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,35,103181,,,Jiri Vanek,R,185.0,CZE,28.0958247775,100.0,416.0,103917,,,Nicolas Mahut,R,190.0,FRA,24.3504449008,80.0,516.0,6-3 7-6(3) 6-7(5) 7-6(3),5,R128,242.0,4.0,3.0,179.0,128.0,85.0,26.0,23.0,13.0,16.0,6.0,1.0,150.0,102.0,69.0,24.0,22.0,4.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,36,103694,27.0,,Olivier Rochus,R,168.0,BEL,25.3579739904,30.0,1080.0,103726,,,Jean Christophe Faurel,R,175.0,FRA,25.2292950034,147.0,289.0,6-1 6-4 6-2,5,R128,97.0,0.0,1.0,65.0,47.0,39.0,13.0,13.0,0.0,0.0,1.0,2.0,73.0,44.0,26.0,15.0,12.0,6.0,11.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,37,104571,19.0,,Marcos Baghdatis,R,183.0,CYP,20.9472963723,19.0,1399.0,102287,,,Albert Portas,R,188.0,ESP,32.5338809035,85.0,481.0,6-4 6-4 6-7(5) 6-1,5,R128,156.0,6.0,4.0,119.0,62.0,50.0,33.0,20.0,4.0,7.0,4.0,2.0,125.0,75.0,48.0,24.0,19.0,6.0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,38,103898,,,Julien Benneteau,R,185.0,FRA,24.4380561259,95.0,437.0,104386,,,Janko Tipsarevic,R,180.0,SRB,21.9329226557,104.0,412.0,6-2 6-4 6-7(5) 6-3,5,R128,177.0,9.0,1.0,134.0,102.0,68.0,17.0,20.0,5.0,8.0,6.0,5.0,143.0,87.0,53.0,26.0,19.0,5.0,12.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,39,102106,,,Davide Sanguinetti,R,188.0,ITA,33.7577002053,65.0,610.0,103110,,,Daniele Bracciali,R,180.0,ITA,28.3805612594,54.0,742.0,3-6 7-6(10) 6-3 6-3,5,R128,167.0,6.0,0.0,117.0,75.0,64.0,24.0,19.0,2.0,3.0,10.0,1.0,134.0,71.0,50.0,38.0,20.0,6.0,9.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,40,103285,11.0,,Radek Stepanek,R,185.0,CZE,27.5017111567,11.0,1735.0,103566,,WC,Michael Llodra,L,190.0,FRA,26.0287474333,122.0,361.0,6-4 6-4 6-2,5,R128,100.0,3.0,0.0,82.0,53.0,44.0,19.0,14.0,8.0,8.0,5.0,1.0,84.0,51.0,36.0,17.0,14.0,6.0,10.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,41,103970,15.0,,David Ferrer,R,175.0,ESP,24.1560574949,15.0,1505.0,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,22.984257358,102.0,414.0,7-5 6-1 6-0,5,R128,110.0,2.0,0.0,89.0,60.0,42.0,17.0,13.0,3.0,4.0,2.0,3.0,74.0,36.0,18.0,13.0,12.0,4.0,11.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,42,104871,,WC,Jeremy Chardy,R,188.0,FRA,19.2908966461,455.0,60.0,102035,,,Jonas Bjorkman,R,183.0,SWE,34.1820670773,75.0,558.0,6-2 7-5 6-2,5,R128,109.0,7.0,3.0,74.0,48.0,38.0,13.0,14.0,0.0,2.0,6.0,3.0,95.0,64.0,39.0,12.0,14.0,6.0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,43,103105,,,Ruben Ramirez Hidalgo,R,183.0,ESP,28.3915126626,79.0,525.0,103693,,WC,Thierry Ascione,R,188.0,FRA,25.3607118412,135.0,319.0,7-6(7) 6-4 6-7(6) 6-3,5,R128,177.0,7.0,2.0,147.0,99.0,69.0,29.0,22.0,6.0,9.0,8.0,5.0,140.0,97.0,61.0,24.0,21.0,4.0,9.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,44,103294,,,Christophe Rochus,R,170.0,BEL,27.4524298426,76.0,555.0,102563,18.0,,Thomas Johansson,R,180.0,SWE,31.1813826146,18.0,1455.0,3-6 5-7 6-4 6-4 6-2,5,R128,189.0,7.0,4.0,156.0,96.0,73.0,26.0,24.0,4.0,8.0,25.0,4.0,156.0,77.0,61.0,34.0,25.0,10.0,16.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,45,104269,28.0,,Fernando Verdasco,L,188.0,ESP,22.5352498289,31.0,1005.0,103428,,,Juan Ignacio Chela,R,190.0,ARG,26.7460643395,38.0,845.0,6-1 6-3 6-7(6) 6-4,5,R128,174.0,0.0,3.0,118.0,96.0,64.0,12.0,19.0,5.0,9.0,2.0,6.0,143.0,95.0,58.0,15.0,19.0,8.0,17.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,46,104338,,,Juan Monaco,R,185.0,ARG,22.1656399726,103.0,413.0,103369,,LL,Melle Van Gemerden,R,183.0,NED,27.0554414784,111.0,395.0,6-3 6-2 6-4,5,R128,116.0,7.0,1.0,79.0,51.0,37.0,18.0,14.0,2.0,4.0,5.0,5.0,100.0,63.0,38.0,15.0,13.0,15.0,21.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,47,103169,,Q,Oscar Hernandez,R,180.0,ESP,28.1341546886,131.0,337.0,104468,,,Gilles Simon,R,183.0,FRA,21.4182067077,47.0,791.0,6-4 6-2 6-3,5,R128,115.0,0.0,3.0,80.0,54.0,39.0,13.0,13.0,4.0,6.0,3.0,0.0,85.0,53.0,29.0,13.0,14.0,6.0,13.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,48,103344,4.0,,Ivan Ljubicic,R,193.0,CRO,27.1950718686,4.0,2610.0,104122,,,Carlos Berlocq,R,183.0,ARG,23.3155373032,82.0,503.0,6-2 6-0 6-3,5,R128,95.0,3.0,2.0,59.0,41.0,31.0,15.0,11.0,1.0,1.0,2.0,3.0,101.0,59.0,29.0,19.0,12.0,11.0,18.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,49,103484,8.0,,James Blake,R,185.0,USA,26.417522245,8.0,1925.0,103387,,,Paradorn Srichaphan,R,185.0,THA,26.9568788501,39.0,845.0,6-0 6-4 7-6(3),5,R128,93.0,5.0,0.0,85.0,59.0,45.0,16.0,14.0,2.0,4.0,1.0,2.0,84.0,47.0,27.0,18.0,14.0,2.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,50,104597,,,Nicolas Almagro,R,183.0,ESP,20.7693360712,41.0,834.0,101885,,Q,Wayne Arthurs,L,190.0,AUS,35.1978097194,209.0,197.0,7-5 6-2 6-2,5,R128,95.0,12.0,0.0,81.0,60.0,45.0,18.0,14.0,2.0,2.0,11.0,4.0,82.0,46.0,34.0,14.0,14.0,9.0,14.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,51,101868,,Q,Dick Norman,L,203.0,BEL,35.2443531828,110.0,396.0,103737,,Q,Edgardo Massa,R,180.0,ARG,25.1854893908,561.0,39.0,6-1 6-3 6-3,5,R128,91.0,7.0,5.0,74.0,56.0,44.0,10.0,13.0,3.0,4.0,0.0,3.0,82.0,66.0,32.0,8.0,12.0,6.0,12.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,52,104792,25.0,,Gael Monfils,R,193.0,FRA,19.7399041752,28.0,1100.0,104918,,,Andy Murray,R,190.0,GBR,19.0390143737,45.0,817.0,6-4 6-7(2) 1-6 6-2 6-1,5,R128,222.0,6.0,10.0,168.0,105.0,67.0,27.0,22.0,14.0,20.0,0.0,3.0,162.0,107.0,60.0,27.0,22.0,14.0,23.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,53,103163,23.0,,Tommy Haas,R,188.0,GER,28.1533196441,25.0,1250.0,102783,,,Rainer Schuettler,R,180.0,GER,30.0917180014,73.0,563.0,6-4 6-3 6-3,5,R128,101.0,4.0,3.0,76.0,40.0,31.0,24.0,14.0,3.0,4.0,2.0,2.0,90.0,57.0,32.0,18.0,14.0,7.0,12.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,54,102565,,,Alexander Waske,R,188.0,GER,31.1622176591,94.0,440.0,102950,,,Fernando Vicente,R,180.0,ESP,29.2238193018,87.0,460.0,6-4 4-6 7-6(6) 7-6(4),5,R128,206.0,11.0,3.0,151.0,99.0,72.0,26.0,22.0,6.0,11.0,4.0,3.0,142.0,104.0,68.0,20.0,22.0,6.0,11.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,55,104925,,,Novak Djokovic,R,188.0,SRB,19.0198494182,63.0,627.0,103632,,,Luis Horna,R,180.0,PER,25.7029431896,46.0,802.0,6-3 5-0 RET,5,R128,60.0,6.0,1.0,36.0,30.0,25.0,4.0,7.0,0.0,0.0,1.0,2.0,53.0,32.0,16.0,11.0,7.0,4.0,8.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,56,103602,9.0,,Fernando Gonzalez,R,183.0,CHI,25.8316221766,9.0,1780.0,103498,,,Marat Safin,R,193.0,RUS,26.3353867214,53.0,745.0,6-3 1-6 6-3 6-1,5,R128,149.0,7.0,3.0,99.0,65.0,44.0,17.0,16.0,8.0,12.0,7.0,3.0,133.0,76.0,48.0,21.0,16.0,19.0,26.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
2006-520,Roland Garros,Clay,128,G,20060529,57,103720,14.0,,Lleyton Hewitt,R,180.0,AUS,25.2566735113,14.0,1580.0,103401,,,Jan Hernych,R,190.0,CZE,26.893908282,96.0,435.0,7-6(5) 3-6 6-2 6-0,5,R128,171.0,4.0,1.0,137.0,88.0,51.0,26.0,17.0,5.0,10.0,4.0,4.0,119.0,74.0,42.0,19.0,18.0,5.0,14.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
