tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,hand_r,hand_l,surface_clay,surface_hard,surface_carpet,surface_grass,round_RR,round_R128,round_R64,round_R32,round_R16,round_QF,round_SF,round_F
2006-540,Wimbledon,Grass,128,G,20060626,72,104339,7.0,,Mario Ancic,R,196.0,CRO,22.2395619439,10.0,1885.0,102106,,,Davide Sanguinetti,R,188.0,ITA,33.8343600274,69.0,585.0,6-4 6-2 6-1,5,R64,101.0,12.0,0.0,67.0,41.0,33.0,18.0,13.0,1.0,2.0,1.0,2.0,80.0,49.0,28.0,11.0,12.0,6.0,12.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,73,103900,4.0,,David Nalbandian,R,180.0,ARG,24.4818617385,3.0,3360.0,103096,,,Arnaud Clement,R,173.0,FRA,28.5229295003,57.0,662.0,6-4 6-4 6-3,5,R64,115.0,4.0,2.0,86.0,51.0,41.0,17.0,14.0,5.0,6.0,10.0,3.0,93.0,57.0,43.0,11.0,15.0,3.0,8.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,74,104269,28.0,,Fernando Verdasco,L,188.0,ESP,22.6119096509,30.0,1045.0,103794,,Q,Benjamin Becker,R,178.0,GER,25.0266940452,161.0,256.0,6-4 6-7(7) 4-6 6-3 9-7,5,R64,202.0,16.0,3.0,163.0,113.0,89.0,34.0,29.0,2.0,4.0,22.0,7.0,154.0,92.0,76.0,36.0,28.0,3.0,7.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,75,103507,24.0,,Juan Carlos Ferrero,R,183.0,ESP,26.3682409309,28.0,1130.0,104056,,Q,Roko Karanusic,R,183.0,CRO,23.8056125941,163.0,253.0,6-3 7-6(4) 6-3,5,R64,110.0,3.0,1.0,104.0,66.0,47.0,27.0,16.0,4.0,4.0,9.0,0.0,83.0,60.0,47.0,11.0,14.0,5.0,7.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,76,103285,14.0,,Radek Stepanek,R,185.0,CZE,27.5783709788,13.0,1710.0,103598,,,Xavier Malisse,R,185.0,BEL,25.9356605065,43.0,826.0,6-3 6-7(4) 7-5 6-1,5,R64,145.0,5.0,2.0,124.0,84.0,59.0,23.0,21.0,4.0,6.0,6.0,2.0,111.0,79.0,47.0,19.0,19.0,6.0,12.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,77,102035,,,Jonas Bjorkman,R,183.0,SWE,34.2587268994,59.0,638.0,104160,,,Lukas Dlouhy,R,185.0,CZE,23.2142368241,84.0,475.0,6-3 6-4 4-6 1-6 6-4,5,R64,183.0,5.0,7.0,141.0,90.0,60.0,22.0,23.0,5.0,13.0,9.0,7.0,145.0,100.0,62.0,19.0,23.0,11.0,19.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,78,103110,,,Daniele Bracciali,R,180.0,ITA,28.4572210815,54.0,699.0,102999,,Q,Stefano Galvani,R,178.0,ITA,29.0622861054,141.0,308.0,6-3 6-7(3) 6-3 6-4,5,R64,159.0,29.0,1.0,130.0,75.0,58.0,31.0,21.0,5.0,7.0,6.0,5.0,115.0,68.0,50.0,21.0,19.0,3.0,8.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,79,103018,,,Max Mirnyi,R,196.0,BLR,28.9719370294,53.0,710.0,102882,,WC,Mark Philippoussis,R,196.0,AUS,29.6317590691,210.0,184.0,7-6(6) 6-4 6-7(5) 6-3,5,R64,196.0,21.0,3.0,157.0,102.0,80.0,28.0,22.0,9.0,10.0,26.0,6.0,132.0,86.0,69.0,21.0,21.0,5.0,8.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,80,103484,8.0,,James Blake,R,185.0,USA,26.4941820671,7.0,2085.0,104499,,,Jimmy Wang,R,178.0,TPE,21.3771389459,99.0,431.0,6-4 6-2 4-6 6-2,5,R64,134.0,11.0,4.0,131.0,84.0,63.0,23.0,18.0,20.0,21.0,4.0,4.0,127.0,77.0,51.0,22.0,18.0,13.0,18.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,81,103720,6.0,,Lleyton Hewitt,R,180.0,AUS,25.3333333333,9.0,1900.0,102703,,,Hyung Taik Lee,R,180.0,KOR,30.4777549624,102.0,422.0,6-7(4) 6-2 7-6(6) 6-7(5) 6-4,5,R64,237.0,19.0,6.0,185.0,103.0,78.0,41.0,27.0,8.0,11.0,13.0,4.0,193.0,128.0,86.0,34.0,27.0,14.0,20.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,82,103694,26.0,,Olivier Rochus,R,168.0,BEL,25.4346338125,29.0,1120.0,102720,,,Tomas Zib,R,178.0,CZE,30.4010951403,126.0,352.0,6-1 6-1 6-0,5,R64,89.0,7.0,1.0,62.0,42.0,33.0,13.0,10.0,3.0,3.0,5.0,3.0,89.0,51.0,25.0,13.0,10.0,7.0,15.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,83,103970,23.0,,David Ferrer,R,175.0,ESP,24.2327173169,19.0,1330.0,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,23.06091718,91.0,453.0,7-6(2) 7-5 6-3,5,R64,150.0,3.0,7.0,90.0,52.0,42.0,23.0,17.0,1.0,3.0,6.0,4.0,126.0,81.0,56.0,15.0,16.0,13.0,17.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,84,103602,10.0,,Fernando Gonzalez,R,183.0,CHI,25.9082819986,11.0,1755.0,103498,,,Marat Safin,R,193.0,RUS,26.4120465435,87.0,465.0,4-6 6-7(4) 6-4 6-4 6-4,5,R64,202.0,18.0,0.0,155.0,105.0,81.0,28.0,26.0,4.0,6.0,18.0,4.0,180.0,126.0,92.0,28.0,26.0,9.0,13.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,85,103206,15.0,,Sebastien Grosjean,R,175.0,FRA,28.076659822,26.0,1180.0,102965,,WC,Jamie Delgado,R,178.0,GBR,29.2648870637,447.0,61.0,6-3 3-6 6-2 6-3,5,R64,133.0,9.0,7.0,102.0,59.0,45.0,22.0,18.0,3.0,6.0,10.0,7.0,118.0,70.0,45.0,19.0,17.0,7.0,13.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,86,104571,18.0,,Marcos Baghdatis,R,183.0,CYP,21.0239561944,16.0,1494.0,102318,,WC,Andrei Pavel,R,183.0,ROU,32.4106776181,79.0,499.0,3-0 RET,5,R64,19.0,1.0,0.0,11.0,4.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,8.0,2.0,1.0,0.0,1.0,1.0,2.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,87,104918,,,Andy Murray,R,190.0,GBR,19.1156741958,44.0,826.0,103898,,,Julien Benneteau,R,185.0,FRA,24.514715948,55.0,682.0,7-6(5) 6-4 4-6 6-1,5,R64,173.0,8.0,1.0,121.0,61.0,42.0,34.0,19.0,6.0,10.0,8.0,10.0,140.0,89.0,57.0,21.0,20.0,7.0,14.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,88,104053,3.0,,Andy Roddick,R,188.0,USA,23.8220396988,5.0,2430.0,104252,,,Florian Mayer,R,190.0,GER,22.7241615332,63.0,618.0,6-4 6-1 6-2,5,R64,69.0,12.0,0.0,64.0,45.0,39.0,13.0,13.0,0.0,0.0,6.0,0.0,68.0,49.0,30.0,8.0,12.0,2.0,7.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,89,103344,5.0,,Ivan Ljubicic,R,193.0,CRO,27.2717316906,4.0,3055.0,102925,,,Justin Gimelstob,R,196.0,USA,29.4127310062,95.0,436.0,6-3 7-6(1) 7-5,5,R64,157.0,16.0,3.0,103.0,73.0,56.0,18.0,16.0,2.0,2.0,17.0,6.0,131.0,70.0,52.0,29.0,17.0,16.0,19.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,90,104098,27.0,,Dmitry Tursunov,R,185.0,RUS,23.537303217,31.0,980.0,103252,,,Alberto Martin,R,175.0,ESP,27.8494182067,51.0,734.0,6-1 7-5 6-4,5,R64,104.0,11.0,5.0,85.0,55.0,47.0,18.0,15.0,5.0,5.0,3.0,3.0,92.0,57.0,35.0,19.0,14.0,11.0,15.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,91,103813,22.0,,Jarkko Nieminen,L,185.0,FIN,24.9253935661,18.0,1390.0,103114,,WC,Martin Lee,L,180.0,GBR,28.4490075291,252.0,149.0,6-4 6-0 6-3,5,R64,85.0,2.0,5.0,75.0,48.0,38.0,16.0,12.0,1.0,1.0,6.0,3.0,86.0,46.0,26.0,17.0,13.0,3.0,9.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,92,104259,,,Philipp Kohlschreiber,R,178.0,GER,22.6940451745,88.0,459.0,104268,,Q,Alejandro Falla,L,185.0,COL,22.6146475017,127.0,343.0,6-4 6-4 3-6 7-6(1),5,R64,152.0,11.0,5.0,125.0,76.0,63.0,29.0,20.0,5.0,6.0,4.0,1.0,128.0,86.0,66.0,21.0,21.0,4.0,6.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,93,103789,,Q,Irakli Labadze,L,188.0,GEO,25.0458590007,166.0,249.0,103292,16.0,,Gaston Gaudio,R,175.0,ARG,27.5455167693,12.0,1745.0,6-4 6-2 6-3,5,R64,87.0,14.0,5.0,72.0,47.0,39.0,15.0,13.0,4.0,5.0,6.0,4.0,82.0,51.0,30.0,13.0,14.0,4.0,10.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,94,103888,,,Mardy Fish,R,188.0,USA,24.5448323066,86.0,471.0,103369,,,Melle Van Gemerden,R,183.0,NED,27.1321013005,106.0,404.0,6-2 6-0 6-1,5,R64,82.0,12.0,3.0,62.0,35.0,31.0,17.0,11.0,0.0,0.0,2.0,10.0,64.0,34.0,19.0,9.0,10.0,5.0,12.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,95,101736,25.0,,Andre Agassi,R,180.0,USA,36.1587953457,20.0,1330.0,104312,,,Andreas Seppi,R,190.0,ITA,22.3436002738,68.0,590.0,6-4 7-6(2) 6-4,5,R64,143.0,9.0,4.0,121.0,72.0,54.0,24.0,16.0,7.0,8.0,10.0,3.0,107.0,57.0,38.0,26.0,16.0,7.0,10.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,96,104745,2.0,,Rafael Nadal,L,185.0,ESP,20.0629705681,2.0,4545.0,103470,,Q,Robert Kendrick,R,190.0,USA,26.6119096509,237.0,163.0,6-7(4) 3-6 7-6(2) 7-5 6-4,5,R64,226.0,7.0,3.0,152.0,115.0,93.0,24.0,27.0,1.0,2.0,32.0,8.0,171.0,111.0,90.0,30.0,28.0,7.0,9.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,97,103819,1.0,,Roger Federer,R,185.0,SUI,24.8815879535,1.0,7260.0,103917,,,Nicolas Mahut,R,190.0,FRA,24.4271047228,77.0,530.0,6-3 7-6(2) 6-4,5,R32,125.0,7.0,1.0,93.0,60.0,43.0,26.0,16.0,1.0,2.0,10.0,5.0,96.0,58.0,40.0,19.0,15.0,5.0,8.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,98,104607,13.0,,Tomas Berdych,R,196.0,CZE,20.772073922,14.0,1635.0,103163,19.0,,Tommy Haas,R,188.0,GER,28.2299794661,24.0,1250.0,2-6 7-5 7-6(7) 4-6 8-6,5,R32,215.0,17.0,5.0,172.0,113.0,79.0,34.0,28.0,2.0,7.0,24.0,8.0,166.0,93.0,74.0,41.0,28.0,2.0,6.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,99,104925,,,Novak Djokovic,R,188.0,SRB,19.0965092402,39.0,841.0,104022,,,Mikhail Youzhny,R,183.0,RUS,24.0027378508,41.0,830.0,4-6 6-2 6-3 6-3,5,R32,156.0,7.0,3.0,111.0,71.0,56.0,22.0,18.0,4.0,5.0,6.0,2.0,98.0,63.0,41.0,20.0,18.0,1.0,6.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,100,104339,7.0,,Mario Ancic,R,196.0,CRO,22.2395619439,10.0,1885.0,104527,,,Stanislas Wawrinka,R,183.0,SUI,21.2457221081,67.0,598.0,7-6(5) 6-7(5) 6-1 6-3,5,R32,199.0,14.0,6.0,138.0,87.0,73.0,24.0,20.0,5.0,5.0,2.0,7.0,145.0,81.0,58.0,32.0,20.0,11.0,15.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,101,104269,28.0,,Fernando Verdasco,L,188.0,ESP,22.6119096509,30.0,1045.0,103900,4.0,,David Nalbandian,R,180.0,ARG,24.4818617385,3.0,3360.0,7-6(9) 7-6(9) 6-2,5,R32,167.0,3.0,3.0,131.0,95.0,68.0,23.0,16.0,18.0,19.0,8.0,4.0,135.0,79.0,54.0,32.0,16.0,8.0,11.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,102,103285,14.0,,Radek Stepanek,R,185.0,CZE,27.5783709788,13.0,1710.0,103507,24.0,,Juan Carlos Ferrero,R,183.0,ESP,26.3682409309,28.0,1130.0,5-7 6-7(3) 6-4 6-2 11-9,5,R32,243.0,34.0,7.0,182.0,108.0,85.0,47.0,31.0,8.0,10.0,17.0,0.0,165.0,113.0,85.0,33.0,31.0,4.0,9.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,103,102035,,,Jonas Bjorkman,R,183.0,SWE,34.2587268994,59.0,638.0,103110,,,Daniele Bracciali,R,180.0,ITA,28.4572210815,54.0,699.0,7-5 6-2 6-1,5,R32,112.0,4.0,1.0,89.0,69.0,53.0,11.0,14.0,3.0,4.0,5.0,6.0,94.0,59.0,35.0,14.0,13.0,9.0,15.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,104,103018,,,Max Mirnyi,R,196.0,BLR,28.9719370294,53.0,710.0,103484,8.0,,James Blake,R,185.0,USA,26.4941820671,7.0,2085.0,6-4 3-6 4-6 6-1 6-0,5,R32,166.0,16.0,2.0,135.0,89.0,64.0,22.0,21.0,9.0,13.0,6.0,6.0,128.0,78.0,54.0,18.0,21.0,7.0,15.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,105,103720,6.0,,Lleyton Hewitt,R,180.0,AUS,25.3333333333,9.0,1900.0,103694,26.0,,Olivier Rochus,R,168.0,BEL,25.4346338125,29.0,1120.0,6-1 6-4 6-4,5,R32,119.0,15.0,5.0,77.0,36.0,31.0,25.0,14.0,1.0,2.0,4.0,4.0,100.0,63.0,40.0,16.0,13.0,8.0,13.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,106,103970,23.0,,David Ferrer,R,175.0,ESP,24.2327173169,19.0,1330.0,103602,10.0,,Fernando Gonzalez,R,183.0,CHI,25.9082819986,11.0,1755.0,4-6 2-6 6-2 6-3 6-4,5,R32,175.0,11.0,6.0,128.0,91.0,65.0,23.0,23.0,2.0,7.0,5.0,12.0,131.0,78.0,57.0,21.0,22.0,7.0,13.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,107,104571,18.0,,Marcos Baghdatis,R,183.0,CYP,21.0239561944,16.0,1494.0,103206,15.0,,Sebastien Grosjean,R,175.0,FRA,28.076659822,26.0,1180.0,4-6 6-4 6-4 6-1,5,R32,156.0,8.0,3.0,120.0,67.0,51.0,24.0,19.0,4.0,9.0,13.0,7.0,111.0,72.0,47.0,13.0,18.0,7.0,15.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,108,104918,,,Andy Murray,R,190.0,GBR,19.1156741958,44.0,826.0,104053,3.0,,Andy Roddick,R,188.0,USA,23.8220396988,5.0,2430.0,7-6(4) 6-4 6-4,5,R32,151.0,6.0,1.0,115.0,61.0,45.0,34.0,16.0,11.0,12.0,21.0,3.0,113.0,78.0,57.0,14.0,16.0,9.0,12.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,109,104098,27.0,,Dmitry Tursunov,R,185.0,RUS,23.537303217,31.0,980.0,103344,5.0,,Ivan Ljubicic,R,193.0,CRO,27.2717316906,4.0,3055.0,5-7 4-6 6-1 7-6(6) 6-2,5,R32,225.0,19.0,6.0,149.0,78.0,66.0,38.0,24.0,4.0,7.0,24.0,10.0,161.0,96.0,71.0,30.0,25.0,6.0,12.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,110,103813,22.0,,Jarkko Nieminen,L,185.0,FIN,24.9253935661,18.0,1390.0,104259,,,Philipp Kohlschreiber,R,178.0,GER,22.6940451745,88.0,459.0,1-6 6-2 6-3 7-6(4),5,R32,133.0,6.0,2.0,106.0,68.0,49.0,20.0,18.0,1.0,5.0,6.0,2.0,112.0,63.0,42.0,27.0,18.0,6.0,11.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,111,103789,,Q,Irakli Labadze,L,188.0,GEO,25.0458590007,166.0,249.0,103888,,,Mardy Fish,R,188.0,USA,24.5448323066,86.0,471.0,6-2 RET,5,R32,26.0,6.0,1.0,23.0,12.0,10.0,7.0,4.0,0.0,0.0,3.0,3.0,25.0,11.0,9.0,4.0,4.0,1.0,3.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,112,104745,2.0,,Rafael Nadal,L,185.0,ESP,20.0629705681,2.0,4545.0,101736,25.0,,Andre Agassi,R,180.0,USA,36.1587953457,20.0,1330.0,7-6(5) 6-2 6-4,5,R32,134.0,18.0,2.0,79.0,56.0,49.0,15.0,15.0,0.0,0.0,7.0,2.0,108.0,63.0,45.0,22.0,15.0,8.0,11.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,113,103819,1.0,,Roger Federer,R,185.0,SUI,24.8815879535,1.0,7260.0,104607,13.0,,Tomas Berdych,R,196.0,CZE,20.772073922,14.0,1635.0,6-3 6-3 6-4,5,R16,83.0,21.0,1.0,72.0,49.0,41.0,17.0,14.0,1.0,1.0,1.0,3.0,84.0,57.0,36.0,13.0,14.0,3.0,7.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,114,104339,7.0,,Mario Ancic,R,196.0,CRO,22.2395619439,10.0,1885.0,104925,,,Novak Djokovic,R,188.0,SRB,19.0965092402,39.0,841.0,6-4 4-6 4-6 7-5 6-3,5,R16,204.0,31.0,6.0,138.0,81.0,69.0,32.0,26.0,1.0,3.0,11.0,5.0,132.0,86.0,70.0,25.0,25.0,5.0,8.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,115,103285,14.0,,Radek Stepanek,R,185.0,CZE,27.5783709788,13.0,1710.0,104269,28.0,,Fernando Verdasco,L,188.0,ESP,22.6119096509,30.0,1045.0,6-7(4) 6-3 4-6 6-4 6-2,5,R16,215.0,21.0,9.0,150.0,93.0,70.0,34.0,25.0,10.0,13.0,7.0,8.0,164.0,126.0,85.0,16.0,24.0,9.0,15.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,116,102035,,,Jonas Bjorkman,R,183.0,SWE,34.2587268994,59.0,638.0,103018,,,Max Mirnyi,R,196.0,BLR,28.9719370294,53.0,710.0,6-3 7-6(6) 4-6 2-6 6-3,5,R16,222.0,8.0,7.0,166.0,105.0,78.0,31.0,25.0,6.0,10.0,17.0,5.0,153.0,99.0,73.0,28.0,23.0,8.0,11.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,117,103720,6.0,,Lleyton Hewitt,R,180.0,AUS,25.3333333333,9.0,1900.0,103970,23.0,,David Ferrer,R,175.0,ESP,24.2327173169,19.0,1330.0,6-4 6-4 4-6 7-5,5,R16,170.0,11.0,5.0,123.0,71.0,57.0,25.0,21.0,8.0,12.0,5.0,4.0,127.0,81.0,56.0,21.0,21.0,6.0,12.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,118,104571,18.0,,Marcos Baghdatis,R,183.0,CYP,21.0239561944,16.0,1494.0,104918,,,Andy Murray,R,190.0,GBR,19.1156741958,44.0,826.0,6-3 6-4 7-6(2),5,R16,113.0,7.0,1.0,92.0,60.0,47.0,21.0,16.0,3.0,4.0,8.0,7.0,91.0,48.0,36.0,20.0,15.0,2.0,5.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,119,103813,22.0,,Jarkko Nieminen,L,185.0,FIN,24.9253935661,18.0,1390.0,104098,27.0,,Dmitry Tursunov,R,185.0,RUS,23.537303217,31.0,980.0,7-5 6-4 6-7(2) 6-7(6) 9-7,5,R16,241.0,9.0,5.0,198.0,122.0,91.0,46.0,31.0,8.0,10.0,21.0,3.0,186.0,109.0,85.0,42.0,31.0,5.0,10.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,120,104745,2.0,,Rafael Nadal,L,185.0,ESP,20.0629705681,2.0,4545.0,103789,,Q,Irakli Labadze,L,188.0,GEO,25.0458590007,166.0,249.0,6-3 7-6(4) 6-3,5,R16,132.0,7.0,0.0,85.0,54.0,43.0,26.0,16.0,0.0,0.0,8.0,7.0,102.0,60.0,42.0,23.0,14.0,4.0,6.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2006-540,Wimbledon,Grass,128,G,20060626,121,103819,1.0,,Roger Federer,R,185.0,SUI,24.8815879535,1.0,7260.0,104339,7.0,,Mario Ancic,R,196.0,CRO,22.2395619439,10.0,1885.0,6-4 6-4 6-4,5,QF,107.0,7.0,1.0,87.0,50.0,39.0,24.0,15.0,2.0,3.0,7.0,1.0,80.0,46.0,33.0,18.0,15.0,3.0,7.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2006-540,Wimbledon,Grass,128,G,20060626,122,102035,,,Jonas Bjorkman,R,183.0,SWE,34.2587268994,59.0,638.0,103285,14.0,,Radek Stepanek,R,185.0,CZE,27.5783709788,13.0,1710.0,7-6(3) 4-6 6-7(5) 7-6(7) 6-4,5,QF,243.0,9.0,6.0,176.0,103.0,77.0,40.0,28.0,9.0,15.0,20.0,12.0,179.0,112.0,86.0,30.0,28.0,4.0,10.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2006-540,Wimbledon,Grass,128,G,20060626,123,104571,18.0,,Marcos Baghdatis,R,183.0,CYP,21.0239561944,16.0,1494.0,103720,6.0,,Lleyton Hewitt,R,180.0,AUS,25.3333333333,9.0,1900.0,6-1 5-7 7-6(5) 6-2,5,QF,152.0,20.0,1.0,129.0,75.0,55.0,25.0,20.0,6.0,10.0,6.0,2.0,105.0,63.0,44.0,19.0,19.0,0.0,7.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2006-540,Wimbledon,Grass,128,G,20060626,124,104745,2.0,,Rafael Nadal,L,185.0,ESP,20.0629705681,2.0,4545.0,103813,22.0,,Jarkko Nieminen,L,185.0,FIN,24.9253935661,18.0,1390.0,6-3 6-4 6-4,5,QF,135.0,6.0,2.0,103.0,74.0,56.0,15.0,15.0,2.0,2.0,5.0,2.0,85.0,43.0,34.0,19.0,14.0,6.0,9.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2006-540,Wimbledon,Grass,128,G,20060626,125,103819,1.0,,Roger Federer,R,185.0,SUI,24.8815879535,1.0,7260.0,102035,,,Jonas Bjorkman,R,183.0,SWE,34.2587268994,59.0,638.0,6-2 6-0 6-2,5,SF,77.0,9.0,0.0,59.0,43.0,36.0,10.0,11.0,0.0,0.0,3.0,2.0,64.0,39.0,20.0,10.0,11.0,2.0,9.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
2006-540,Wimbledon,Grass,128,G,20060626,126,104745,2.0,,Rafael Nadal,L,185.0,ESP,20.0629705681,2.0,4545.0,104571,18.0,,Marcos Baghdatis,R,183.0,CYP,21.0239561944,16.0,1494.0,6-1 7-5 6-3,5,SF,147.0,4.0,0.0,103.0,75.0,52.0,16.0,14.0,9.0,9.0,3.0,2.0,89.0,49.0,32.0,19.0,14.0,6.0,11.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2006-540,Wimbledon,Grass,128,G,20060626,127,103819,1.0,,Roger Federer,R,185.0,SUI,24.8815879535,1.0,7260.0,104745,2.0,,Rafael Nadal,L,185.0,ESP,20.0629705681,2.0,4545.0,6-0 7-6(5) 6-7(2) 6-3,5,F,178.0,13.0,1.0,119.0,83.0,64.0,20.0,20.0,1.0,3.0,9.0,3.0,127.0,94.0,64.0,14.0,19.0,4.0,10.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2006-807,Acapulco,Clay,32,A,20060227,1,103035,,Q,Alessio Di Mauro,L,185.0,ITA,28.553045859,113.0,365.0,103909,1.0,,Guillermo Coria,R,175.0,ARG,24.1232032854,7.0,2100.0,6-2 6-4,3,R32,83.0,3.0,1.0,59.0,31.0,25.0,11.0,9.0,5.0,7.0,1.0,16.0,62.0,24.0,19.0,11.0,9.0,1.0,6.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2006-807,Acapulco,Clay,32,A,20060227,2,104081,,,Boris Pashanski,R,180.0,SRB,23.318275154,55.0,682.0,104371,,,Ivo Minar,R,183.0,CZE,21.7713894593,97.0,400.0,2-6 6-3 7-5,3,R32,108.0,11.0,4.0,74.0,49.0,36.0,16.0,14.0,3.0,5.0,10.0,7.0,90.0,45.0,36.0,24.0,15.0,3.0,6.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
