tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2002-481,Copenhagen,0,32,A,20020211,2,103166,,,Vladimir Voltchkov,0,180.0,BLR,23.8494182067,123.0,328.0,102231,,,Alex Calatrava,R,190.0,ESP,28.6625598905,103.0,390.0,7-6(4) 7-6(2),3,3,105.0,16.0,3.0,75.0,40.0,34.0,25.0,12.0,1.0,1.0,10.0,0.0,82.0,52.0,41.0,16.0,12.0,4.0,4.0
2002-481,Copenhagen,0,32,A,20020211,3,103789,,,Irakli Labadze,1,188.0,GEO,20.6762491444,87.0,469.0,103823,,Q,Denis Gremelmayr,L,183.0,GER,20.4900752909,416.0,65.0,6-3 6-3,3,3,60.0,7.0,1.0,49.0,28.0,25.0,12.0,9.0,1.0,1.0,1.0,3.0,59.0,35.0,21.0,12.0,9.0,3.0,6.0
2002-481,Copenhagen,0,32,A,20020211,4,101723,,WC,Magnus Larsson,0,193.0,SWE,31.8850102669,141.0,289.0,104022,5.0,,Mikhail Youzhny,R,183.0,RUS,19.6331279945,60.0,616.0,4-6 6-3 6-4,3,3,138.0,6.0,12.0,101.0,62.0,43.0,13.0,15.0,10.0,16.0,2.0,2.0,102.0,64.0,37.0,15.0,14.0,8.0,15.0
2002-481,Copenhagen,0,32,A,20020211,5,102524,,Q,Neville Godwin,0,173.0,RSA,27.0308008214,130.0,310.0,103017,3.0,,Nicolas Kiefer,R,183.0,GER,24.605065024,44.0,850.0,6-3 3-6 6-4,3,3,120.0,10.0,6.0,86.0,41.0,32.0,17.0,14.0,2.0,7.0,5.0,8.0,103.0,61.0,37.0,18.0,14.0,12.0,18.0
2002-481,Copenhagen,0,32,A,20020211,6,102694,,,Lars Burgsmuller,0,183.0,GER,26.1848049281,93.0,437.0,102921,,,Ota Fukarek,R,190.0,CZE,25.0650239562,106.0,382.0,6-1 6-2,3,3,62.0,1.0,1.0,45.0,29.0,23.0,10.0,8.0,0.0,0.0,4.0,2.0,51.0,32.0,17.0,7.0,7.0,4.0,8.0
2002-481,Copenhagen,0,32,A,20020211,7,102821,,,Cecil Mamiit,0,173.0,PHI,25.6262833676,113.0,362.0,102179,,,Antony Dupuis,R,185.0,FRA,28.9637234771,84.0,480.0,6-0 6-3,3,3,51.0,4.0,3.0,52.0,29.0,24.0,12.0,8.0,2.0,2.0,2.0,1.0,37.0,24.0,12.0,5.0,7.0,1.0,5.0
2002-481,Copenhagen,0,32,A,20020211,8,103420,,,Michal Tabara,0,175.0,CZE,22.5051334702,114.0,361.0,102437,7.0,,Adrian Voinea,R,185.0,ROU,27.5181382615,72.0,531.0,4-6 7-6(10) 6-0,3,3,118.0,6.0,7.0,97.0,55.0,38.0,17.0,14.0,4.0,9.0,7.0,5.0,110.0,46.0,29.0,25.0,14.0,6.0,13.0
2002-481,Copenhagen,0,32,A,20020211,9,103294,8.0,,Christophe Rochus,0,170.0,BEL,23.1594798084,79.0,485.0,103566,,,Michael Llodra,L,190.0,FRA,21.735797399,116.0,350.0,6-3 1-2 RET,3,3,43.0,3.0,2.0,38.0,21.0,18.0,6.0,7.0,1.0,2.0,2.0,3.0,38.0,23.0,16.0,5.0,6.0,3.0,5.0
2002-481,Copenhagen,0,32,A,20020211,10,103285,,Q,Radek Stepanek,0,185.0,CZE,23.2087611225,312.0,105.0,103114,,,Martin Lee,L,180.0,GBR,24.0793976728,102.0,399.0,7-5 6-3,3,3,72.0,5.0,2.0,71.0,44.0,31.0,16.0,11.0,4.0,5.0,0.0,0.0,62.0,43.0,25.0,12.0,10.0,1.0,4.0
2002-481,Copenhagen,0,32,A,20020211,11,102202,,WC,Kenneth Carlsen,1,190.0,DEN,28.8213552361,147.0,269.0,101885,,,Wayne Arthurs,L,190.0,AUS,30.9048596851,89.0,448.0,6-4 6-4,3,3,75.0,6.0,5.0,62.0,35.0,26.0,19.0,10.0,2.0,2.0,9.0,3.0,58.0,30.0,23.0,15.0,10.0,3.0,5.0
2002-481,Copenhagen,0,32,A,20020211,12,102106,4.0,,Davide Sanguinetti,0,188.0,ITA,29.4647501711,55.0,687.0,102607,,,Juan Balcells,R,190.0,ESP,26.6475017112,111.0,373.0,6-7(1) 6-1 6-2,3,3,96.0,7.0,3.0,91.0,45.0,35.0,24.0,14.0,5.0,6.0,3.0,3.0,86.0,51.0,30.0,16.0,13.0,4.0,9.0
2002-481,Copenhagen,0,32,A,20020211,13,103694,,,Olivier Rochus,0,168.0,BEL,21.0650239562,96.0,434.0,103813,6.0,,Jarkko Nieminen,L,185.0,FIN,20.5557837098,61.0,612.0,2-6 6-3 6-1,3,3,87.0,2.0,3.0,67.0,32.0,21.0,21.0,12.0,5.0,8.0,4.0,3.0,79.0,48.0,32.0,10.0,12.0,6.0,11.0
2002-481,Copenhagen,0,32,A,20020211,14,102809,,,Axel Pretzsch,0,185.0,GER,25.6563997262,126.0,319.0,102021,,WC,Michael Chang,R,175.0,USA,29.9712525667,90.0,445.0,6-7(5) 6-1 6-3,3,3,130.0,3.0,6.0,98.0,52.0,37.0,26.0,14.0,2.0,3.0,4.0,1.0,98.0,55.0,32.0,22.0,14.0,11.0,16.0
2002-481,Copenhagen,0,32,A,20020211,15,102730,,,Ivo Heuberger,0,188.0,SUI,25.9794661191,134.0,306.0,102306,,,Michael Kohlmann,R,188.0,GER,28.0848733744,107.0,381.0,6-2 6-4,3,3,64.0,5.0,1.0,51.0,22.0,20.0,18.0,9.0,2.0,2.0,3.0,0.0,50.0,26.0,17.0,14.0,9.0,2.0,5.0
2002-481,Copenhagen,0,32,A,20020211,16,102783,2.0,,Rainer Schuettler,0,180.0,GER,25.7987679671,42.0,880.0,102567,,,George Bastl,R,183.0,SUI,26.8665297741,118.0,343.0,7-6(1) 6-3,3,3,98.0,4.0,5.0,78.0,49.0,35.0,11.0,10.0,7.0,10.0,3.0,3.0,75.0,58.0,33.0,6.0,11.0,4.0,9.0
2002-481,Copenhagen,0,32,A,20020211,17,102562,1.0,,Jiri Novak,0,190.0,CZE,26.893908282,16.0,1646.0,103166,,,Vladimir Voltchkov,R,180.0,BLR,23.8494182067,123.0,328.0,6-4 6-0,3,4,50.0,3.0,0.0,43.0,33.0,28.0,6.0,8.0,1.0,1.0,6.0,2.0,43.0,31.0,20.0,4.0,8.0,5.0,9.0
2002-481,Copenhagen,0,32,A,20020211,18,101723,,WC,Magnus Larsson,0,193.0,SWE,31.8850102669,141.0,289.0,103789,,,Irakli Labadze,L,188.0,GEO,20.6762491444,87.0,469.0,6-1 7-6(2),3,4,81.0,6.0,3.0,67.0,45.0,32.0,12.0,10.0,2.0,4.0,8.0,9.0,72.0,40.0,23.0,15.0,9.0,6.0,10.0
2002-481,Copenhagen,0,32,A,20020211,19,102694,,,Lars Burgsmuller,0,183.0,GER,26.1848049281,93.0,437.0,102524,,Q,Neville Godwin,R,173.0,RSA,27.0308008214,130.0,310.0,6-7(3) 6-0 6-3,3,4,127.0,3.0,6.0,102.0,53.0,35.0,29.0,14.0,3.0,5.0,0.0,4.0,83.0,45.0,22.0,18.0,13.0,2.0,8.0
2002-481,Copenhagen,0,32,A,20020211,20,102821,,,Cecil Mamiit,0,173.0,PHI,25.6262833676,113.0,362.0,103420,,,Michal Tabara,R,175.0,CZE,22.5051334702,114.0,361.0,7-6(6) 6-2,3,4,94.0,1.0,3.0,68.0,39.0,20.0,18.0,10.0,8.0,12.0,1.0,4.0,87.0,40.0,20.0,22.0,10.0,7.0,13.0
2002-481,Copenhagen,0,32,A,20020211,21,103294,8.0,,Christophe Rochus,0,170.0,BEL,23.1594798084,79.0,485.0,103285,,Q,Radek Stepanek,R,185.0,CZE,23.2087611225,312.0,105.0,4-6 7-5 7-6(4),3,4,138.0,1.0,6.0,116.0,64.0,42.0,27.0,17.0,13.0,18.0,14.0,4.0,127.0,61.0,44.0,28.0,17.0,3.0,8.0
2002-481,Copenhagen,0,32,A,20020211,22,102106,4.0,,Davide Sanguinetti,0,188.0,ITA,29.4647501711,55.0,687.0,102202,,WC,Kenneth Carlsen,L,190.0,DEN,28.8213552361,147.0,269.0,6-4 6-7(5) 7-6(9),3,4,176.0,6.0,1.0,125.0,81.0,57.0,26.0,17.0,11.0,14.0,8.0,6.0,130.0,82.0,58.0,21.0,17.0,8.0,12.0
2002-481,Copenhagen,0,32,A,20020211,23,103694,,,Olivier Rochus,0,168.0,BEL,21.0650239562,96.0,434.0,102809,,,Axel Pretzsch,R,185.0,GER,25.6563997262,126.0,319.0,6-2 6-0,3,4,52.0,7.0,1.0,41.0,22.0,18.0,11.0,7.0,1.0,2.0,1.0,6.0,45.0,29.0,11.0,3.0,7.0,2.0,8.0
2002-481,Copenhagen,0,32,A,20020211,24,102783,2.0,,Rainer Schuettler,0,180.0,GER,25.7987679671,42.0,880.0,102730,,,Ivo Heuberger,R,188.0,SUI,25.9794661191,134.0,306.0,7-6(3) 6-4,3,4,107.0,1.0,0.0,67.0,42.0,25.0,19.0,11.0,1.0,3.0,4.0,0.0,83.0,42.0,22.0,25.0,11.0,9.0,12.0
2002-481,Copenhagen,0,32,A,20020211,25,101723,,WC,Magnus Larsson,0,193.0,SWE,31.8850102669,141.0,289.0,102562,1.0,,Jiri Novak,R,190.0,CZE,26.893908282,16.0,1646.0,6-3 6-2,3,5,57.0,9.0,4.0,58.0,41.0,36.0,8.0,9.0,5.0,5.0,3.0,1.0,46.0,28.0,18.0,8.0,8.0,1.0,4.0
2002-481,Copenhagen,0,32,A,20020211,26,102694,,,Lars Burgsmuller,0,183.0,GER,26.1848049281,93.0,437.0,102821,,,Cecil Mamiit,R,173.0,PHI,25.6262833676,113.0,362.0,6-3 6-0,3,5,61.0,1.0,1.0,45.0,26.0,19.0,13.0,7.0,1.0,1.0,0.0,4.0,48.0,29.0,15.0,7.0,8.0,4.0,9.0
2002-481,Copenhagen,0,32,A,20020211,27,102106,4.0,,Davide Sanguinetti,0,188.0,ITA,29.4647501711,55.0,687.0,103294,8.0,,Christophe Rochus,R,170.0,BEL,23.1594798084,79.0,485.0,6-2 7-6(2),3,5,86.0,3.0,1.0,77.0,41.0,30.0,18.0,10.0,4.0,5.0,1.0,6.0,68.0,29.0,19.0,21.0,10.0,1.0,4.0
2002-481,Copenhagen,0,32,A,20020211,28,103694,,,Olivier Rochus,0,168.0,BEL,21.0650239562,96.0,434.0,102783,2.0,,Rainer Schuettler,R,180.0,GER,25.7987679671,42.0,880.0,6-4 2-6 7-5,3,5,126.0,0.0,2.0,88.0,52.0,27.0,18.0,15.0,7.0,15.0,8.0,1.0,92.0,61.0,38.0,8.0,15.0,6.0,14.0
2002-481,Copenhagen,0,32,A,20020211,29,102694,,,Lars Burgsmuller,0,183.0,GER,26.1848049281,93.0,437.0,101723,,WC,Magnus Larsson,R,193.0,SWE,31.8850102669,141.0,289.0,6-4 5-7 7-6(2),3,6,143.0,4.0,4.0,104.0,59.0,46.0,22.0,17.0,2.0,5.0,9.0,10.0,120.0,78.0,55.0,19.0,17.0,14.0,17.0
2002-481,Copenhagen,0,32,A,20020211,30,103694,,,Olivier Rochus,0,168.0,BEL,21.0650239562,96.0,434.0,102106,4.0,,Davide Sanguinetti,R,188.0,ITA,29.4647501711,55.0,687.0,2-6 6-0 6-4,3,6,105.0,0.0,4.0,75.0,38.0,25.0,19.0,12.0,2.0,6.0,8.0,4.0,79.0,39.0,22.0,17.0,12.0,5.0,11.0
2002-481,Copenhagen,0,32,A,20020211,31,102694,,,Lars Burgsmuller,0,183.0,GER,26.1848049281,93.0,437.0,103694,,,Olivier Rochus,R,168.0,BEL,21.0650239562,96.0,434.0,6-3 6-3,3,7,65.0,5.0,0.0,47.0,30.0,26.0,11.0,9.0,1.0,1.0,1.0,3.0,54.0,29.0,18.0,14.0,9.0,4.0,7.0
2002-717,Houston,1,32,A,20020422,1,103163,1.0,,Tommy Haas,0,188.0,GER,24.052019165,7.0,2525.0,103297,,WC,Alex Kim,R,175.0,USA,23.3374401095,152.0,265.0,6-2 6-4,3,3,65.0,5.0,1.0,50.0,30.0,25.0,10.0,9.0,2.0,3.0,1.0,3.0,53.0,33.0,17.0,12.0,9.0,5.0,9.0
2002-717,Houston,1,32,A,20020422,2,101885,,,Wayne Arthurs,1,190.0,AUS,31.0965092402,94.0,418.0,103758,,,Taylor Dent,R,188.0,USA,20.9938398357,104.0,376.0,6-4 6-2,3,3,64.0,13.0,1.0,62.0,39.0,33.0,10.0,9.0,4.0,4.0,3.0,3.0,63.0,37.0,24.0,11.0,9.0,7.0,10.0
2002-717,Houston,1,32,A,20020422,3,103909,,,Guillermo Coria,0,175.0,ARG,20.2710472279,198.0,185.0,102192,,Q,Luis Adrian Morejon,R,178.0,ECU,29.067761807,409.0,68.0,6-0 6-3,3,3,68.0,1.0,0.0,57.0,37.0,24.0,11.0,8.0,3.0,4.0,0.0,2.0,47.0,31.0,15.0,5.0,7.0,4.0,9.0
2002-717,Houston,1,32,A,20020422,4,103581,,,Flavio Saretta,0,183.0,BRA,21.8151950719,80.0,492.0,101965,6.0,,Wayne Ferreira,R,185.0,RSA,30.6009582478,45.0,820.0,6-4 7-5,3,3,88.0,6.0,2.0,63.0,29.0,24.0,19.0,11.0,1.0,2.0,5.0,2.0,68.0,33.0,24.0,17.0,11.0,5.0,8.0
2002-717,Houston,1,32,A,20020422,5,104053,3.0,,Andy Roddick,0,188.0,USA,19.6440793977,13.0,1845.0,103188,,,Michael Russell,R,173.0,USA,23.9753593429,97.0,395.0,6-1 6-2,3,3,50.0,10.0,2.0,44.0,28.0,25.0,8.0,8.0,3.0,3.0,3.0,1.0,44.0,33.0,18.0,4.0,7.0,1.0,5.0
2002-717,Houston,1,32,A,20020422,6,102231,,,Alex Calatrava,0,190.0,ESP,28.8542094456,112.0,353.0,103270,,Q,Kristian Capalik,R,188.0,USA,23.5509924709,298.0,105.0,6-2 3-6 6-3,3,3,103.0,11.0,1.0,69.0,47.0,38.0,13.0,13.0,2.0,3.0,6.0,3.0,82.0,54.0,39.0,13.0,13.0,5.0,8.0
2002-717,Houston,1,32,A,20020422,7,102021,,,Michael Chang,0,175.0,USA,30.1629021218,87.0,469.0,102382,,,Julian Knowle,L,188.0,AUT,27.9808350445,102.0,383.0,6-1 6-2,3,3,71.0,2.0,1.0,52.0,31.0,24.0,11.0,8.0,0.0,1.0,1.0,6.0,41.0,29.0,15.0,2.0,7.0,4.0,9.0
2002-717,Houston,1,32,A,20020422,8,103484,5.0,,James Blake,0,185.0,USA,22.3162217659,42.0,852.0,102887,,,Ramon Delgado,R,185.0,PAR,25.4346338125,81.0,490.0,6-2 6-1,3,3,57.0,6.0,1.0,38.0,22.0,19.0,8.0,7.0,2.0,3.0,0.0,3.0,59.0,37.0,16.0,9.0,8.0,5.0,11.0
2002-717,Houston,1,32,A,20020422,9,101774,7.0,,Todd Martin,0,198.0,USA,31.7891854894,46.0,815.0,102715,,Q,Ignacio Hirigoyen,R,183.0,ARG,26.2450376454,322.0,97.0,6-0 6-4,3,3,58.0,5.0,3.0,43.0,19.0,15.0,17.0,8.0,1.0,2.0,2.0,5.0,49.0,31.0,16.0,5.0,8.0,0.0,5.0
2002-717,Houston,1,32,A,20020422,10,103786,,,Nikolay Davydenko,0,178.0,RUS,20.887063655,83.0,475.0,102694,,,Lars Burgsmuller,R,183.0,GER,26.3764544832,78.0,517.0,6-1 6-2,3,3,50.0,2.0,0.0,35.0,21.0,18.0,10.0,7.0,0.0,0.0,4.0,5.0,51.0,27.0,18.0,5.0,8.0,3.0,8.0
2002-717,Houston,1,32,A,20020422,11,103264,,Q,Mariano Puerta,1,180.0,ARG,23.5893223819,210.0,170.0,103114,,,Martin Lee,L,180.0,GBR,24.2710472279,100.0,383.0,6-1 6-2,3,3,56.0,4.0,2.0,48.0,34.0,25.0,10.0,8.0,1.0,1.0,7.0,3.0,47.0,25.0,16.0,6.0,7.0,5.0,9.0
2002-717,Houston,1,32,A,20020422,12,101948,4.0,,Pete Sampras,0,185.0,USA,30.6940451745,14.0,1825.0,102788,,,Jan Vacek,R,198.0,CZE,25.9493497604,79.0,517.0,4-6 6-1 7-5,3,3,124.0,8.0,8.0,96.0,55.0,42.0,21.0,15.0,7.0,9.0,3.0,5.0,96.0,51.0,30.0,25.0,14.0,10.0,14.0
2002-717,Houston,1,32,A,20020422,13,103709,,,Kristian Pless,0,188.0,DEN,21.196440794,72.0,560.0,102998,8.0,,Jan Michael Gambill,R,190.0,USA,24.8843258042,47.0,805.0,2-6 6-2 7-5,3,3,105.0,8.0,6.0,76.0,44.0,33.0,19.0,14.0,3.0,6.0,14.0,4.0,86.0,46.0,29.0,23.0,14.0,2.0,6.0
2002-717,Houston,1,32,A,20020422,14,103174,,,Noam Okun,0,185.0,ISR,24.0164271047,95.0,402.0,102776,,,Andrew Ilie,R,180.0,AUS,26.0095824778,113.0,353.0,6-1 6-4,3,3,82.0,5.0,2.0,74.0,44.0,30.0,15.0,8.0,8.0,9.0,2.0,9.0,64.0,30.0,19.0,12.0,9.0,2.0,7.0
2002-717,Houston,1,32,A,20020422,15,102703,,,Hyung Taik Lee,0,180.0,KOR,26.2997946612,85.0,473.0,103184,,WC,Bob Bryan,L,193.0,USA,23.9808350445,195.0,188.0,6-2 6-3,3,3,67.0,5.0,0.0,56.0,41.0,30.0,12.0,9.0,6.0,6.0,5.0,3.0,64.0,38.0,22.0,13.0,8.0,7.0,10.0
2002-717,Houston,1,32,A,20020422,16,101736,2.0,,Andre Agassi,0,180.0,USA,31.9808350445,10.0,2195.0,104022,,,Mikhail Youzhny,R,183.0,RUS,19.8247775496,75.0,526.0,6-4 3-6 6-4,3,3,135.0,8.0,7.0,85.0,50.0,41.0,14.0,14.0,5.0,8.0,1.0,4.0,126.0,90.0,45.0,24.0,15.0,12.0,16.0
2002-717,Houston,1,32,A,20020422,17,101885,,,Wayne Arthurs,1,190.0,AUS,31.0965092402,94.0,418.0,103163,1.0,,Tommy Haas,R,188.0,GER,24.052019165,7.0,2525.0,3-6 6-3 7-6(4),3,4,124.0,22.0,3.0,101.0,53.0,43.0,28.0,15.0,7.0,8.0,8.0,3.0,85.0,45.0,39.0,26.0,15.0,2.0,3.0
2002-717,Houston,1,32,A,20020422,18,103909,,,Guillermo Coria,0,175.0,ARG,20.2710472279,198.0,185.0,103581,,,Flavio Saretta,R,183.0,BRA,21.8151950719,80.0,492.0,3-6 7-6(3) 6-0,3,4,,3.0,4.0,91.0,64.0,44.0,11.0,14.0,5.0,10.0,2.0,2.0,99.0,56.0,32.0,20.0,13.0,4.0,10.0
2002-717,Houston,1,32,A,20020422,19,104053,3.0,,Andy Roddick,0,188.0,USA,19.6440793977,13.0,1845.0,102231,,,Alex Calatrava,R,190.0,ESP,28.8542094456,112.0,353.0,6-2 6-1,3,4,48.0,4.0,4.0,35.0,22.0,19.0,7.0,7.0,0.0,1.0,5.0,2.0,46.0,24.0,10.0,7.0,8.0,3.0,9.0
2002-717,Houston,1,32,A,20020422,20,103484,5.0,,James Blake,0,185.0,USA,22.3162217659,42.0,852.0,102021,,,Michael Chang,R,175.0,USA,30.1629021218,87.0,469.0,6-1 6-4,3,4,65.0,3.0,0.0,46.0,24.0,20.0,16.0,9.0,0.0,0.0,1.0,1.0,48.0,25.0,16.0,12.0,8.0,2.0,5.0
2002-717,Houston,1,32,A,20020422,21,101774,7.0,,Todd Martin,0,198.0,USA,31.7891854894,46.0,815.0,103786,,,Nikolay Davydenko,R,178.0,RUS,20.887063655,83.0,475.0,7-6(4) 6-3,3,4,92.0,8.0,2.0,60.0,40.0,31.0,11.0,10.0,2.0,4.0,4.0,6.0,71.0,52.0,34.0,8.0,11.0,3.0,7.0
2002-717,Houston,1,32,A,20020422,22,101948,4.0,,Pete Sampras,0,185.0,USA,30.6940451745,14.0,1825.0,103264,,Q,Mariano Puerta,L,180.0,ARG,23.5893223819,210.0,170.0,6-4 6-2,3,4,67.0,16.0,4.0,50.0,33.0,25.0,10.0,9.0,3.0,4.0,1.0,4.0,61.0,34.0,21.0,11.0,9.0,3.0,7.0
2002-717,Houston,1,32,A,20020422,23,103709,,,Kristian Pless,0,188.0,DEN,21.196440794,72.0,560.0,103174,,,Noam Okun,R,185.0,ISR,24.0164271047,95.0,402.0,7-6(5) 4-6 7-5,3,4,144.0,5.0,8.0,105.0,69.0,49.0,16.0,17.0,0.0,4.0,5.0,5.0,125.0,71.0,52.0,22.0,17.0,10.0,14.0
2002-717,Houston,1,32,A,20020422,24,101736,2.0,,Andre Agassi,0,180.0,USA,31.9808350445,10.0,2195.0,102703,,,Hyung Taik Lee,R,180.0,KOR,26.2997946612,85.0,473.0,6-4 7-5,3,4,86.0,4.0,1.0,62.0,31.0,23.0,20.0,11.0,1.0,2.0,4.0,1.0,66.0,35.0,21.0,19.0,11.0,2.0,5.0
2002-717,Houston,1,32,A,20020422,25,103909,,,Guillermo Coria,0,175.0,ARG,20.2710472279,198.0,185.0,101885,,,Wayne Arthurs,L,190.0,AUS,31.0965092402,94.0,418.0,7-6(6) 7-5,3,5,101.0,1.0,0.0,77.0,59.0,43.0,14.0,12.0,2.0,2.0,9.0,8.0,84.0,44.0,38.0,18.0,12.0,4.0,5.0
2002-717,Houston,1,32,A,20020422,26,104053,3.0,,Andy Roddick,0,188.0,USA,19.6440793977,13.0,1845.0,103484,5.0,,James Blake,R,185.0,USA,22.3162217659,42.0,852.0,6-2 6-4,3,5,71.0,10.0,3.0,57.0,37.0,27.0,12.0,9.0,5.0,6.0,5.0,1.0,69.0,40.0,29.0,8.0,9.0,7.0,11.0
2002-717,Houston,1,32,A,20020422,27,101948,4.0,,Pete Sampras,0,185.0,USA,30.6940451745,14.0,1825.0,101774,7.0,,Todd Martin,R,198.0,USA,31.7891854894,46.0,815.0,6-2 7-6(3),3,5,87.0,13.0,2.0,60.0,34.0,32.0,15.0,10.0,2.0,2.0,8.0,3.0,68.0,38.0,25.0,18.0,10.0,3.0,5.0
2002-717,Houston,1,32,A,20020422,28,101736,2.0,,Andre Agassi,0,180.0,USA,31.9808350445,10.0,2195.0,103709,,,Kristian Pless,R,188.0,DEN,21.196440794,72.0,560.0,6-3 6-3,3,5,65.0,0.0,1.0,51.0,28.0,21.0,13.0,9.0,0.0,1.0,5.0,1.0,57.0,36.0,21.0,10.0,9.0,3.0,7.0
2002-717,Houston,1,32,A,20020422,29,104053,3.0,,Andy Roddick,0,188.0,USA,19.6440793977,13.0,1845.0,103909,,,Guillermo Coria,R,175.0,ARG,20.2710472279,198.0,185.0,6-3 2-6 6-2,3,6,105.0,12.0,8.0,102.0,57.0,39.0,21.0,13.0,8.0,11.0,5.0,1.0,72.0,53.0,32.0,10.0,12.0,5.0,9.0
2002-717,Houston,1,32,A,20020422,30,101948,4.0,,Pete Sampras,0,185.0,USA,30.6940451745,14.0,1825.0,101736,2.0,,Andre Agassi,R,180.0,USA,31.9808350445,10.0,2195.0,6-1 7-5,3,6,80.0,11.0,3.0,67.0,36.0,31.0,15.0,10.0,2.0,2.0,4.0,3.0,53.0,28.0,19.0,11.0,9.0,3.0,6.0
2002-717,Houston,1,32,A,20020422,31,104053,3.0,,Andy Roddick,0,188.0,USA,19.6440793977,13.0,1845.0,101948,4.0,,Pete Sampras,R,185.0,USA,30.6940451745,14.0,1825.0,7-6(9) 6-3,3,7,87.0,13.0,1.0,63.0,34.0,31.0,21.0,11.0,1.0,1.0,12.0,2.0,70.0,48.0,37.0,11.0,10.0,1.0,2.0
2002-438,Moscow,2,32,A,20020930,1,103498,1.0,,Marat Safin,0,193.0,RUS,22.674880219,4.0,2580.0,101897,,,Fernando Meligeni,L,180.0,BRA,31.4688569473,71.0,556.0,6-4 7-6(4),3,3,79.0,8.0,0.0,63.0,44.0,35.0,10.0,11.0,0.0,1.0,4.0,4.0,78.0,47.0,30.0,18.0,11.0,2.0,4.0
2002-438,Moscow,2,32,A,20020930,2,102987,,,Andre Sa,0,185.0,BRA,25.401779603,65.0,606.0,103356,,,Michel Kratochvil,R,185.0,SUI,23.4825462012,41.0,840.0,3-6 7-5 6-4,3,3,125.0,5.0,5.0,101.0,54.0,37.0,25.0,15.0,5.0,8.0,2.0,5.0,100.0,60.0,39.0,22.0,16.0,3.0,7.0
2002-438,Moscow,2,32,A,20020930,3,103813,,,Jarkko Nieminen,1,185.0,FIN,21.1882272416,35.0,931.0,102701,,,Marcelo Rios,L,175.0,CHI,26.7624914442,25.0,1285.0,7-6(5) 3-6 7-6(4),3,3,145.0,3.0,6.0,111.0,58.0,42.0,27.0,16.0,3.0,7.0,17.0,8.0,145.0,80.0,56.0,29.0,17.0,14.0,17.0
2002-438,Moscow,2,32,A,20020930,4,103819,5.0,,Roger Federer,0,185.0,SUI,21.144421629,13.0,1925.0,103350,,WC,Denis Golovanov,L,188.0,RUS,23.5126625599,167.0,220.0,6-0 6-1,3,3,37.0,4.0,1.0,38.0,28.0,23.0,6.0,7.0,0.0,0.0,1.0,0.0,36.0,19.0,10.0,4.0,6.0,1.0,6.0
2002-438,Moscow,2,32,A,20020930,5,102562,4.0,,Jiri Novak,0,190.0,CZE,27.5263518138,12.0,1965.0,104022,,,Mikhail Youzhny,R,183.0,RUS,20.2655715264,45.0,773.0,6-4 3-6 6-3,3,3,98.0,4.0,4.0,75.0,43.0,34.0,14.0,14.0,0.0,3.0,2.0,2.0,90.0,58.0,37.0,15.0,14.0,6.0,10.0
2002-438,Moscow,2,32,A,20020930,6,103908,,Q,Paul Henri Mathieu,0,185.0,FRA,20.7145790554,83.0,477.0,103990,,,Tommy Robredo,R,180.0,ESP,20.4161533196,36.0,925.0,6-7(4) 7-5 6-2,3,3,137.0,3.0,4.0,111.0,52.0,37.0,32.0,16.0,7.0,10.0,3.0,9.0,104.0,64.0,44.0,14.0,16.0,2.0,8.0
2002-438,Moscow,2,32,A,20020930,7,102035,,,Jonas Bjorkman,0,183.0,SWE,30.5215605749,47.0,745.0,103018,,,Max Mirnyi,R,196.0,BLR,25.234770705,27.0,1210.0,4-6 7-5 6-2,3,3,113.0,3.0,1.0,84.0,48.0,38.0,22.0,15.0,3.0,5.0,11.0,1.0,90.0,57.0,42.0,16.0,15.0,4.0,8.0
2002-438,Moscow,2,32,A,20020930,8,102783,,,Rainer Schuettler,0,180.0,GER,26.431211499,30.0,1130.0,103900,8.0,,David Nalbandian,R,180.0,ARG,20.7446954141,19.0,1542.0,7-6(6) 6-4,3,3,98.0,3.0,3.0,70.0,38.0,27.0,18.0,11.0,0.0,1.0,1.0,3.0,77.0,40.0,27.0,19.0,11.0,6.0,8.0
2002-438,Moscow,2,32,A,20020930,9,102854,7.0,,Sjeng Schalken,0,193.0,NED,26.0588637919,17.0,1675.0,101820,,Q,Marc Rosset,R,201.0,SUI,31.8959616701,95.0,404.0,3-6 6-3 6-4,3,3,108.0,2.0,2.0,82.0,62.0,42.0,13.0,14.0,4.0,6.0,10.0,5.0,88.0,50.0,39.0,17.0,14.0,3.0,6.0
2002-438,Moscow,2,32,A,20020930,10,101965,,,Wayne Ferreira,0,185.0,RSA,31.0417522245,33.0,1025.0,102950,,,Fernando Vicente,R,180.0,ESP,25.5633127995,52.0,721.0,7-6(8) 6-4,3,3,79.0,13.0,5.0,75.0,36.0,32.0,21.0,11.0,1.0,2.0,4.0,4.0,78.0,54.0,40.0,11.0,11.0,1.0,3.0
