tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_hand_r,winner_hand_l,loser_hand_r,loser_hand_l,surface_clay,surface_hard,surface_carpet,surface_grass,round_RR,round_R128,round_R64,round_R32,round_R16,round_QF,round_SF,round_F,player_1,player_2,player_1_win,player_2_win
2001-580,Australian Open,Hard,128,G,20010115,24,103206,16.0,,Sebastien Grosjean,R,175.0,FRA,22.6338124572,19.0,1340.0,103344,,,Ivan Ljubicic,R,193.0,CRO,21.8288843258,92.0,449.0,6-0 7-6(6) 6-4,5,R128,116.0,6.0,0.0,76.0,46.0,37.0,22.0,14.0,2.0,3.0,10.0,2.0,110.0,61.0,40.0,20.0,14.0,5.0,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103344,103206,False,True
2001-580,Australian Open,Hard,128,G,20010115,25,102644,11.0,,Franco Squillari,L,183.0,ARG,25.401779603,14.0,1598.0,103176,,,David Sanchez,R,183.0,ESP,22.7405886379,85.0,500.0,6-3 6-4 6-2,5,R128,113.0,6.0,8.0,108.0,62.0,44.0,22.0,14.0,10.0,12.0,2.0,1.0,87.0,57.0,33.0,13.0,13.0,4.0,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,102644,103176,True,False
2001-580,Australian Open,Hard,128,G,20010115,26,102110,,,Daniel Nestor,L,190.0,CAN,28.3641341547,218.0,166.0,102456,,,Felix Mantilla,R,180.0,ESP,26.3134839151,100.0,410.0,2-6 6-3 6-2 6-4,5,R128,120.0,14.0,7.0,108.0,57.0,45.0,26.0,18.0,1.0,4.0,7.0,3.0,102.0,76.0,50.0,11.0,17.0,5.0,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,102456,102110,False,True
2001-580,Australian Open,Hard,128,G,20010115,27,102783,,,Rainer Schuettler,R,180.0,GER,24.7255304586,58.0,700.0,103281,,Q,Ladislav Svarc,R,188.0,SVK,22.173853525,250.0,138.0,7-5 4-6 7-6(4) 6-4,5,R128,178.0,5.0,9.0,143.0,94.0,64.0,29.0,22.0,7.0,12.0,7.0,6.0,144.0,83.0,60.0,28.0,22.0,15.0,20.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103281,102783,False,True
2001-580,Australian Open,Hard,128,G,20010115,28,102227,,,Sargis Sargsian,R,180.0,ARM,27.6194387406,95.0,433.0,103162,,WC,Dejan Petrovic,R,,SRB,22.7871321013,269.0,122.0,6-1 1-6 6-0 6-3,5,R128,107.0,5.0,2.0,88.0,56.0,40.0,15.0,14.0,3.0,7.0,12.0,4.0,82.0,41.0,27.0,12.0,15.0,1.0,9.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103162,102227,False,True
2001-580,Australian Open,Hard,128,G,20010115,29,102845,,,Carlos Moya,R,190.0,ESP,24.386036961,42.0,870.0,102701,,,Marcelo Rios,L,175.0,CHI,25.0568104038,23.0,1160.0,6-3 6-3 6-2,5,R128,112.0,7.0,0.0,80.0,40.0,32.0,22.0,13.0,5.0,7.0,2.0,3.0,93.0,52.0,33.0,14.0,13.0,11.0,18.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,102845,102701,True,False
2001-580,Australian Open,Hard,128,G,20010115,30,101820,,,Marc Rosset,R,201.0,SUI,30.1902806297,30.0,1065.0,102652,,,Christian Vinck,L,183.0,GER,25.3689253936,104.0,393.0,6-3 1-6 7-6(3),5,R128,105.0,16.0,8.0,95.0,55.0,43.0,21.0,14.0,3.0,4.0,0.0,1.0,87.0,66.0,40.0,10.0,14.0,4.0,9.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,102652,101820,False,True
2001-580,Australian Open,Hard,128,G,20010115,31,103163,,,Tommy Haas,R,188.0,GER,22.7871321013,20.0,1245.0,103454,,,Nicolas Massu,R,183.0,CHI,21.2676249144,66.0,601.0,6-3 6-1 6-1,5,R128,88.0,7.0,0.0,64.0,37.0,32.0,19.0,11.0,2.0,2.0,6.0,6.0,75.0,34.0,22.0,16.0,12.0,8.0,14.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103454,103163,False,True
2001-580,Australian Open,Hard,128,G,20010115,32,103720,7.0,,Lleyton Hewitt,R,180.0,AUS,19.8904859685,7.0,2560.0,102035,,,Jonas Bjorkman,R,183.0,SWE,28.8158795346,41.0,895.0,7-5 4-6 2-6 6-3 6-2,5,R128,222.0,14.0,4.0,157.0,89.0,64.0,35.0,23.0,6.0,10.0,5.0,5.0,157.0,89.0,60.0,32.0,24.0,6.0,12.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,102035,103720,False,True
2001-580,Australian Open,Hard,128,G,20010115,33,101736,6.0,,Andre Agassi,R,180.0,USA,30.7159479808,6.0,2765.0,103181,,,Jiri Vanek,R,185.0,CZE,22.7296372348,78.0,532.0,6-0 7-5 6-3,5,R128,100.0,7.0,1.0,82.0,60.0,45.0,13.0,14.0,4.0,5.0,12.0,5.0,110.0,58.0,35.0,20.0,13.0,13.0,20.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103181,101736,False,True
2001-580,Australian Open,Hard,128,G,20010115,34,102834,,,Paul Goldstein,R,178.0,USA,24.4490075291,80.0,522.0,102153,,,German Puentes,R,173.0,ESP,28.076659822,91.0,451.0,4-6 6-4 6-2 6-1,5,R128,131.0,1.0,3.0,118.0,76.0,47.0,25.0,17.0,5.0,9.0,2.0,6.0,111.0,73.0,43.0,14.0,18.0,7.0,16.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,102153,102834,False,True
2001-580,Australian Open,Hard,128,G,20010115,35,102821,,,Cecil Mamiit,R,173.0,PHI,24.553045859,125.0,315.0,102805,,,Matthew Breen,R,,AUS,24.5941136208,260.0,131.0,1-6 6-4 4-6 6-3 6-4,5,R128,198.0,15.0,3.0,159.0,101.0,68.0,30.0,23.0,8.0,12.0,5.0,3.0,155.0,81.0,60.0,39.0,23.0,15.0,19.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,102805,102821,False,True
2001-580,Australian Open,Hard,128,G,20010115,36,102184,,,David Prinosil,R,185.0,GER,27.8548939083,39.0,945.0,101843,,,Sergi Bruguera,R,188.0,ESP,29.9986310746,83.0,504.0,7-5 6-1 1-6 2-6 6-1,5,R128,149.0,6.0,3.0,140.0,78.0,51.0,28.0,20.0,10.0,17.0,9.0,7.0,134.0,82.0,57.0,18.0,21.0,7.0,15.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,101843,102184,False,True
2001-580,Australian Open,Hard,128,G,20010115,37,104022,,,Mikhail Youzhny,R,183.0,RUS,18.559890486,113.0,357.0,102831,,,Jacobo Diaz,R,173.0,ESP,24.514715948,115.0,345.0,6-1 6-1 6-4,5,R128,98.0,5.0,2.0,83.0,52.0,38.0,17.0,12.0,5.0,5.0,3.0,3.0,86.0,56.0,35.0,11.0,12.0,6.0,12.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,104022,102831,True,False
2001-580,Australian Open,Hard,128,G,20010115,38,103151,,,Mariano Zabaleta,R,183.0,ARG,22.8802190281,62.0,655.0,101889,,WC,Todd Woodbridge,R,178.0,AUS,29.7905544148,179.0,219.0,6-4 6-2 5-7 2-6 6-4,5,R128,187.0,10.0,9.0,135.0,75.0,59.0,25.0,24.0,1.0,7.0,2.0,5.0,148.0,90.0,62.0,24.0,24.0,8.0,15.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103151,101889,True,False
2001-580,Australian Open,Hard,128,G,20010115,39,102776,,,Andrew Ilie,R,180.0,AUS,24.7446954141,49.0,775.0,103193,,Q,Peter Wessels,R,196.0,NED,22.6940451745,130.0,302.0,6-3 6-4 3-6 6-4,5,R128,126.0,7.0,4.0,117.0,67.0,51.0,27.0,19.0,5.0,8.0,8.0,5.0,116.0,75.0,53.0,18.0,19.0,6.0,11.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,102776,103193,True,False
2001-580,Australian Open,Hard,128,G,20010115,40,103507,9.0,,Juan Carlos Ferrero,R,183.0,ESP,20.9253935661,12.0,1840.0,103553,,WC,Alun Jones,R,180.0,AUS,20.7227926078,400.0,61.0,6-3 7-6(3) 6-2,5,R128,117.0,8.0,2.0,101.0,52.0,37.0,33.0,14.0,6.0,8.0,6.0,3.0,105.0,59.0,38.0,19.0,15.0,6.0,11.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103553,103507,False,True
2001-580,Australian Open,Hard,128,G,20010115,41,101611,13.0,,Cedric Pioline,R,188.0,FRA,31.5865845311,17.0,1485.0,102106,,,Davide Sanguinetti,R,188.0,ITA,28.3915126626,71.0,581.0,7-6(3) 6-4 6-2,5,R128,118.0,11.0,4.0,94.0,53.0,44.0,24.0,15.0,3.0,4.0,4.0,4.0,90.0,47.0,34.0,23.0,15.0,0.0,4.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,102106,101611,False,True
2001-580,Australian Open,Hard,128,G,20010115,42,101792,,,Slava Dosedel,R,183.0,CZE,30.4229979466,72.0,577.0,102287,,,Albert Portas,R,188.0,ESP,27.1676933607,51.0,760.0,7-6(2) 6-2 4-6 3-6 6-3,5,R128,184.0,5.0,8.0,165.0,91.0,64.0,39.0,24.0,14.0,19.0,12.0,8.0,138.0,69.0,57.0,24.0,24.0,6.0,12.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,102287,101792,False,True
2001-580,Australian Open,Hard,128,G,20010115,43,102860,,,Agustin Calleri,R,183.0,ARG,24.3367556468,63.0,638.0,101727,,,Jason Stoltenberg,R,185.0,AUS,30.7843942505,77.0,536.0,7-6(3) 6-4 7-6(1),5,R128,151.0,4.0,6.0,111.0,60.0,49.0,25.0,17.0,3.0,6.0,11.0,2.0,130.0,75.0,51.0,25.0,17.0,6.0,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,101727,102860,False,True
2001-580,Australian Open,Hard,128,G,20010115,44,101774,,,Todd Martin,R,198.0,USA,30.5242984257,54.0,730.0,101647,,,Byron Black,R,175.0,ZIM,31.2772073922,35.0,970.0,7-5 6-4 6-3,5,R128,112.0,10.0,5.0,105.0,69.0,58.0,16.0,16.0,6.0,8.0,1.0,5.0,101.0,58.0,36.0,17.0,15.0,7.0,12.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,101774,101647,True,False
2001-580,Australian Open,Hard,128,G,20010115,45,103428,,,Juan Ignacio Chela,R,190.0,ARG,21.3798767967,64.0,632.0,102863,,WC,Takao Suzuki,R,175.0,JPN,24.3203285421,159.0,244.0,6-3 6-1 6-7(0) 7-6(4),5,R128,164.0,13.0,3.0,133.0,80.0,61.0,26.0,20.0,6.0,8.0,3.0,4.0,154.0,89.0,55.0,33.0,20.0,11.0,17.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103428,102863,True,False
2001-580,Australian Open,Hard,128,G,20010115,46,103248,,,Harel Levy,R,185.0,ISR,22.4476386037,60.0,677.0,102950,,,Fernando Vicente,R,180.0,ESP,23.8576317591,44.0,860.0,4-6 6-3 6-3 6-1,5,R128,108.0,6.0,3.0,101.0,71.0,56.0,18.0,17.0,5.0,6.0,2.0,5.0,106.0,76.0,50.0,14.0,18.0,8.0,13.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103248,102950,True,False
2001-580,Australian Open,Hard,128,G,20010115,47,102539,,,Bohdan Ulihrach,R,188.0,CZE,25.8945927447,57.0,706.0,103166,,,Vladimir Voltchkov,R,180.0,BLR,22.7761806982,37.0,945.0,4-6 7-5 6-3 6-2,5,R128,144.0,6.0,6.0,125.0,87.0,63.0,21.0,19.0,4.0,5.0,9.0,8.0,123.0,78.0,49.0,26.0,20.0,6.0,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,102539,103166,True,False
2001-580,Australian Open,Hard,128,G,20010115,48,101948,3.0,,Pete Sampras,R,185.0,USA,29.4291581109,3.0,3385.0,102344,,,Karol Kucera,R,188.0,SVK,26.8692676249,75.0,540.0,7-6(5) 3-6 6-4 7-6(3),5,R128,197.0,11.0,10.0,169.0,95.0,71.0,37.0,21.0,14.0,17.0,6.0,6.0,138.0,81.0,54.0,35.0,22.0,3.0,5.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,102344,101948,False,True
2001-580,Australian Open,Hard,128,G,20010115,49,102450,8.0,,Tim Henman,R,185.0,GBR,26.3600273785,10.0,2020.0,102271,,,Hicham Arazi,L,175.0,MAR,27.241615332,28.0,1095.0,7-6(5) 6-4 6-4,5,R128,159.0,4.0,4.0,100.0,57.0,45.0,26.0,16.0,6.0,8.0,2.0,3.0,118.0,64.0,42.0,27.0,16.0,5.0,9.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,102271,102450,False,True
2001-580,Australian Open,Hard,128,G,20010115,50,102839,,,Nicolas Lapentti,R,188.0,ECU,24.424366872,24.0,1130.0,102703,,,Hyung Taik Lee,R,180.0,KOR,25.0349075975,87.0,484.0,3-6 6-3 6-4 3-6 8-6,5,R128,211.0,5.0,11.0,164.0,105.0,73.0,25.0,25.0,9.0,15.0,4.0,3.0,186.0,106.0,71.0,38.0,26.0,14.0,21.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,102703,102839,False,True
2001-580,Australian Open,Hard,128,G,20010115,51,101885,,,Wayne Arthurs,L,190.0,AUS,29.8316221766,82.0,513.0,103393,,Q,Yuri Schukin,R,188.0,KAZ,21.5578370979,211.0,178.0,6-3 7-5 4-6 6-2,5,R128,134.0,22.0,12.0,108.0,53.0,47.0,31.0,20.0,0.0,1.0,2.0,6.0,117.0,76.0,51.0,23.0,19.0,4.0,9.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,101885,103393,True,False
2001-580,Australian Open,Hard,128,G,20010115,52,102730,,Q,Ivo Heuberger,R,188.0,SUI,24.9062286105,234.0,149.0,101962,,,Younes El Aynaoui,R,193.0,MAR,29.3442847365,31.0,1055.0,6-2 5-4 RET,5,R128,74.0,2.0,6.0,60.0,26.0,19.0,19.0,9.0,5.0,6.0,3.0,2.0,57.0,39.0,26.0,6.0,8.0,1.0,5.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,102730,101962,True,False
2001-580,Australian Open,Hard,128,G,20010115,53,103356,,,Michel Kratochvil,R,185.0,SUI,21.7768651608,94.0,441.0,103171,,,Raemon Sluiter,R,185.0,NED,22.7597535934,96.0,433.0,6-2 6-2 7-6(2),5,R128,101.0,4.0,4.0,78.0,45.0,34.0,24.0,14.0,0.0,2.0,4.0,11.0,93.0,53.0,39.0,10.0,14.0,6.0,12.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103356,103171,True,False
2001-580,Australian Open,Hard,128,G,20010115,54,103018,,,Max Mirnyi,R,196.0,BLR,23.5290896646,45.0,845.0,102751,,WC,Todd Perry,R,175.0,AUS,24.8323066393,484.0,44.0,7-6(6) 6-4 6-3,5,R128,138.0,10.0,3.0,98.0,71.0,58.0,15.0,16.0,4.0,4.0,2.0,3.0,127.0,72.0,44.0,33.0,15.0,4.0,7.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,102751,103018,False,True
