tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_hand_r,winner_hand_l,loser_hand_r,loser_hand_l,surface_clay,surface_hard,surface_carpet,surface_grass,round_RR,round_R128,round_R64,round_R32,round_R16,round_QF,round_SF,round_F,player_1,player_2
2003-481,Copenhagen,Hard,32,A,20030224,1,103694,,,Olivier Rochus,R,168.0,BEL,22.0999315537,84.0,500.0,103813,1.0,,Jarkko Nieminen,L,185.0,FIN,21.5906913073,35.0,1005.0,6-3 6-2,3,R32,63.0,1.0,0.0,47.0,35.0,24.0,6.0,9.0,0.0,2.0,5.0,0.0,46.0,23.0,11.0,11.0,8.0,5.0,10.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,103694,103813
2003-481,Copenhagen,Hard,32,A,20030224,2,102694,,,Lars Burgsmuller,R,183.0,GER,27.2197125257,106.0,370.0,103781,,,Jurgen Melzer,L,183.0,AUT,21.7604380561,93.0,427.0,6-4 6-4,3,R32,92.0,4.0,2.0,60.0,29.0,23.0,19.0,10.0,1.0,2.0,4.0,1.0,88.0,45.0,31.0,19.0,10.0,10.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,103781,102694
2003-481,Copenhagen,Hard,32,A,20030224,3,103181,,,Jiri Vanek,R,185.0,CZE,24.8377823409,186.0,192.0,104059,,WC,Rasmus Norby,R,183.0,DEN,20.4572210815,1129.0,3.0,6-4 2-6 6-3,3,R32,128.0,4.0,3.0,69.0,39.0,31.0,15.0,13.0,3.0,6.0,4.0,7.0,108.0,57.0,39.0,22.0,14.0,6.0,10.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,104059,103181
2003-481,Copenhagen,Hard,32,A,20030224,4,102494,,Q,Tomas Behrend,R,193.0,GER,28.2026009582,144.0,259.0,104339,7.0,,Mario Ancic,R,196.0,CRO,18.9048596851,65.0,610.0,6-4 6-7(7) 7-6(2),3,R32,145.0,9.0,7.0,111.0,67.0,54.0,28.0,17.0,2.0,3.0,18.0,2.0,118.0,70.0,52.0,27.0,17.0,4.0,6.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,104339,102494
2003-481,Copenhagen,Hard,32,A,20030224,5,103285,4.0,,Radek Stepanek,R,185.0,CZE,24.2436687201,56.0,667.0,103324,,,Arnaud Di Pasquale,R,185.0,FRA,24.0355920602,97.0,414.0,7-6(3) 3-6 6-3,3,R32,110.0,11.0,2.0,94.0,61.0,44.0,14.0,15.0,6.0,10.0,8.0,9.0,90.0,57.0,42.0,10.0,15.0,3.0,7.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103285,103324
2003-481,Copenhagen,Hard,32,A,20030224,6,101723,,Q,Magnus Larsson,R,193.0,SWE,32.9199178645,184.0,194.0,104233,,WC,Frederik Nielsen,R,190.0,DEN,19.4962354552,1020.0,5.0,6-1 6-1,3,R32,40.0,4.0,1.0,40.0,32.0,25.0,3.0,7.0,2.0,3.0,2.0,0.0,41.0,22.0,8.0,6.0,7.0,5.0,11.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,101723,104233
2003-481,Copenhagen,Hard,32,A,20030224,7,103971,,,Karol Beck,R,180.0,SVK,20.8952772074,83.0,510.0,102925,,,Justin Gimelstob,R,196.0,USA,26.0780287474,90.0,450.0,6-4 6-3,3,R32,71.0,9.0,2.0,57.0,32.0,25.0,12.0,10.0,1.0,3.0,5.0,2.0,55.0,23.0,17.0,11.0,9.0,0.0,4.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103971,102925
2003-481,Copenhagen,Hard,32,A,20030224,8,102179,,,Antony Dupuis,R,185.0,FRA,29.9986310746,75.0,555.0,103280,6.0,,Martin Verkerk,R,196.0,NED,24.3175906913,68.0,604.0,6-4 6-4,3,R32,62.0,10.0,2.0,48.0,29.0,27.0,14.0,10.0,0.0,0.0,9.0,1.0,56.0,37.0,28.0,9.0,10.0,2.0,4.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103280,102179
2003-481,Copenhagen,Hard,32,A,20030224,9,103356,,,Michel Kratochvil,R,185.0,SUI,23.8850102669,81.0,520.0,102202,5.0,,Kenneth Carlsen,L,190.0,DEN,29.8562628337,59.0,646.0,6-7(3) 6-3 6-4,3,R32,134.0,5.0,2.0,103.0,61.0,45.0,26.0,16.0,11.0,12.0,10.0,4.0,93.0,60.0,48.0,12.0,15.0,2.0,5.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,102202,103356
2003-481,Copenhagen,Hard,32,A,20030224,10,103444,,,Jean Rene Lisnard,R,173.0,MON,23.4168377823,88.0,478.0,104180,,Q,Gilles Muller,L,193.0,LUX,19.7973990418,290.0,101.0,7-5 6-4,3,R32,192.0,2.0,7.0,77.0,38.0,27.0,19.0,11.0,6.0,8.0,3.0,3.0,61.0,30.0,17.0,21.0,11.0,2.0,6.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,103444,104180
2003-481,Copenhagen,Hard,32,A,20030224,11,101820,,,Marc Rosset,R,201.0,SUI,32.2984257358,114.0,340.0,103435,,Q,Massimo Dellacqua,R,193.0,ITA,23.4688569473,313.0,90.0,7-6(6) 7-6(4),3,R32,104.0,16.0,5.0,83.0,50.0,43.0,17.0,12.0,3.0,4.0,14.0,3.0,80.0,54.0,41.0,13.0,12.0,1.0,2.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,101820,103435
2003-481,Copenhagen,Hard,32,A,20030224,12,102344,3.0,,Karol Kucera,R,188.0,SVK,28.977412731,53.0,683.0,104019,,,Kristof Vliegen,R,193.0,BEL,20.6762491444,111.0,358.0,6-2 6-3,3,R32,72.0,5.0,4.0,61.0,26.0,20.0,23.0,9.0,4.0,4.0,1.0,2.0,43.0,21.0,15.0,11.0,8.0,3.0,6.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,104019,102344
2003-481,Copenhagen,Hard,32,A,20030224,13,102796,,,Magnus Norman,R,188.0,SWE,26.7378507871,98.0,413.0,103171,8.0,,Raemon Sluiter,R,185.0,NED,24.8678986995,46.0,742.0,7-6(4) 7-5,3,R32,84.0,9.0,2.0,76.0,46.0,34.0,18.0,12.0,0.0,1.0,10.0,3.0,69.0,50.0,40.0,7.0,12.0,4.0,6.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103171,102796
2003-481,Copenhagen,Hard,32,A,20030224,14,103709,,,Kristian Pless,R,188.0,DEN,22.0396988364,95.0,421.0,102821,,,Cecil Mamiit,R,173.0,PHI,26.6611909651,112.0,349.0,6-2 6-0,3,R32,48.0,5.0,2.0,37.0,20.0,17.0,12.0,7.0,1.0,1.0,1.0,1.0,48.0,37.0,20.0,1.0,7.0,6.0,11.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103709,102821
2003-481,Copenhagen,Hard,32,A,20030224,15,103714,,WC,Andreas Vinciguerra,L,180.0,SWE,22.0123203285,117.0,333.0,103408,,,Brian Vahaly,R,183.0,USA,23.6030116359,82.0,519.0,6-4 6-4,3,R32,64.0,6.0,0.0,50.0,35.0,30.0,10.0,10.0,0.0,0.0,2.0,5.0,65.0,43.0,28.0,11.0,10.0,5.0,7.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103408,103714
2003-481,Copenhagen,Hard,32,A,20030224,16,101885,2.0,,Wayne Arthurs,L,190.0,AUS,31.9397672827,45.0,750.0,103133,,,Olivier Mutis,R,175.0,FRA,25.0595482546,96.0,418.0,7-6(5) 6-2,3,R32,68.0,17.0,5.0,67.0,42.0,33.0,13.0,10.0,2.0,2.0,1.0,7.0,67.0,44.0,29.0,12.0,10.0,2.0,4.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103133,101885
2003-481,Copenhagen,Hard,32,A,20030224,17,103694,,,Olivier Rochus,R,168.0,BEL,22.0999315537,84.0,500.0,102694,,,Lars Burgsmuller,R,183.0,GER,27.2197125257,106.0,370.0,6-1 6-2,3,R16,61.0,3.0,1.0,44.0,26.0,19.0,12.0,8.0,1.0,2.0,1.0,4.0,49.0,19.0,11.0,12.0,7.0,8.0,13.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103694,102694
2003-481,Copenhagen,Hard,32,A,20030224,18,102494,,Q,Tomas Behrend,R,193.0,GER,28.2026009582,144.0,259.0,103181,,,Jiri Vanek,R,185.0,CZE,24.8377823409,186.0,192.0,6-7(4) 6-3 6-3,3,R16,128.0,6.0,4.0,91.0,55.0,40.0,22.0,15.0,2.0,4.0,9.0,1.0,107.0,54.0,42.0,22.0,15.0,8.0,13.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103181,102494
2003-481,Copenhagen,Hard,32,A,20030224,19,103285,4.0,,Radek Stepanek,R,185.0,CZE,24.2436687201,56.0,667.0,101723,,Q,Magnus Larsson,R,193.0,SWE,32.9199178645,184.0,194.0,6-4 1-6 6-1,3,R16,86.0,11.0,2.0,76.0,45.0,36.0,13.0,12.0,3.0,5.0,10.0,3.0,68.0,45.0,36.0,7.0,12.0,4.0,7.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103285,101723
2003-481,Copenhagen,Hard,32,A,20030224,20,103971,,,Karol Beck,R,180.0,SVK,20.8952772074,83.0,510.0,102179,,,Antony Dupuis,R,185.0,FRA,29.9986310746,75.0,555.0,4-6 7-6(5) 1-0 RET,3,R16,113.0,6.0,2.0,74.0,38.0,27.0,12.0,11.0,6.0,11.0,8.0,4.0,88.0,51.0,30.0,15.0,12.0,5.0,10.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103971,102179
2003-481,Copenhagen,Hard,32,A,20030224,21,103356,,,Michel Kratochvil,R,185.0,SUI,23.8850102669,81.0,520.0,103444,,,Jean Rene Lisnard,R,173.0,MON,23.4168377823,88.0,478.0,7-6(5) 7-6(6),3,R16,128.0,3.0,5.0,87.0,50.0,39.0,18.0,12.0,2.0,5.0,3.0,3.0,99.0,65.0,40.0,19.0,12.0,4.0,7.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103444,103356
2003-481,Copenhagen,Hard,32,A,20030224,22,102344,3.0,,Karol Kucera,R,188.0,SVK,28.977412731,53.0,683.0,101820,,,Marc Rosset,R,201.0,SUI,32.2984257358,114.0,340.0,7-6(5) 6-3,3,R16,98.0,8.0,0.0,62.0,35.0,28.0,18.0,10.0,1.0,2.0,10.0,6.0,75.0,48.0,34.0,10.0,11.0,1.0,4.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,102344,101820
2003-481,Copenhagen,Hard,32,A,20030224,23,102796,,,Magnus Norman,R,188.0,SWE,26.7378507871,98.0,413.0,103709,,,Kristian Pless,R,188.0,DEN,22.0396988364,95.0,421.0,6-4 7-6(6),3,R16,86.0,8.0,1.0,70.0,36.0,29.0,22.0,11.0,1.0,1.0,9.0,2.0,71.0,43.0,34.0,15.0,11.0,0.0,1.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103709,102796
2003-481,Copenhagen,Hard,32,A,20030224,24,101885,2.0,,Wayne Arthurs,L,190.0,AUS,31.9397672827,45.0,750.0,103714,,WC,Andreas Vinciguerra,L,180.0,SWE,22.0123203285,117.0,333.0,6-7(4) 6-4 7-6(6),3,R16,109.0,35.0,4.0,89.0,57.0,53.0,26.0,17.0,0.0,0.0,13.0,3.0,106.0,69.0,56.0,25.0,17.0,4.0,5.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,101885,103714
2003-481,Copenhagen,Hard,32,A,20030224,25,103694,,,Olivier Rochus,R,168.0,BEL,22.0999315537,84.0,500.0,102494,,Q,Tomas Behrend,R,193.0,GER,28.2026009582,144.0,259.0,6-4 6-1,3,QF,68.0,1.0,2.0,42.0,18.0,17.0,16.0,8.0,0.0,0.0,8.0,0.0,64.0,34.0,23.0,12.0,9.0,3.0,7.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,103694,102494
2003-481,Copenhagen,Hard,32,A,20030224,26,103285,4.0,,Radek Stepanek,R,185.0,CZE,24.2436687201,56.0,667.0,103971,,,Karol Beck,R,180.0,SVK,20.8952772074,83.0,510.0,6-4 1-6 6-2,3,QF,103.0,8.0,2.0,73.0,42.0,33.0,16.0,12.0,5.0,7.0,4.0,7.0,94.0,55.0,41.0,18.0,13.0,8.0,11.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,103971,103285
2003-481,Copenhagen,Hard,32,A,20030224,27,102344,3.0,,Karol Kucera,R,188.0,SVK,28.977412731,53.0,683.0,103356,,,Michel Kratochvil,R,185.0,SUI,23.8850102669,81.0,520.0,7-5 6-2,3,QF,86.0,6.0,2.0,49.0,28.0,23.0,14.0,10.0,0.0,1.0,2.0,2.0,75.0,42.0,24.0,15.0,10.0,5.0,9.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,103356,102344
2003-481,Copenhagen,Hard,32,A,20030224,28,101885,2.0,,Wayne Arthurs,L,190.0,AUS,31.9397672827,45.0,750.0,102796,,,Magnus Norman,R,188.0,SWE,26.7378507871,98.0,413.0,6-7(7) 7-5 6-4,3,QF,137.0,22.0,5.0,110.0,61.0,50.0,28.0,17.0,2.0,2.0,7.0,2.0,108.0,70.0,55.0,20.0,17.0,4.0,6.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,101885,102796
2003-481,Copenhagen,Hard,32,A,20030224,29,103694,,,Olivier Rochus,R,168.0,BEL,22.0999315537,84.0,500.0,103285,4.0,,Radek Stepanek,R,185.0,CZE,24.2436687201,56.0,667.0,6-3 6-7(2) 6-4,3,SF,129.0,1.0,7.0,98.0,54.0,42.0,25.0,16.0,2.0,4.0,11.0,7.0,95.0,59.0,43.0,16.0,15.0,5.0,9.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,103285,103694
2003-481,Copenhagen,Hard,32,A,20030224,30,102344,3.0,,Karol Kucera,R,188.0,SVK,28.977412731,53.0,683.0,101885,2.0,,Wayne Arthurs,L,190.0,AUS,31.9397672827,45.0,750.0,6-2 6-4,3,SF,60.0,4.0,0.0,39.0,21.0,20.0,16.0,9.0,0.0,0.0,2.0,1.0,52.0,30.0,26.0,5.0,9.0,1.0,4.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,101885,102344
2003-481,Copenhagen,Hard,32,A,20030224,31,102344,3.0,,Karol Kucera,R,188.0,SVK,28.977412731,53.0,683.0,103694,,,Olivier Rochus,R,168.0,BEL,22.0999315537,84.0,500.0,7-6(4) 6-4,3,F,100.0,8.0,5.0,67.0,33.0,27.0,19.0,11.0,3.0,5.0,1.0,4.0,82.0,42.0,22.0,25.0,11.0,7.0,10.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,102344,103694
2003-520,Roland Garros,Clay,128,G,20030526,1,103720,1.0,,Lleyton Hewitt,R,180.0,AUS,22.2477754962,1.0,4210.0,103408,,,Brian Vahaly,R,183.0,USA,23.8521560575,76.0,564.0,6-4 6-1 6-7(6) 6-3,5,R128,193.0,2.0,12.0,115.0,54.0,43.0,30.0,18.0,3.0,7.0,1.0,6.0,164.0,105.0,53.0,29.0,20.0,10.0,20.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,103408,103720
2003-520,Roland Garros,Clay,128,G,20030526,2,103786,,,Nikolay Davydenko,R,178.0,RUS,21.9794661191,33.0,1001.0,102257,,,Greg Rusedski,L,193.0,GBR,29.7166324435,70.0,595.0,6-3 7-5 6-2,5,R128,116.0,1.0,1.0,95.0,60.0,43.0,21.0,15.0,4.0,5.0,5.0,3.0,86.0,48.0,31.0,17.0,14.0,7.0,12.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,103786,102257
2003-520,Roland Garros,Clay,128,G,20030526,3,102035,,,Jonas Bjorkman,R,183.0,SWE,31.1731690623,69.0,600.0,103018,,,Max Mirnyi,R,196.0,BLR,25.8863791923,41.0,860.0,6-1 6-2 6-4,5,R128,102.0,2.0,1.0,80.0,41.0,30.0,28.0,13.0,1.0,1.0,15.0,4.0,81.0,44.0,34.0,9.0,12.0,4.0,9.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,103018,102035
2003-520,Roland Garros,Clay,128,G,20030526,4,103990,28.0,,Tommy Robredo,R,180.0,ESP,21.067761807,31.0,1055.0,104117,,Q,Giovanni Lapentti,R,193.0,ECU,20.3312799452,203.0,168.0,3-6 7-6(3) 3-6 3-1 RET,5,R128,163.0,5.0,4.0,110.0,78.0,51.0,10.0,16.0,10.0,16.0,3.0,8.0,128.0,74.0,48.0,27.0,18.0,9.0,14.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,103990,104117
2003-520,Roland Garros,Clay,128,G,20030526,5,103292,21.0,,Gaston Gaudio,R,175.0,ARG,24.4599589322,22.0,1230.0,103908,,,Paul Henri Mathieu,R,185.0,FRA,21.3661875428,44.0,836.0,7-5 6-3 6-3,5,R128,131.0,6.0,4.0,90.0,50.0,40.0,22.0,15.0,4.0,5.0,1.0,2.0,92.0,43.0,34.0,21.0,15.0,4.0,9.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,103292,103908
2003-520,Roland Garros,Clay,128,G,20030526,6,103133,,,Olivier Mutis,R,175.0,FRA,25.3086926762,83.0,513.0,102259,,WC,Jerome Golmard,L,188.0,FRA,29.7084188912,136.0,285.0,6-2 6-7(5) 6-2 6-3,5,R128,151.0,12.0,4.0,107.0,53.0,44.0,32.0,19.0,1.0,4.0,6.0,15.0,130.0,64.0,41.0,28.0,18.0,11.0,19.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,103133,102259
2003-520,Roland Garros,Clay,128,G,20030526,7,102271,,,Hicham Arazi,L,175.0,MAR,29.5989048597,91.0,433.0,103171,,,Raemon Sluiter,R,185.0,NED,25.1170431211,64.0,651.0,6-2 7-6(3) 2-6 6-0,5,R128,142.0,5.0,4.0,117.0,68.0,52.0,24.0,17.0,7.0,10.0,10.0,5.0,123.0,61.0,38.0,30.0,17.0,6.0,12.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,103171,102271
2003-520,Roland Garros,Clay,128,G,20030526,8,102856,15.0,,Gustavo Kuerten,R,190.0,BRA,26.7049965777,16.0,1540.0,101820,,,Marc Rosset,R,201.0,SUI,32.5475701574,108.0,363.0,6-2 6-7(3) 6-3 7-6(3),5,R128,183.0,12.0,9.0,147.0,74.0,59.0,40.0,21.0,7.0,9.0,15.0,15.0,139.0,72.0,59.0,26.0,20.0,8.0,13.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,102856,101820
2003-520,Roland Garros,Clay,128,G,20030526,9,102610,9.0,,Albert Costa,R,180.0,ESP,27.9178644764,9.0,1920.0,103373,,LL,Sergio Roitman,R,185.0,ARG,24.0273785079,134.0,288.0,6-7(3) 2-6 7-5 6-2 6-2,5,R128,218.0,8.0,5.0,158.0,112.0,80.0,20.0,24.0,10.0,15.0,7.0,6.0,162.0,91.0,60.0,30.0,24.0,11.0,19.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,103373,102610
2003-520,Roland Garros,Clay,128,G,20030526,10,103285,,,Radek Stepanek,R,185.0,CZE,24.4928131417,47.0,787.0,101885,,,Wayne Arthurs,L,190.0,AUS,32.1889117043,57.0,720.0,6-1 4-6 6-1 7-6(2),5,R128,140.0,9.0,1.0,114.0,83.0,61.0,21.0,18.0,2.0,3.0,20.0,10.0,134.0,73.0,50.0,25.0,18.0,10.0,15.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,103285,101885
2003-520,Roland Garros,Clay,128,G,20030526,11,102839,,,Nicolas Lapentti,R,188.0,ECU,26.7816563997,58.0,675.0,104755,,WC,Richard Gasquet,R,185.0,FRA,16.9363449692,130.0,303.0,6-3 7-6(4) 3-0 RET,5,R128,132.0,5.0,0.0,78.0,40.0,32.0,19.0,11.0,3.0,4.0,2.0,5.0,79.0,38.0,26.0,18.0,13.0,4.0,9.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,104755,102839
2003-520,Roland Garros,Clay,128,G,20030526,12,102644,,,Franco Squillari,L,183.0,ARG,27.7590691307,89.0,458.0,102860,18.0,,Agustin Calleri,R,183.0,ARG,26.6940451745,19.0,1375.0,7-5 7-6(2) 6-3,5,R128,139.0,10.0,3.0,107.0,64.0,47.0,25.0,16.0,8.0,10.0,4.0,3.0,107.0,60.0,43.0,22.0,17.0,3.0,8.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,102860,102644
2003-520,Roland Garros,Clay,128,G,20030526,13,103096,32.0,,Arnaud Clement,R,173.0,FRA,25.4373716632,36.0,940.0,102358,,,Thomas Enqvist,R,190.0,SWE,29.2019164956,100.0,400.0,6-3 6-4 6-2,5,R128,138.0,11.0,2.0,88.0,43.0,31.0,23.0,14.0,2.0,5.0,3.0,10.0,100.0,49.0,31.0,19.0,13.0,6.0,13.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,102358,103096
2003-520,Roland Garros,Clay,128,G,20030526,14,102694,,,Lars Burgsmuller,R,183.0,GER,27.4688569473,93.0,429.0,103888,,,Mardy Fish,R,188.0,USA,21.4592744695,51.0,752.0,7-6(3) 6-2 4-6 6-1,5,R128,158.0,7.0,3.0,115.0,72.0,56.0,26.0,19.0,4.0,6.0,16.0,8.0,129.0,62.0,48.0,29.0,18.0,3.0,8.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,102694,103888
2003-520,Roland Garros,Clay,128,G,20030526,15,102934,,Q,Nicolas Coutelot,R,185.0,FRA,26.288843258,208.0,165.0,102106,,,Davide Sanguinetti,R,188.0,ITA,30.7488021903,86.0,488.0,6-3 6-3 6-4,5,R128,94.0,3.0,8.0,78.0,49.0,44.0,13.0,14.0,1.0,2.0,5.0,5.0,96.0,55.0,36.0,18.0,14.0,6.0,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,102934,102106
2003-520,Roland Garros,Clay,128,G,20030526,16,103900,8.0,,David Nalbandian,R,180.0,ARG,21.3963039014,8.0,1935.0,103656,,,Albert Montanes,R,175.0,ESP,22.4941820671,104.0,385.0,6-4 6-3 3-6 7-5,5,R128,163.0,11.0,9.0,133.0,75.0,54.0,24.0,20.0,13.0,19.0,4.0,9.0,132.0,76.0,54.0,16.0,20.0,9.0,17.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,103656,103900
2003-520,Roland Garros,Clay,128,G,20030526,17,103507,3.0,,Juan Carlos Ferrero,R,183.0,ESP,23.2826830938,3.0,3460.0,103356,,,Michel Kratochvil,R,185.0,SUI,24.1341546886,85.0,490.0,7-5 7-5 6-4,5,R128,143.0,6.0,5.0,95.0,48.0,35.0,26.0,17.0,1.0,4.0,3.0,2.0,114.0,66.0,41.0,25.0,17.0,7.0,13.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,103356,103507
2003-520,Roland Garros,Clay,128,G,20030526,18,103454,,,Nicolas Massu,R,183.0,CHI,23.6249144422,84.0,502.0,102796,,,Magnus Norman,R,188.0,SWE,26.9869952088,82.0,516.0,6-4 6-1 6-3,5,R128,161.0,4.0,5.0,73.0,44.0,33.0,17.0,13.0,4.0,6.0,7.0,2.0,124.0,60.0,37.0,24.0,13.0,14.0,21.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,102796,103454
2003-520,Roland Garros,Clay,128,G,20030526,19,101774,,,Todd Martin,R,198.0,USA,32.8815879535,94.0,428.0,104076,,,Jose Acasuso,R,190.0,ARG,20.5968514716,50.0,763.0,4-6 6-3 6-4 6-2,5,R128,146.0,7.0,7.0,96.0,53.0,43.0,23.0,19.0,1.0,5.0,9.0,11.0,129.0,73.0,49.0,19.0,18.0,9.0,16.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,101774,104076
2003-520,Roland Garros,Clay,128,G,20030526,20,102450,25.0,,Tim Henman,R,185.0,GBR,28.7173169062,28.0,1130.0,103166,,,Vladimir Voltchkov,R,180.0,BLR,25.1334702259,66.0,631.0,6-2 6-3 6-1,5,R128,100.0,7.0,3.0,84.0,51.0,41.0,15.0,12.0,5.0,6.0,1.0,4.0,74.0,47.0,24.0,10.0,12.0,4.0,11.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,102450,103166
2003-520,Roland Garros,Clay,128,G,20030526,21,102456,20.0,,Felix Mantilla,R,180.0,ESP,28.6707734428,21.0,1255.0,102703,,,Hyung Taik Lee,R,180.0,KOR,27.3921971253,55.0,726.0,7-6(3) 6-4 7-6(4),5,R128,153.0,2.0,1.0,129.0,98.0,63.0,13.0,17.0,14.0,20.0,4.0,2.0,116.0,82.0,46.0,17.0,17.0,6.0,13.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,102703,102456
2003-520,Roland Garros,Clay,128,G,20030526,22,102768,,Q,Federico Browne,R,180.0,ARG,27.1321013005,147.0,249.0,103694,,,Olivier Rochus,R,168.0,BEL,22.3490759754,59.0,673.0,4-6 2-6 6-1 6-1 6-3,5,R128,164.0,11.0,3.0,120.0,87.0,66.0,17.0,21.0,8.0,11.0,0.0,3.0,128.0,80.0,44.0,28.0,20.0,9.0,15.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,102768,103694
2003-520,Roland Garros,Clay,128,G,20030526,23,102950,,,Fernando Vicente,R,180.0,ESP,26.2149212868,63.0,651.0,102565,,Q,Alexander Waske,R,188.0,GER,28.1533196441,116.0,335.0,3-6 6-2 7-5 1-6 6-3,5,R128,182.0,9.0,10.0,158.0,83.0,62.0,29.0,23.0,8.0,14.0,13.0,9.0,134.0,71.0,50.0,32.0,22.0,7.0,13.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,102565,102950
2003-520,Roland Garros,Clay,128,G,20030526,24,103206,14.0,,Sebastien Grosjean,R,175.0,FRA,24.9911019849,15.0,1575.0,102437,,,Adrian Voinea,R,185.0,ROU,28.8021902806,99.0,401.0,6-4 7-6(3) 3-6 6-3,5,R128,197.0,1.0,1.0,139.0,66.0,45.0,35.0,20.0,8.0,15.0,5.0,8.0,143.0,72.0,37.0,41.0,20.0,16.0,24.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,103206,102437
2003-520,Roland Garros,Clay,128,G,20030526,25,102854,12.0,,Sjeng Schalken,R,193.0,NED,26.7104722793,13.0,1755.0,102401,,WC,Scott Draper,L,178.0,AUS,28.9719370294,109.0,361.0,6-2 6-4 3-6 6-4,5,R128,140.0,7.0,6.0,117.0,75.0,48.0,24.0,18.0,7.0,11.0,4.0,2.0,112.0,66.0,40.0,22.0,19.0,9.0,16.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,102401,102854
