tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_hand_r,winner_hand_l,loser_hand_r,loser_hand_l,surface_clay,surface_hard,surface_carpet,surface_grass,round_RR,round_R128,round_R64,round_R32,round_R16,round_QF,round_SF,round_F,player_1,player_2,player_1_win,player_2_win
2010-301,Auckland,Hard,28,A,20100111,13,103990,1.0,,Tommy Robredo,R,180.0,ESP,27.6988364134,16.0,2175.0,103752,,,Simon Greul,R,185.0,GER,28.7474332649,60.0,737.0,7-6(1) 7-6(2),3,R16,98.0,7.0,5.0,69.0,45.0,34.0,12.0,12.0,1.0,4.0,3.0,7.0,85.0,39.0,26.0,21.0,12.0,3.0,6.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103752,103990,False,True
2010-301,Auckland,Hard,28,A,20100111,14,104545,,,John Isner,R,206.0,USA,24.7118412047,33.0,1067.0,104338,7.0,,Juan Monaco,R,185.0,ARG,25.787816564,30.0,1170.0,5-7 6-4 6-3,3,R16,135.0,11.0,3.0,93.0,53.0,37.0,25.0,15.0,1.0,2.0,2.0,3.0,102.0,71.0,52.0,15.0,16.0,5.0,8.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,104338,104545,False,True
2010-301,Auckland,Hard,28,A,20100111,15,103967,,Q,Michael Lammer,R,185.0,SUI,27.8001368925,209.0,223.0,103507,3.0,,Juan Carlos Ferrero,R,183.0,ESP,29.9137577002,23.0,1555.0,3-1 RET,3,R16,26.0,1.0,1.0,15.0,9.0,8.0,3.0,2.0,0.0,0.0,0.0,0.0,12.0,10.0,5.0,1.0,2.0,1.0,2.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103967,103507,True,False
2010-301,Auckland,Hard,28,A,20100111,16,103656,8.0,,Albert Montanes,R,175.0,ESP,29.1252566735,31.0,1140.0,104907,,WC,Jose Rubin Statham,R,183.0,NZL,22.7159479808,332.0,126.0,7-6(6) 6-2,3,R16,86.0,1.0,0.0,68.0,36.0,29.0,21.0,10.0,1.0,1.0,5.0,3.0,70.0,43.0,31.0,14.0,10.0,4.0,6.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,104907,103656,False,True
2010-301,Auckland,Hard,28,A,20100111,17,104259,5.0,,Philipp Kohlschreiber,R,178.0,GER,26.2395619439,27.0,1260.0,105064,,,Thomaz Bellucci,L,188.0,BRA,22.0342231348,34.0,1066.0,6-4 6-1,3,R16,82.0,1.0,3.0,67.0,40.0,28.0,14.0,9.0,7.0,9.0,3.0,1.0,46.0,28.0,14.0,4.0,8.0,1.0,6.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,105064,104259,False,True
2010-301,Auckland,Hard,28,A,20100111,18,102967,,,Marc Gicquel,R,188.0,FRA,32.7857631759,58.0,750.0,104597,4.0,,Nicolas Almagro,R,183.0,ESP,24.3915126626,26.0,1305.0,6-0 6-3,3,R16,59.0,3.0,3.0,42.0,26.0,19.0,9.0,7.0,2.0,3.0,8.0,1.0,63.0,42.0,21.0,6.0,8.0,4.0,10.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,102967,104597,True,False
2010-301,Auckland,Hard,28,A,20100111,19,103781,6.0,,Jurgen Melzer,L,183.0,AUT,28.6406570842,28.0,1260.0,103206,,WC,Sebastien Grosjean,R,175.0,FRA,31.6221765914,675.0,26.0,6-2 6-7(5) 7-6(1),3,R16,134.0,10.0,4.0,96.0,47.0,42.0,30.0,16.0,6.0,7.0,1.0,3.0,112.0,69.0,48.0,22.0,16.0,3.0,6.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103781,103206,True,False
2010-301,Auckland,Hard,28,A,20100111,20,103096,,,Arnaud Clement,R,173.0,FRA,32.0684462697,67.0,647.0,103970,2.0,,David Ferrer,R,175.0,ESP,27.7782340862,17.0,1870.0,7-5 6-4,3,R16,110.0,3.0,3.0,93.0,52.0,37.0,21.0,11.0,5.0,5.0,2.0,1.0,60.0,43.0,30.0,9.0,11.0,2.0,4.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103970,103096,False,True
2010-301,Auckland,Hard,28,A,20100111,21,104545,,,John Isner,R,206.0,USA,24.7118412047,33.0,1067.0,103990,1.0,,Tommy Robredo,R,180.0,ESP,27.6988364134,16.0,2175.0,7-6(5) 3-6 6-4,3,QF,132.0,20.0,4.0,102.0,74.0,56.0,11.0,15.0,9.0,12.0,2.0,7.0,99.0,55.0,38.0,25.0,16.0,6.0,9.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,103990,104545,False,True
2010-301,Auckland,Hard,28,A,20100111,22,103656,8.0,,Albert Montanes,R,175.0,ESP,29.1252566735,31.0,1140.0,103967,,Q,Michael Lammer,R,185.0,SUI,27.8001368925,209.0,223.0,6-3 6-3,3,QF,75.0,5.0,4.0,56.0,32.0,24.0,13.0,9.0,4.0,5.0,4.0,2.0,56.0,33.0,23.0,7.0,9.0,3.0,7.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,103656,103967,True,False
2010-301,Auckland,Hard,28,A,20100111,23,104259,5.0,,Philipp Kohlschreiber,R,178.0,GER,26.2395619439,27.0,1260.0,102967,,,Marc Gicquel,R,188.0,FRA,32.7857631759,58.0,750.0,6-3 6-1,3,QF,54.0,6.0,1.0,40.0,23.0,19.0,12.0,8.0,0.0,1.0,2.0,4.0,43.0,18.0,9.0,8.0,8.0,1.0,6.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,104259,102967,True,False
2010-301,Auckland,Hard,28,A,20100111,24,103096,,,Arnaud Clement,R,173.0,FRA,32.0684462697,67.0,647.0,103781,6.0,,Jurgen Melzer,L,183.0,AUT,28.6406570842,28.0,1260.0,6-2 7-5,3,QF,77.0,3.0,4.0,52.0,29.0,26.0,13.0,10.0,0.0,1.0,6.0,5.0,60.0,31.0,21.0,12.0,10.0,3.0,7.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,103781,103096,False,True
2010-301,Auckland,Hard,28,A,20100111,25,104545,,,John Isner,R,206.0,USA,24.7118412047,33.0,1067.0,103656,8.0,,Albert Montanes,R,175.0,ESP,29.1252566735,31.0,1140.0,6-2 7-6(5),3,SF,79.0,14.0,2.0,58.0,43.0,35.0,10.0,10.0,0.0,0.0,1.0,1.0,75.0,43.0,31.0,13.0,10.0,4.0,6.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,103656,104545,False,True
2010-301,Auckland,Hard,28,A,20100111,26,103096,,,Arnaud Clement,R,173.0,FRA,32.0684462697,67.0,647.0,104259,5.0,,Philipp Kohlschreiber,R,178.0,GER,26.2395619439,27.0,1260.0,6-3 7-6(2),3,SF,99.0,3.0,1.0,64.0,39.0,30.0,19.0,11.0,0.0,0.0,7.0,3.0,70.0,35.0,29.0,15.0,10.0,4.0,5.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,104259,103096,False,True
2010-301,Auckland,Hard,28,A,20100111,27,104545,,,John Isner,R,206.0,USA,24.7118412047,33.0,1067.0,103096,,,Arnaud Clement,R,173.0,FRA,32.0684462697,67.0,647.0,6-3 5-7 7-6(2),3,F,139.0,22.0,2.0,100.0,73.0,59.0,13.0,17.0,4.0,6.0,8.0,0.0,93.0,56.0,40.0,24.0,16.0,4.0,6.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,104545,103096,True,False
2010-308,Munich,Clay,32,A,20100502,1,105227,1.0,,Marin Cilic,R,198.0,CRO,21.5934291581,11.0,2900.0,103582,,,Michael Berrer,L,193.0,GER,29.8370978782,44.0,944.0,6-4 6-2,3,R32,68.0,6.0,1.0,46.0,35.0,26.0,7.0,9.0,0.0,1.0,5.0,2.0,50.0,35.0,21.0,4.0,9.0,0.0,4.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,105227,103582,True,False
2010-308,Munich,Clay,32,A,20100502,2,103752,,,Simon Greul,R,185.0,GER,29.054072553,62.0,750.0,103017,,WC,Nicolas Kiefer,R,183.0,GER,32.8268309377,148.0,337.0,7-5 6-2,3,R32,71.0,9.0,1.0,56.0,39.0,35.0,6.0,10.0,0.0,0.0,3.0,4.0,56.0,31.0,21.0,13.0,10.0,4.0,7.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,103752,103017,True,False
2010-308,Munich,Clay,32,A,20100502,3,104731,,,Kevin Anderson,R,203.0,RSA,23.9589322382,88.0,599.0,104999,,,Mischa Zverev,L,190.0,GER,22.6967830253,139.0,361.0,6-5 RET,3,R32,59.0,2.0,2.0,41.0,23.0,18.0,8.0,6.0,2.0,3.0,1.0,1.0,32.0,20.0,14.0,5.0,5.0,1.0,2.0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,104731,104999,True,False
2010-308,Munich,Clay,32,A,20100502,4,104597,6.0,,Nicolas Almagro,R,183.0,ESP,24.6981519507,36.0,1290.0,104019,,,Kristof Vliegen,R,193.0,BEL,27.8631074606,147.0,341.0,6-3 6-1,3,R32,55.0,4.0,1.0,36.0,16.0,16.0,16.0,8.0,0.0,0.0,1.0,0.0,50.0,30.0,17.0,9.0,8.0,1.0,5.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,104597,104019,True,False
2010-308,Munich,Clay,32,A,20100502,5,104259,4.0,,Philipp Kohlschreiber,R,178.0,GER,26.546201232,28.0,1400.0,104978,,,Daniel Brands,R,196.0,GER,22.7953456537,77.0,657.0,6-4 6-4,3,R32,78.0,4.0,0.0,57.0,40.0,29.0,13.0,10.0,1.0,1.0,4.0,0.0,56.0,41.0,25.0,11.0,10.0,3.0,5.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,104259,104978,True,False
2010-308,Munich,Clay,32,A,20100502,6,103490,,,Santiago Ventura,R,183.0,ESP,30.3244353183,137.0,374.0,105238,,,Alexandr Dolgopolov,R,180.0,UKR,21.4839151266,65.0,734.0,6-7(5) 6-3 6-3,3,R32,126.0,8.0,4.0,91.0,56.0,41.0,19.0,15.0,2.0,4.0,2.0,1.0,109.0,85.0,50.0,13.0,15.0,11.0,16.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,105238,103490,False,True
2010-308,Munich,Clay,32,A,20100502,7,103843,,,Marco Chiudinelli,R,185.0,SUI,28.643394935,68.0,708.0,103693,,Q,Thierry Ascione,R,188.0,FRA,29.2895277207,165.0,296.0,6-0 6-4,3,R32,52.0,5.0,2.0,46.0,25.0,22.0,12.0,8.0,2.0,2.0,1.0,2.0,50.0,44.0,22.0,3.0,8.0,3.0,7.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,103843,103693,True,False
2010-308,Munich,Clay,32,A,20100502,8,104571,5.0,,Marcos Baghdatis,R,183.0,CYP,24.8761122519,31.0,1345.0,105376,,Q,Peter Gojowczyk,R,185.0,GER,20.7994524298,384.0,93.0,3-6 6-1 6-2,3,R32,100.0,3.0,8.0,62.0,33.0,27.0,11.0,12.0,4.0,8.0,1.0,5.0,98.0,63.0,30.0,18.0,12.0,3.0,10.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,105376,104571,False,True
2010-308,Munich,Clay,32,A,20100502,9,104332,,,Philipp Petzschner,R,185.0,GER,26.1081451061,45.0,925.0,103898,7.0,,Julien Benneteau,R,185.0,FRA,28.3668720055,37.0,1129.0,3-6 6-3 6-3,3,R32,110.0,3.0,4.0,80.0,45.0,36.0,12.0,13.0,5.0,8.0,4.0,4.0,85.0,57.0,36.0,14.0,14.0,4.0,9.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,104332,103898,True,False
2010-308,Munich,Clay,32,A,20100502,10,104230,,,Daniel Koellerer,R,180.0,AUT,26.7104722793,106.0,490.0,104339,,,Mario Ancic,R,196.0,CRO,26.0917180014,422.0,79.0,7-6(7) 7-5,3,R32,132.0,0.0,1.0,68.0,36.0,24.0,17.0,12.0,2.0,6.0,3.0,2.0,86.0,52.0,33.0,13.0,12.0,9.0,14.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,104230,104339,True,False
2010-308,Munich,Clay,32,A,20100502,11,105137,,Q,Pere Riba,R,183.0,ESP,22.0698151951,98.0,555.0,105041,,,Lukas Lacko,R,185.0,SVK,22.4969199179,72.0,683.0,5-7 6-1 6-2,3,R32,119.0,7.0,2.0,85.0,53.0,36.0,17.0,14.0,2.0,5.0,1.0,1.0,88.0,51.0,25.0,19.0,13.0,9.0,15.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,105137,105041,True,False
2010-308,Munich,Clay,32,A,20100502,12,104607,3.0,,Tomas Berdych,R,196.0,CZE,24.6242299795,16.0,2305.0,105906,,WC,Kevin Krawietz,R,190.0,GER,18.2724161533,1057.0,6.0,6-1 6-1,3,R32,44.0,0.0,1.0,32.0,14.0,12.0,16.0,7.0,0.0,0.0,0.0,2.0,43.0,26.0,15.0,4.0,7.0,1.0,6.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,104607,105906,True,False
2010-308,Munich,Clay,32,A,20100502,13,103794,8.0,,Benjamin Becker,R,178.0,GER,28.8788501027,46.0,914.0,103565,,,Stephane Robert,R,185.0,FRA,29.9603011636,66.0,727.0,6-4 4-6 6-0,3,R32,117.0,9.0,2.0,92.0,48.0,31.0,22.0,13.0,6.0,9.0,1.0,4.0,90.0,40.0,28.0,20.0,13.0,9.0,15.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,103794,103565,True,False
2010-308,Munich,Clay,32,A,20100502,14,104225,,,Jan Hajek,R,180.0,CZE,26.7378507871,96.0,562.0,105098,,Q,Alexandre Sidorenko,R,,FRA,22.2039698836,253.0,180.0,6-1 6-2,3,R32,68.0,3.0,3.0,74.0,34.0,25.0,22.0,8.0,8.0,8.0,2.0,3.0,48.0,30.0,18.0,6.0,7.0,6.0,10.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,104225,105098,True,False
2010-308,Munich,Clay,32,A,20100502,15,104676,,,Andreas Beck,L,190.0,GER,24.2381930185,85.0,615.0,104797,,,Denis Istomin,R,188.0,UZB,23.65229295,81.0,620.0,2-6 7-6(3) 6-1,3,R32,114.0,0.0,4.0,84.0,52.0,37.0,19.0,14.0,3.0,6.0,5.0,1.0,77.0,56.0,39.0,10.0,13.0,1.0,4.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,104676,104797,True,False
2010-308,Munich,Clay,32,A,20100502,16,104022,2.0,,Mikhail Youzhny,R,183.0,RUS,27.8548939083,15.0,2320.0,104871,,,Jeremy Chardy,R,188.0,FRA,23.2197125257,43.0,955.0,6-1 6-4,3,R32,59.0,2.0,1.0,47.0,33.0,25.0,9.0,9.0,3.0,4.0,5.0,2.0,41.0,21.0,14.0,5.0,8.0,1.0,5.0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,104871,104022,False,True
2010-308,Munich,Clay,32,A,20100502,17,105227,1.0,,Marin Cilic,R,198.0,CRO,21.5934291581,11.0,2900.0,103752,,,Simon Greul,R,185.0,GER,29.054072553,62.0,750.0,6-7(6) 6-2 7-5,3,R16,152.0,5.0,2.0,92.0,61.0,48.0,17.0,16.0,3.0,4.0,1.0,1.0,113.0,72.0,42.0,23.0,16.0,5.0,9.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,105227,103752,True,False
2010-308,Munich,Clay,32,A,20100502,18,104597,6.0,,Nicolas Almagro,R,183.0,ESP,24.6981519507,36.0,1290.0,104731,,,Kevin Anderson,R,203.0,RSA,23.9589322382,88.0,599.0,6-2 5-7 7-6(5),3,R16,125.0,17.0,3.0,100.0,69.0,54.0,19.0,16.0,9.0,10.0,8.0,3.0,102.0,71.0,52.0,17.0,16.0,6.0,8.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,104731,104597,False,True
2010-308,Munich,Clay,32,A,20100502,19,104259,4.0,,Philipp Kohlschreiber,R,178.0,GER,26.546201232,28.0,1400.0,103490,,,Santiago Ventura,R,183.0,ESP,30.3244353183,137.0,374.0,6-2 6-1,3,R16,68.0,1.0,0.0,38.0,31.0,29.0,3.0,8.0,0.0,0.0,2.0,0.0,36.0,24.0,14.0,6.0,7.0,3.0,7.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,104259,103490,True,False
2010-308,Munich,Clay,32,A,20100502,20,104571,5.0,,Marcos Baghdatis,R,183.0,CYP,24.8761122519,31.0,1345.0,103843,,,Marco Chiudinelli,R,185.0,SUI,28.643394935,68.0,708.0,6-3 6-4,3,R16,77.0,7.0,3.0,61.0,29.0,25.0,18.0,10.0,3.0,4.0,2.0,1.0,59.0,40.0,25.0,10.0,9.0,4.0,7.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,104571,103843,True,False
2010-308,Munich,Clay,32,A,20100502,21,104332,,,Philipp Petzschner,R,185.0,GER,26.1081451061,45.0,925.0,104230,,,Daniel Koellerer,R,180.0,AUT,26.7104722793,106.0,490.0,6-1 6-4,3,R16,87.0,8.0,1.0,61.0,37.0,30.0,11.0,9.0,4.0,5.0,0.0,2.0,62.0,45.0,26.0,5.0,8.0,5.0,9.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,104332,104230,True,False
2010-308,Munich,Clay,32,A,20100502,22,104607,3.0,,Tomas Berdych,R,196.0,CZE,24.6242299795,16.0,2305.0,105137,,Q,Pere Riba,R,183.0,ESP,22.0698151951,98.0,555.0,7-5 6-1,3,R16,102.0,1.0,0.0,58.0,27.0,20.0,20.0,9.0,6.0,7.0,3.0,1.0,59.0,35.0,19.0,10.0,10.0,5.0,10.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,104607,105137,True,False
2010-308,Munich,Clay,32,A,20100502,23,104225,,,Jan Hajek,R,180.0,CZE,26.7378507871,96.0,562.0,103794,8.0,,Benjamin Becker,R,178.0,GER,28.8788501027,46.0,914.0,6-4 6-0,3,R16,73.0,0.0,1.0,50.0,36.0,27.0,9.0,8.0,1.0,1.0,6.0,2.0,58.0,33.0,21.0,7.0,8.0,5.0,9.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,104225,103794,True,False
2010-308,Munich,Clay,32,A,20100502,24,104022,2.0,,Mikhail Youzhny,R,183.0,RUS,27.8548939083,15.0,2320.0,104676,,,Andreas Beck,L,190.0,GER,24.2381930185,85.0,615.0,6-3 6-3,3,R16,60.0,1.0,0.0,45.0,39.0,33.0,2.0,9.0,0.0,1.0,1.0,3.0,59.0,41.0,23.0,8.0,9.0,6.0,10.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,104676,104022,False,True
2010-308,Munich,Clay,32,A,20100502,25,105227,1.0,,Marin Cilic,R,198.0,CRO,21.5934291581,11.0,2900.0,104597,6.0,,Nicolas Almagro,R,183.0,ESP,24.6981519507,36.0,1290.0,6-4 6-7(2) 6-2,3,QF,141.0,5.0,1.0,112.0,74.0,56.0,19.0,15.0,10.0,10.0,11.0,1.0,95.0,69.0,54.0,11.0,15.0,2.0,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,105227,104597,True,False
2010-308,Munich,Clay,32,A,20100502,26,104571,5.0,,Marcos Baghdatis,R,183.0,CYP,24.8761122519,31.0,1345.0,104259,4.0,,Philipp Kohlschreiber,R,178.0,GER,26.546201232,28.0,1400.0,6-3 6-4,3,QF,84.0,6.0,0.0,62.0,36.0,24.0,17.0,10.0,5.0,6.0,3.0,0.0,56.0,41.0,26.0,6.0,9.0,2.0,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,104571,104259,True,False
2010-308,Munich,Clay,32,A,20100502,27,104332,,,Philipp Petzschner,R,185.0,GER,26.1081451061,45.0,925.0,104607,3.0,,Tomas Berdych,R,196.0,CZE,24.6242299795,16.0,2305.0,1-6 6-3 6-4,3,QF,109.0,7.0,1.0,80.0,44.0,31.0,22.0,13.0,6.0,8.0,7.0,3.0,76.0,47.0,36.0,17.0,13.0,7.0,9.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,104607,104332,False,True
2010-308,Munich,Clay,32,A,20100502,28,104022,2.0,,Mikhail Youzhny,R,183.0,RUS,27.8548939083,15.0,2320.0,104225,,,Jan Hajek,R,180.0,CZE,26.7378507871,96.0,562.0,6-1 6-3,3,QF,76.0,4.0,3.0,66.0,44.0,33.0,8.0,8.0,8.0,9.0,0.0,0.0,52.0,39.0,18.0,5.0,8.0,5.0,10.0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,104022,104225,True,False
