tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,hand_r,hand_l,surface_clay,surface_hard,surface_carpet,surface_grass,round_RR,round_R128,round_R64,round_R32,round_R16,round_QF,round_SF,round_F
2009-404,Indian Wells Masters,Hard,96,M,20090312,6,103454,,,Nicolas Massu,R,183.0,CHI,29.4127310062,95.0,900.0,104724,,,Eduardo Schwank,R,183.0,ARG,22.8774811773,56.0,1221.0,7-6(1) 6-7(5) 6-4,3,R128,201.0,2.0,2.0,128.0,86.0,61.0,24.0,17.0,11.0,12.0,4.0,8.0,134.0,80.0,55.0,31.0,17.0,11.0,13.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,7,103758,,WC,Taylor Dent,R,188.0,USA,27.8740588638,533.0,90.0,103675,,,Diego Junqueira,L,178.0,ARG,28.1943874059,68.0,1058.0,6-1 7-6(3),3,R128,67.0,11.0,4.0,54.0,35.0,32.0,9.0,10.0,1.0,2.0,0.0,2.0,49.0,30.0,20.0,9.0,9.0,1.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,8,104976,,WC,Ryan Sweeting,R,196.0,USA,21.6536618754,170.0,476.0,104639,,WC,Wayne Odesnik,L,180.0,USA,23.2963723477,93.0,902.0,1-6 6-4 7-6(5),3,R128,134.0,6.0,12.0,114.0,75.0,52.0,13.0,15.0,13.0,19.0,7.0,1.0,104.0,60.0,39.0,23.0,14.0,8.0,12.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,9,103506,,,Martin Vassallo Arguello,R,183.0,ARG,29.0759753593,54.0,1238.0,103573,,Q,Rik De Voest,R,180.0,RSA,28.758384668,176.0,460.0,7-5 7-6(3),3,R128,105.0,4.0,3.0,70.0,48.0,34.0,12.0,12.0,2.0,4.0,0.0,2.0,88.0,61.0,37.0,12.0,12.0,3.0,6.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,10,103163,,,Tommy Haas,R,188.0,GER,30.932238193,64.0,1105.0,103169,,,Oscar Hernandez,R,180.0,ESP,30.9130732375,67.0,1069.0,6-3 6-3,3,R128,71.0,5.0,1.0,44.0,24.0,20.0,15.0,9.0,0.0,1.0,3.0,2.0,61.0,37.0,23.0,9.0,9.0,7.0,11.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,11,105023,,,Sam Querrey,R,198.0,USA,21.4209445585,49.0,1335.0,103084,,,Guillermo Canas,R,185.0,ARG,31.2854209446,71.0,1031.0,7-6(2) 6-2,3,R128,81.0,8.0,2.0,58.0,37.0,32.0,16.0,10.0,3.0,3.0,2.0,2.0,67.0,34.0,25.0,18.0,10.0,5.0,7.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,12,104312,,,Andreas Seppi,R,190.0,ITA,25.0458590007,39.0,1525.0,103428,,,Juan Ignacio Chela,R,190.0,ARG,29.5249828884,151.0,540.0,6-2 4-1 RET,3,R128,58.0,2.0,2.0,43.0,30.0,21.0,5.0,6.0,2.0,3.0,0.0,5.0,41.0,21.0,13.0,5.0,7.0,3.0,8.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,13,104167,,Q,Todd Widom,R,,USA,25.8754277892,232.0,326.0,103868,,,Ivan Navarro,R,183.0,ESP,27.3867214237,83.0,962.0,6-4 7-6(4),3,R128,125.0,3.0,2.0,80.0,47.0,34.0,15.0,11.0,4.0,7.0,3.0,4.0,75.0,43.0,30.0,13.0,11.0,5.0,9.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,14,104871,,,Jeremy Chardy,R,188.0,FRA,22.0698151951,48.0,1342.0,103812,,,Victor Hanescu,R,198.0,ROU,27.6331279945,37.0,1546.0,6-4 3-6 6-2,3,R128,117.0,8.0,4.0,104.0,59.0,42.0,24.0,13.0,7.0,8.0,0.0,2.0,77.0,52.0,37.0,14.0,14.0,3.0,6.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,15,104035,,,Bobby Reynolds,R,183.0,USA,26.6447638604,66.0,1078.0,104926,,,Fabio Fognini,R,178.0,ITA,21.7932922656,109.0,801.0,4-6 6-0 6-2,3,R128,84.0,9.0,3.0,59.0,34.0,29.0,18.0,12.0,0.0,1.0,5.0,11.0,82.0,48.0,33.0,11.0,12.0,4.0,9.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,16,104230,,Q,Daniel Koellerer,R,180.0,AUT,25.5605749487,107.0,812.0,104999,,,Mischa Zverev,L,190.0,GER,21.5468856947,81.0,980.0,2-6 7-5 6-2,3,R128,134.0,2.0,4.0,93.0,64.0,43.0,14.0,14.0,6.0,9.0,8.0,5.0,90.0,53.0,36.0,19.0,14.0,8.0,12.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,17,104229,,,Yen Hsun Lu,R,180.0,TPE,25.568788501,61.0,1158.0,103967,,Q,Michael Lammer,R,185.0,SUI,26.9568788501,235.0,323.0,7-5 6-2,3,R128,87.0,1.0,2.0,56.0,43.0,30.0,7.0,10.0,3.0,5.0,5.0,4.0,68.0,36.0,20.0,15.0,10.0,8.0,13.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,18,103344,,,Ivan Ljubicic,R,193.0,CRO,29.9739904175,74.0,1011.0,105453,,,Kei Nishikori,R,178.0,JPN,19.1923340178,94.0,901.0,6-3 6-3,3,R128,65.0,6.0,1.0,52.0,34.0,29.0,5.0,9.0,2.0,3.0,0.0,4.0,48.0,26.0,14.0,11.0,9.0,0.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,19,105208,,,Ernests Gulbis,R,190.0,LAT,20.5229295003,43.0,1438.0,103240,,Q,Kevin Kim,R,180.0,USA,30.6201232033,106.0,813.0,6-3 6-4,3,R128,69.0,5.0,2.0,62.0,40.0,31.0,12.0,10.0,1.0,2.0,5.0,3.0,67.0,41.0,29.0,8.0,9.0,8.0,11.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,20,104559,,,Teymuraz Gabashvili,R,188.0,RUS,23.794661191,76.0,1011.0,104076,,,Jose Acasuso,R,190.0,ARG,26.3846680356,42.0,1450.0,6-2 4-6 6-3,3,R128,118.0,9.0,6.0,71.0,40.0,34.0,16.0,13.0,3.0,5.0,8.0,3.0,104.0,59.0,37.0,18.0,14.0,7.0,12.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,21,103857,,,Igor Kunitsyn,R,180.0,RUS,27.4387405886,38.0,1540.0,102434,,,Vincent Spadea,R,183.0,USA,34.6392881588,111.0,789.0,6-3 6-4,3,R128,73.0,2.0,0.0,59.0,38.0,28.0,13.0,9.0,3.0,4.0,2.0,5.0,56.0,24.0,17.0,16.0,10.0,1.0,5.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,22,104327,,,Steve Darcis,R,178.0,BEL,24.9883641342,104.0,848.0,104719,,,Marcel Granollers,R,190.0,ESP,22.9075975359,47.0,1344.0,5-0 RET,3,R128,15.0,1.0,0.0,13.0,7.0,6.0,6.0,3.0,0.0,0.0,0.0,1.0,10.0,4.0,1.0,1.0,2.0,1.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,23,103808,,,Potito Starace,R,188.0,ITA,27.65229295,73.0,1013.0,103823,,,Denis Gremelmayr,L,183.0,GER,27.5619438741,100.0,872.0,7-6(6) 6-1,3,R128,79.0,2.0,4.0,69.0,51.0,38.0,8.0,9.0,5.0,6.0,4.0,9.0,78.0,43.0,27.0,14.0,10.0,5.0,9.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,24,103656,,,Albert Montanes,R,175.0,ESP,28.2819986311,35.0,1569.0,103722,,,Florent Serra,R,180.0,FRA,28.0246406571,50.0,1289.0,6-3 6-0,3,R128,55.0,4.0,2.0,35.0,17.0,15.0,11.0,7.0,2.0,3.0,2.0,2.0,59.0,33.0,14.0,11.0,8.0,5.0,11.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,25,104259,,,Philipp Kohlschreiber,R,178.0,GER,25.3963039014,36.0,1550.0,103898,,,Julien Benneteau,R,185.0,FRA,27.2169746749,44.0,1422.0,6-3 6-2,3,R128,75.0,1.0,2.0,53.0,36.0,22.0,8.0,9.0,1.0,4.0,1.0,3.0,56.0,28.0,13.0,10.0,8.0,2.0,8.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,26,102839,,,Nicolas Lapentti,R,188.0,ECU,32.5694729637,105.0,818.0,105053,,Q,Santiago Giraldo,R,188.0,COL,21.2813141684,140.0,593.0,4-6 6-1 7-5,3,R128,148.0,9.0,4.0,97.0,52.0,35.0,27.0,15.0,7.0,10.0,6.0,0.0,98.0,55.0,31.0,22.0,14.0,10.0,15.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,27,103566,,,Michael Llodra,L,190.0,FRA,28.8076659822,90.0,915.0,103852,,,Feliciano Lopez,L,188.0,ESP,27.4661190965,34.0,1575.0,6-4 6-3,3,R128,76.0,3.0,1.0,59.0,36.0,25.0,17.0,10.0,4.0,5.0,3.0,3.0,59.0,37.0,23.0,10.0,9.0,5.0,8.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,28,105064,,Q,Thomaz Bellucci,L,188.0,BRA,21.1909650924,69.0,1035.0,104386,,,Janko Tipsarevic,R,180.0,SRB,24.7118412047,46.0,1350.0,5-7 7-5 6-2,3,R128,133.0,12.0,2.0,94.0,57.0,40.0,20.0,16.0,4.0,7.0,1.0,2.0,92.0,56.0,33.0,21.0,16.0,5.0,10.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,29,103813,,,Jarkko Nieminen,L,185.0,FIN,27.627652293,57.0,1210.0,103534,,,Nicolas Devilder,L,173.0,FRA,28.9555099247,62.0,1154.0,7-6(6) 6-1,3,R128,90.0,3.0,4.0,89.0,61.0,45.0,13.0,10.0,3.0,3.0,8.0,1.0,60.0,41.0,29.0,10.0,9.0,3.0,5.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,30,103720,,,Lleyton Hewitt,R,180.0,AUS,28.0355920602,77.0,1005.0,103401,,,Jan Hernych,R,190.0,CZE,29.6728268309,63.0,1107.0,7-6(3) 6-3,3,R128,83.0,2.0,2.0,57.0,29.0,25.0,21.0,10.0,1.0,1.0,4.0,3.0,77.0,49.0,28.0,18.0,11.0,6.0,8.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,31,104660,,,Sergiy Stakhovsky,R,193.0,UKR,23.1704312115,124.0,705.0,104717,,Q,Brendan Evans,R,188.0,USA,22.9185489391,152.0,535.0,2-6 6-3 6-0,3,R128,77.0,8.0,1.0,63.0,45.0,28.0,12.0,12.0,2.0,6.0,2.0,0.0,67.0,43.0,22.0,10.0,11.0,4.0,10.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,32,102967,,,Marc Gicquel,R,188.0,FRA,31.9425051335,52.0,1248.0,104620,,,Simone Bolelli,R,183.0,ITA,23.4168377823,40.0,1506.0,7-5 6-3,3,R128,83.0,4.0,1.0,56.0,21.0,17.0,29.0,11.0,2.0,2.0,3.0,0.0,59.0,37.0,26.0,12.0,10.0,0.0,2.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,33,104745,1.0,,Rafael Nadal,L,185.0,ESP,22.765229295,1.0,14360.0,103582,,Q,Michael Berrer,L,193.0,GER,28.6872005476,112.0,783.0,6-2 6-1,3,R64,68.0,0.0,1.0,33.0,16.0,13.0,15.0,7.0,0.0,0.0,1.0,0.0,59.0,36.0,21.0,7.0,8.0,9.0,14.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,34,104098,26.0,,Dmitry Tursunov,R,185.0,RUS,26.2395619439,27.0,1920.0,103188,,Q,Michael Russell,R,173.0,USA,30.855578371,263.0,271.0,7-6(5) 4-6 6-3,3,R64,149.0,8.0,8.0,108.0,66.0,47.0,15.0,16.0,10.0,16.0,2.0,3.0,104.0,76.0,46.0,11.0,15.0,6.0,12.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,35,104678,,,Viktor Troicki,R,193.0,SRB,23.0746064339,41.0,1490.0,104607,21.0,,Tomas Berdych,R,196.0,CZE,23.4743326489,22.0,2230.0,6-3 6-1,3,R64,65.0,6.0,2.0,55.0,33.0,25.0,13.0,8.0,4.0,4.0,2.0,5.0,47.0,23.0,15.0,10.0,8.0,6.0,10.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,36,103900,14.0,,David Nalbandian,R,180.0,ARG,27.1841204654,14.0,2895.0,103470,,Q,Robert Kendrick,R,190.0,USA,29.3141683778,98.0,896.0,6-4 6-4,3,R64,64.0,10.0,1.0,49.0,32.0,27.0,13.0,10.0,0.0,0.0,7.0,4.0,59.0,29.0,22.0,17.0,10.0,0.0,2.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,37,104545,,WC,John Isner,R,206.0,USA,23.8685831622,147.0,565.0,104792,9.0,,Gael Monfils,R,193.0,FRA,22.5188227242,9.0,3550.0,6-7(5) 6-1 6-4,3,R64,118.0,10.0,4.0,83.0,46.0,39.0,27.0,15.0,0.0,0.0,8.0,5.0,94.0,60.0,45.0,16.0,14.0,6.0,9.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,38,103498,24.0,,Marat Safin,R,193.0,RUS,29.1143052704,25.0,2040.0,103454,,,Nicolas Massu,R,183.0,CHI,29.4127310062,95.0,900.0,6-3 7-6(2),3,R64,102.0,5.0,1.0,64.0,34.0,29.0,16.0,11.0,0.0,2.0,7.0,4.0,74.0,47.0,33.0,11.0,10.0,9.0,12.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,39,103781,30.0,,Jurgen Melzer,L,183.0,AUT,27.7973990418,31.0,1732.0,103758,,WC,Taylor Dent,R,188.0,USA,27.8740588638,533.0,90.0,7-5 6-2,3,R64,73.0,1.0,1.0,53.0,33.0,23.0,15.0,10.0,1.0,2.0,6.0,4.0,62.0,35.0,25.0,10.0,10.0,6.0,10.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,40,105223,6.0,,Juan Martin Del Potro,R,198.0,ARG,20.4572210815,6.0,4290.0,104976,,WC,Ryan Sweeting,R,196.0,USA,21.6536618754,170.0,476.0,6-7(6) 6-3 6-1,3,R64,135.0,8.0,3.0,94.0,65.0,41.0,13.0,14.0,3.0,8.0,7.0,10.0,100.0,58.0,35.0,12.0,14.0,6.0,15.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,41,104925,3.0,,Novak Djokovic,R,188.0,SRB,21.7987679671,3.0,9240.0,103506,,,Martin Vassallo Arguello,R,183.0,ARG,29.0759753593,54.0,1238.0,7-5 6-4,3,R64,104.0,2.0,2.0,58.0,35.0,25.0,15.0,11.0,0.0,2.0,1.0,1.0,72.0,45.0,28.0,14.0,11.0,4.0,8.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,42,103163,,,Tommy Haas,R,188.0,GER,30.932238193,64.0,1105.0,102783,29.0,,Rainer Schuettler,R,180.0,GER,32.8706365503,30.0,1736.0,6-7(4) 6-2 6-4,3,R64,155.0,7.0,2.0,97.0,68.0,46.0,18.0,15.0,6.0,9.0,5.0,3.0,112.0,57.0,38.0,27.0,15.0,9.0,15.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,43,105023,,,Sam Querrey,R,198.0,USA,21.4209445585,49.0,1335.0,103285,18.0,,Radek Stepanek,R,185.0,CZE,30.2806297057,18.0,2530.0,6-4 6-3,3,R64,81.0,11.0,3.0,68.0,43.0,32.0,14.0,10.0,1.0,1.0,2.0,3.0,61.0,41.0,26.0,11.0,9.0,2.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,44,104527,16.0,,Stanislas Wawrinka,R,183.0,SUI,23.947980835,16.0,2700.0,104312,,,Andreas Seppi,R,190.0,ITA,25.0458590007,39.0,1525.0,6-1 6-3,3,R64,79.0,6.0,4.0,70.0,34.0,28.0,17.0,8.0,9.0,9.0,1.0,4.0,51.0,26.0,13.0,11.0,8.0,3.0,7.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,45,103970,12.0,,David Ferrer,R,175.0,ESP,26.9349760438,12.0,3025.0,104167,,Q,Todd Widom,R,,USA,25.8754277892,232.0,326.0,6-4 7-5,3,R64,123.0,4.0,1.0,67.0,42.0,29.0,12.0,11.0,1.0,3.0,0.0,2.0,95.0,48.0,29.0,23.0,11.0,14.0,18.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,46,104871,,,Jeremy Chardy,R,188.0,FRA,22.0698151951,48.0,1342.0,103888,20.0,,Mardy Fish,R,188.0,USA,27.2470910335,20.0,2505.0,7-6(4) 7-6(1),3,R64,119.0,7.0,5.0,90.0,56.0,44.0,13.0,12.0,2.0,4.0,13.0,1.0,81.0,47.0,37.0,15.0,12.0,5.0,7.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,47,103017,31.0,,Nicolas Kiefer,R,183.0,GER,31.6769336071,32.0,1720.0,104035,,,Bobby Reynolds,R,183.0,USA,26.6447638604,66.0,1078.0,6-4 6-2,3,R64,74.0,6.0,0.0,52.0,30.0,26.0,13.0,9.0,1.0,1.0,9.0,0.0,54.0,35.0,22.0,11.0,9.0,1.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,48,104053,7.0,,Andy Roddick,R,188.0,USA,26.5242984257,7.0,4060.0,104230,,Q,Daniel Koellerer,R,180.0,AUT,25.5605749487,107.0,812.0,6-1 7-6(3),3,R64,98.0,16.0,1.0,58.0,41.0,33.0,12.0,10.0,0.0,1.0,1.0,0.0,62.0,47.0,30.0,7.0,9.0,6.0,9.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,49,104468,8.0,,Gilles Simon,R,183.0,FRA,24.1971252567,8.0,3925.0,104229,,,Yen Hsun Lu,R,180.0,TPE,25.568788501,61.0,1158.0,5-7 6-4 6-4,3,R64,136.0,3.0,5.0,95.0,51.0,41.0,25.0,16.0,3.0,5.0,1.0,8.0,101.0,63.0,47.0,18.0,16.0,3.0,6.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,50,103344,,,Ivan Ljubicic,R,193.0,CRO,29.9739904175,74.0,1011.0,104339,28.0,,Mario Ancic,R,196.0,CRO,24.9418206708,29.0,1795.0,3-3 RET,3,R64,27.0,2.0,1.0,15.0,6.0,6.0,6.0,3.0,0.0,0.0,3.0,2.0,19.0,7.0,6.0,7.0,3.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,51,104214,22.0,,Igor Andreev,R,185.0,RUS,25.6536618754,23.0,2150.0,105208,,,Ernests Gulbis,R,190.0,LAT,20.5229295003,43.0,1438.0,6-4 6-4,3,R64,72.0,6.0,4.0,53.0,27.0,23.0,12.0,10.0,1.0,3.0,3.0,4.0,60.0,29.0,19.0,12.0,10.0,6.0,10.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,52,104542,11.0,,Jo Wilfried Tsonga,R,188.0,FRA,23.8932238193,11.0,3300.0,104559,,,Teymuraz Gabashvili,R,188.0,RUS,23.794661191,76.0,1011.0,7-5 6-3,3,R64,80.0,6.0,0.0,53.0,38.0,36.0,8.0,11.0,0.0,0.0,5.0,2.0,58.0,30.0,22.0,15.0,10.0,2.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,53,103990,15.0,,Tommy Robredo,R,180.0,ESP,26.855578371,15.0,2710.0,103857,,,Igor Kunitsyn,R,180.0,RUS,27.4387405886,38.0,1540.0,6-1 6-4,3,R64,57.0,3.0,1.0,46.0,29.0,25.0,11.0,9.0,0.0,0.0,1.0,0.0,42.0,35.0,21.0,4.0,8.0,0.0,3.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,54,105227,19.0,,Marin Cilic,R,198.0,CRO,20.4435318275,19.0,2510.0,104327,,,Steve Darcis,R,178.0,BEL,24.9883641342,104.0,848.0,6-7(4) 6-2 6-1,3,R64,123.0,11.0,5.0,86.0,50.0,38.0,19.0,14.0,6.0,8.0,5.0,4.0,93.0,57.0,36.0,12.0,13.0,7.0,13.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,55,103908,32.0,,Paul Henri Mathieu,R,185.0,FRA,27.1540041068,33.0,1655.0,103808,,,Potito Starace,R,188.0,ITA,27.65229295,73.0,1013.0,6-4 6-7(11) 6-4,3,R64,150.0,14.0,4.0,109.0,53.0,40.0,31.0,16.0,2.0,4.0,7.0,2.0,115.0,82.0,54.0,14.0,16.0,3.0,7.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,56,104918,4.0,,Andy Murray,R,190.0,GBR,21.8179329227,4.0,7400.0,103656,,,Albert Montanes,R,175.0,ESP,28.2819986311,35.0,1569.0,7-5 6-3,3,R64,96.0,8.0,3.0,77.0,42.0,29.0,21.0,11.0,5.0,6.0,5.0,5.0,63.0,36.0,24.0,11.0,10.0,3.0,6.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,57,104259,,,Philipp Kohlschreiber,R,178.0,GER,25.3963039014,36.0,1550.0,103535,,LL,Olivier Patience,R,180.0,FRA,28.9555099247,135.0,612.0,6-7(5) 6-3 6-3,3,R64,116.0,5.0,0.0,82.0,61.0,45.0,12.0,15.0,1.0,4.0,3.0,2.0,94.0,53.0,31.0,21.0,15.0,1.0,7.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,58,102839,,,Nicolas Lapentti,R,188.0,ECU,32.5694729637,105.0,818.0,104417,25.0,,Robin Soderling,R,193.0,SWE,24.5667351129,26.0,2015.0,6-4 7-6(7),3,R64,121.0,5.0,0.0,84.0,51.0,36.0,19.0,11.0,5.0,6.0,7.0,3.0,78.0,46.0,35.0,14.0,11.0,8.0,10.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,59,104755,23.0,,Richard Gasquet,R,185.0,FRA,22.7241615332,24.0,2100.0,103566,,,Michael Llodra,L,190.0,FRA,28.8076659822,90.0,915.0,6-4 6-0,3,R64,68.0,4.0,3.0,59.0,34.0,23.0,14.0,8.0,7.0,8.0,4.0,3.0,43.0,23.0,13.0,6.0,8.0,3.0,8.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,60,104269,10.0,,Fernando Verdasco,L,188.0,ESP,25.3141683778,10.0,3330.0,105064,,Q,Thomaz Bellucci,L,188.0,BRA,21.1909650924,69.0,1035.0,7-5 6-1,3,R64,86.0,4.0,1.0,55.0,44.0,38.0,4.0,10.0,0.0,0.0,6.0,2.0,65.0,43.0,25.0,10.0,9.0,2.0,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,61,103484,13.0,,James Blake,R,185.0,USA,29.196440794,13.0,2990.0,103813,,,Jarkko Nieminen,L,185.0,FIN,27.627652293,57.0,1210.0,6-3 6-7(6) 6-3,3,R64,133.0,14.0,6.0,127.0,74.0,59.0,22.0,16.0,11.0,12.0,5.0,2.0,104.0,67.0,42.0,20.0,14.0,8.0,11.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,62,103602,17.0,,Fernando Gonzalez,R,183.0,CHI,28.6105407255,17.0,2650.0,103720,,,Lleyton Hewitt,R,180.0,AUS,28.0355920602,77.0,1005.0,4-6 6-2 6-3,3,R64,121.0,8.0,6.0,103.0,67.0,45.0,18.0,14.0,14.0,17.0,3.0,7.0,86.0,43.0,27.0,19.0,13.0,6.0,11.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,63,103333,27.0,,Ivo Karlovic,R,208.0,CRO,30.0260095825,28.0,1880.0,104660,,,Sergiy Stakhovsky,R,193.0,UKR,23.1704312115,124.0,705.0,6-4 6-2,3,R64,65.0,7.0,2.0,46.0,28.0,27.0,10.0,9.0,1.0,1.0,4.0,1.0,59.0,34.0,22.0,12.0,9.0,4.0,7.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2009-404,Indian Wells Masters,Hard,96,M,20090312,64,103819,2.0,,Roger Federer,R,185.0,SUI,27.5838466804,2.0,11000.0,102967,,,Marc Gicquel,R,188.0,FRA,31.9425051335,52.0,1248.0,7-6(4) 6-4,3,R64,84.0,12.0,2.0,59.0,36.0,33.0,15.0,11.0,0.0,0.0,8.0,3.0,88.0,52.0,36.0,20.0,11.0,2.0,3.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
