tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,hand_r,hand_l,surface_clay,surface_hard,surface_carpet,surface_grass,round_RR,round_R128,round_R64,round_R32,round_R16,round_QF,round_SF,round_F
2009-329,Tokyo,Hard,32,A,20091005,11,103843,,Q,Marco Chiudinelli,R,185.0,SUI,28.0684462697,100.0,558.0,104534,,,Dudi Sela,R,175.0,ISR,24.5037645448,44.0,1010.0,4-6 6-1 6-4,3,R32,129.0,8.0,3.0,99.0,53.0,40.0,25.0,14.0,3.0,4.0,6.0,4.0,79.0,43.0,32.0,17.0,13.0,5.0,8.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,12,104792,4.0,,Gael Monfils,R,193.0,FRA,23.0937713895,13.0,2455.0,104947,,Q,Marsel Ilhan,R,190.0,TUR,22.3189596167,160.0,348.0,6-2 6-4,3,R32,66.0,15.0,0.0,62.0,47.0,33.0,8.0,9.0,5.0,5.0,3.0,1.0,56.0,34.0,24.0,9.0,9.0,3.0,6.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,13,105208,,Q,Ernests Gulbis,R,190.0,LAT,21.0978781656,98.0,570.0,103285,6.0,,Radek Stepanek,R,185.0,CZE,30.855578371,16.0,2055.0,6-4 6-4,3,R32,96.0,13.0,6.0,63.0,43.0,33.0,13.0,10.0,5.0,5.0,10.0,2.0,48.0,30.0,20.0,12.0,10.0,0.0,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,14,104338,,,Juan Monaco,R,185.0,ARG,25.5195071869,31.0,1220.0,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,26.3381245722,52.0,899.0,5-0 RET,3,R32,19.0,2.0,0.0,16.0,12.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,2.0,2.0,0.0,2.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,15,104755,,,Richard Gasquet,R,185.0,FRA,23.2991101985,53.0,855.0,104332,,,Philipp Petzschner,R,185.0,GER,25.5331964408,36.0,1137.0,6-3 6-2,3,R32,68.0,4.0,0.0,57.0,31.0,25.0,15.0,9.0,0.0,0.0,2.0,4.0,52.0,22.0,16.0,14.0,8.0,4.0,7.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,16,104542,2.0,,Jo Wilfried Tsonga,R,188.0,FRA,24.4681724846,7.0,3690.0,104999,,,Mischa Zverev,L,190.0,GER,22.12183436,48.0,920.0,6-4 6-3,3,R32,82.0,10.0,2.0,63.0,41.0,29.0,13.0,10.0,4.0,5.0,3.0,2.0,62.0,39.0,26.0,9.0,9.0,7.0,10.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,17,104273,,Q,Edouard Roger Vasselin,R,188.0,FRA,25.8535249829,189.0,283.0,103781,,,Jurgen Melzer,L,183.0,AUT,28.372347707,39.0,1060.0,4-6 6-2 6-3,3,R16,109.0,15.0,0.0,93.0,64.0,49.0,10.0,14.0,7.0,9.0,13.0,1.0,75.0,41.0,27.0,20.0,13.0,4.0,8.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,18,103720,8.0,,Lleyton Hewitt,R,180.0,AUS,28.6105407255,26.0,1375.0,102148,,,Fabrice Santoro,R,178.0,FRA,36.8213552361,42.0,1038.0,3-6 6-3 6-1,3,R16,111.0,10.0,3.0,80.0,44.0,32.0,18.0,13.0,3.0,6.0,7.0,4.0,79.0,45.0,33.0,11.0,12.0,7.0,12.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,19,104022,,,Mikhail Youzhny,R,183.0,RUS,27.279945243,49.0,910.0,104468,3.0,,Gilles Simon,R,183.0,FRA,24.772073922,10.0,3250.0,7-6(5) 6-7(5) 6-4,3,R16,159.0,8.0,1.0,108.0,76.0,61.0,15.0,17.0,0.0,1.0,8.0,3.0,124.0,75.0,58.0,24.0,17.0,8.0,10.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,20,104607,5.0,,Tomas Berdych,R,196.0,CZE,24.0492813142,21.0,1660.0,104676,,,Andreas Beck,L,190.0,GER,23.6632443532,40.0,1054.0,6-4 6-1,3,R16,83.0,15.0,0.0,59.0,41.0,34.0,7.0,8.0,4.0,4.0,2.0,6.0,66.0,38.0,21.0,14.0,9.0,6.0,10.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,21,104527,7.0,,Stanislas Wawrinka,R,183.0,SUI,24.5229295003,23.0,1560.0,103752,,,Simon Greul,R,185.0,GER,28.4791238877,71.0,740.0,6-3 6-2,3,R16,76.0,9.0,1.0,47.0,31.0,27.0,10.0,9.0,1.0,1.0,1.0,2.0,61.0,35.0,19.0,15.0,8.0,5.0,8.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,22,104792,4.0,,Gael Monfils,R,193.0,FRA,23.0937713895,13.0,2455.0,103843,,Q,Marco Chiudinelli,R,185.0,SUI,28.0684462697,100.0,558.0,7-6(5) 6-3,3,R16,86.0,10.0,1.0,66.0,37.0,29.0,16.0,10.0,4.0,5.0,1.0,2.0,67.0,41.0,28.0,12.0,11.0,1.0,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,23,105208,,Q,Ernests Gulbis,R,190.0,LAT,21.0978781656,98.0,570.0,104338,,,Juan Monaco,R,185.0,ARG,25.5195071869,31.0,1220.0,6-3 4-1 RET,3,R16,60.0,2.0,2.0,41.0,30.0,23.0,4.0,7.0,1.0,2.0,1.0,2.0,39.0,27.0,15.0,4.0,7.0,0.0,4.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,24,104542,2.0,,Jo Wilfried Tsonga,R,188.0,FRA,24.4681724846,7.0,3690.0,104755,,,Richard Gasquet,R,185.0,FRA,23.2991101985,53.0,855.0,4-6 6-2 6-2,3,R16,99.0,12.0,4.0,89.0,48.0,35.0,24.0,13.0,5.0,6.0,2.0,4.0,66.0,35.0,24.0,16.0,13.0,3.0,7.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
2009-329,Tokyo,Hard,32,A,20091005,25,103720,8.0,,Lleyton Hewitt,R,180.0,AUS,28.6105407255,26.0,1375.0,104273,,Q,Edouard Roger Vasselin,R,188.0,FRA,25.8535249829,189.0,283.0,6-4 6-0,3,QF,67.0,5.0,1.0,39.0,24.0,22.0,7.0,8.0,1.0,2.0,2.0,1.0,56.0,35.0,21.0,7.0,8.0,7.0,12.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2009-329,Tokyo,Hard,32,A,20091005,26,104022,,,Mikhail Youzhny,R,183.0,RUS,27.279945243,49.0,910.0,104607,5.0,,Tomas Berdych,R,196.0,CZE,24.0492813142,21.0,1660.0,6-2 7-6(6),3,QF,97.0,9.0,1.0,70.0,46.0,32.0,13.0,10.0,3.0,5.0,3.0,1.0,64.0,42.0,24.0,13.0,10.0,1.0,5.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2009-329,Tokyo,Hard,32,A,20091005,27,104792,4.0,,Gael Monfils,R,193.0,FRA,23.0937713895,13.0,2455.0,104527,7.0,,Stanislas Wawrinka,R,183.0,SUI,24.5229295003,23.0,1560.0,2-6 6-3 6-4,3,QF,113.0,9.0,3.0,94.0,63.0,45.0,15.0,14.0,4.0,6.0,10.0,0.0,78.0,37.0,31.0,21.0,13.0,2.0,4.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2009-329,Tokyo,Hard,32,A,20091005,28,104542,2.0,,Jo Wilfried Tsonga,R,188.0,FRA,24.4681724846,7.0,3690.0,105208,,Q,Ernests Gulbis,R,190.0,LAT,21.0978781656,98.0,570.0,4-6 6-4 6-3,3,QF,92.0,19.0,0.0,78.0,56.0,48.0,11.0,15.0,2.0,3.0,11.0,2.0,75.0,53.0,39.0,14.0,14.0,2.0,4.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2009-329,Tokyo,Hard,32,A,20091005,29,104022,,,Mikhail Youzhny,R,183.0,RUS,27.279945243,49.0,910.0,103720,8.0,,Lleyton Hewitt,R,180.0,AUS,28.6105407255,26.0,1375.0,6-2 5-7 7-5,3,SF,159.0,10.0,3.0,105.0,62.0,46.0,25.0,16.0,6.0,7.0,3.0,1.0,92.0,43.0,31.0,28.0,16.0,2.0,5.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2009-329,Tokyo,Hard,32,A,20091005,30,104542,2.0,,Jo Wilfried Tsonga,R,188.0,FRA,24.4681724846,7.0,3690.0,104792,4.0,,Gael Monfils,R,193.0,FRA,23.0937713895,13.0,2455.0,6-3 6-3,3,SF,56.0,9.0,0.0,42.0,29.0,28.0,8.0,9.0,0.0,0.0,4.0,3.0,61.0,41.0,29.0,6.0,9.0,4.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
2009-329,Tokyo,Hard,32,A,20091005,31,104542,2.0,,Jo Wilfried Tsonga,R,188.0,FRA,24.4681724846,7.0,3690.0,104022,,,Mikhail Youzhny,R,183.0,RUS,27.279945243,49.0,910.0,6-3 6-3,3,F,69.0,11.0,0.0,57.0,43.0,34.0,8.0,9.0,1.0,1.0,3.0,0.0,50.0,35.0,22.0,7.0,9.0,1.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2009-506,Buenos Aires,Clay,32,A,20090216,1,103900,1.0,,David Nalbandian,R,180.0,ARG,27.1266255989,10.0,3395.0,102839,,,Nicolas Lapentti,R,188.0,ECU,32.5119780972,109.0,838.0,6-3 6-3,3,R32,73.0,3.0,1.0,43.0,21.0,17.0,16.0,9.0,0.0,1.0,1.0,2.0,54.0,31.0,20.0,9.0,9.0,1.0,5.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,2,104593,,,Daniel Gimeno Traver,R,185.0,ESP,23.5290896646,87.0,948.0,103292,,WC,Gaston Gaudio,R,175.0,ARG,30.1902806297,1094.0,13.0,6-2 4-6 6-2,3,R32,118.0,3.0,1.0,98.0,73.0,44.0,12.0,13.0,9.0,13.0,1.0,11.0,69.0,50.0,32.0,3.0,13.0,6.0,13.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,3,103507,,,Juan Carlos Ferrero,R,183.0,ESP,29.0130047912,93.0,915.0,102860,,,Agustin Calleri,R,183.0,ARG,32.424366872,70.0,1130.0,6-3 6-4,3,R32,78.0,1.0,0.0,53.0,41.0,31.0,11.0,10.0,0.0,0.0,6.0,3.0,67.0,39.0,30.0,11.0,9.0,2.0,4.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,4,104719,7.0,,Marcel Granollers,R,190.0,ESP,22.8501026694,44.0,1439.0,105064,,,Thomaz Bellucci,L,188.0,BRA,21.1334702259,64.0,1158.0,7-5 7-5,3,R32,117.0,2.0,4.0,78.0,39.0,29.0,20.0,12.0,4.0,7.0,1.0,3.0,66.0,37.0,25.0,13.0,12.0,4.0,9.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,5,104216,,Q,Maximo Gonzalez,R,175.0,ARG,25.5797399042,108.0,841.0,102845,4.0,,Carlos Moya,R,190.0,ESP,32.4736481862,49.0,1370.0,6-4 6-4,3,R32,78.0,1.0,3.0,59.0,36.0,27.0,11.0,10.0,1.0,3.0,4.0,3.0,54.0,30.0,20.0,11.0,10.0,4.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,6,104314,,,Brian Dabul,L,170.0,ARG,24.9801505818,84.0,973.0,103534,,,Nicolas Devilder,L,173.0,FRA,28.8980150582,63.0,1164.0,5-7 7-5 6-4,3,R32,155.0,2.0,1.0,108.0,80.0,55.0,16.0,17.0,12.0,15.0,4.0,7.0,100.0,65.0,47.0,15.0,17.0,5.0,9.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,7,104338,,,Juan Monaco,R,185.0,ARG,24.887063655,67.0,1135.0,103373,,WC,Sergio Roitman,R,185.0,ARG,29.7577002053,101.0,866.0,6-0 6-0,3,R32,59.0,1.0,2.0,36.0,12.0,10.0,17.0,6.0,4.0,4.0,0.0,2.0,42.0,19.0,6.0,8.0,6.0,4.0,10.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,8,103506,,,Martin Vassallo Arguello,R,183.0,ARG,29.0184804928,66.0,1138.0,103656,6.0,,Albert Montanes,R,175.0,ESP,28.2245037645,40.0,1574.0,6-2 6-3,3,R32,74.0,0.0,3.0,54.0,25.0,18.0,21.0,9.0,0.0,0.0,1.0,0.0,50.0,36.0,23.0,6.0,8.0,2.0,5.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,9,104655,,Q,Pablo Cuevas,R,180.0,URU,23.1266255989,144.0,597.0,104724,8.0,,Eduardo Schwank,R,183.0,ARG,22.8199863107,53.0,1297.0,6-3 6-7(4) 6-0,3,R32,152.0,8.0,4.0,81.0,49.0,39.0,20.0,14.0,2.0,4.0,2.0,4.0,94.0,57.0,32.0,18.0,13.0,6.0,12.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,10,104392,,Q,Franco Ferreiro,R,188.0,BRA,24.629705681,192.0,424.0,103868,,,Ivan Navarro,R,183.0,ESP,27.3292265572,74.0,1088.0,1-6 6-4 6-2,3,R32,126.0,1.0,8.0,94.0,56.0,39.0,16.0,13.0,5.0,8.0,4.0,2.0,65.0,33.0,23.0,19.0,12.0,0.0,3.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,11,103428,,WC,Juan Ignacio Chela,R,190.0,ARG,29.4674880219,136.0,635.0,103252,,,Alberto Martin,R,175.0,ESP,30.4941820671,85.0,963.0,6-3 6-2,3,R32,69.0,0.0,2.0,57.0,38.0,27.0,12.0,9.0,3.0,4.0,1.0,1.0,41.0,25.0,13.0,6.0,8.0,4.0,8.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,12,103990,3.0,,Tommy Robredo,R,180.0,ESP,26.7980835044,17.0,2670.0,103808,,,Potito Starace,R,188.0,ITA,27.5947980835,65.0,1138.0,5-7 6-3 6-3,3,R32,112.0,6.0,1.0,81.0,60.0,47.0,14.0,15.0,2.0,3.0,1.0,3.0,87.0,60.0,41.0,16.0,15.0,2.0,5.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,13,104076,5.0,,Jose Acasuso,R,190.0,ARG,26.3271731691,35.0,1640.0,103926,,Q,Daniel Munoz De La Nava,L,,ESP,27.0499657769,182.0,454.0,6-2 7-6(4),3,R32,110.0,5.0,3.0,68.0,39.0,24.0,17.0,10.0,2.0,5.0,1.0,2.0,61.0,33.0,23.0,11.0,10.0,2.0,7.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,14,104926,,,Fabio Fognini,R,178.0,ITA,21.735797399,113.0,811.0,104665,,,Pablo Andujar,R,180.0,ESP,23.0663928816,91.0,924.0,6-3 6-2,3,R32,77.0,4.0,6.0,58.0,34.0,27.0,10.0,8.0,8.0,9.0,1.0,1.0,50.0,36.0,19.0,6.0,9.0,0.0,5.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,15,103675,,,Diego Junqueira,L,178.0,ARG,28.1368925394,75.0,1086.0,103454,,,Nicolas Massu,R,183.0,CHI,29.3552361396,82.0,1010.0,3-6 6-4 6-4,3,R32,165.0,3.0,3.0,88.0,56.0,34.0,20.0,15.0,2.0,6.0,5.0,6.0,105.0,63.0,39.0,19.0,14.0,9.0,13.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,16,103169,,,Oscar Hernandez,R,180.0,ESP,30.855578371,77.0,1054.0,104597,2.0,,Nicolas Almagro,R,183.0,ESP,23.4907597536,23.0,2315.0,6-2 1-6 6-3,3,R32,112.0,2.0,2.0,79.0,57.0,38.0,13.0,12.0,3.0,5.0,2.0,3.0,74.0,49.0,36.0,11.0,12.0,2.0,5.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,17,103900,1.0,,David Nalbandian,R,180.0,ARG,27.1266255989,10.0,3395.0,104593,,,Daniel Gimeno Traver,R,185.0,ESP,23.5290896646,87.0,948.0,7-5 6-2,3,R16,84.0,2.0,4.0,65.0,29.0,24.0,19.0,10.0,1.0,2.0,2.0,3.0,63.0,47.0,29.0,5.0,10.0,4.0,8.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,18,103507,,,Juan Carlos Ferrero,R,183.0,ESP,29.0130047912,93.0,915.0,104719,7.0,,Marcel Granollers,R,190.0,ESP,22.8501026694,44.0,1439.0,6-7(7) 6-0 6-3,3,R16,147.0,1.0,1.0,91.0,65.0,41.0,17.0,14.0,1.0,3.0,3.0,2.0,84.0,43.0,28.0,16.0,13.0,5.0,11.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,19,104216,,Q,Maximo Gonzalez,R,175.0,ARG,25.5797399042,108.0,841.0,104314,,,Brian Dabul,L,170.0,ARG,24.9801505818,84.0,973.0,6-3 6-1,3,R16,65.0,2.0,2.0,39.0,21.0,19.0,13.0,8.0,0.0,0.0,1.0,3.0,52.0,36.0,20.0,8.0,8.0,5.0,9.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,20,104338,,,Juan Monaco,R,185.0,ARG,24.887063655,67.0,1135.0,103506,,,Martin Vassallo Arguello,R,183.0,ARG,29.0184804928,66.0,1138.0,6-4 2-6 6-2,3,R16,134.0,1.0,4.0,67.0,39.0,29.0,16.0,13.0,0.0,3.0,2.0,3.0,93.0,53.0,33.0,20.0,13.0,10.0,14.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,21,104392,,Q,Franco Ferreiro,R,188.0,BRA,24.629705681,192.0,424.0,104655,,Q,Pablo Cuevas,R,180.0,URU,23.1266255989,144.0,597.0,6-2 6-4,3,R16,84.0,0.0,4.0,67.0,40.0,28.0,17.0,9.0,6.0,6.0,4.0,3.0,54.0,36.0,25.0,6.0,9.0,2.0,5.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,22,103990,3.0,,Tommy Robredo,R,180.0,ESP,26.7980835044,17.0,2670.0,103428,,WC,Juan Ignacio Chela,R,190.0,ARG,29.4674880219,136.0,635.0,6-2 3-6 6-4,3,R16,121.0,3.0,3.0,74.0,40.0,27.0,19.0,13.0,6.0,10.0,0.0,4.0,93.0,61.0,39.0,9.0,14.0,10.0,16.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,23,104076,5.0,,Jose Acasuso,R,190.0,ARG,26.3271731691,35.0,1640.0,104926,,,Fabio Fognini,R,178.0,ITA,21.735797399,113.0,811.0,6-4 6-3,3,R16,108.0,2.0,2.0,64.0,34.0,23.0,21.0,10.0,2.0,2.0,4.0,2.0,75.0,46.0,33.0,11.0,9.0,5.0,7.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,24,103169,,,Oscar Hernandez,R,180.0,ESP,30.855578371,77.0,1054.0,103675,,,Diego Junqueira,L,178.0,ARG,28.1368925394,75.0,1086.0,3-6 7-6(5) 6-0,3,R16,139.0,1.0,2.0,96.0,70.0,45.0,8.0,14.0,5.0,10.0,1.0,4.0,84.0,60.0,31.0,13.0,13.0,7.0,13.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,25,103900,1.0,,David Nalbandian,R,180.0,ARG,27.1266255989,10.0,3395.0,103507,,,Juan Carlos Ferrero,R,183.0,ESP,29.0130047912,93.0,915.0,6-3 3-0 RET,3,QF,57.0,2.0,0.0,39.0,20.0,14.0,11.0,6.0,2.0,3.0,0.0,0.0,37.0,25.0,12.0,4.0,6.0,6.0,10.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,26,104338,,,Juan Monaco,R,185.0,ARG,24.887063655,67.0,1135.0,104216,,Q,Maximo Gonzalez,R,175.0,ARG,25.5797399042,108.0,841.0,6-2 6-3,3,QF,77.0,1.0,4.0,57.0,41.0,27.0,7.0,9.0,2.0,4.0,0.0,1.0,50.0,30.0,17.0,5.0,8.0,2.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2009-506,Buenos Aires,Clay,32,A,20090216,27,103990,3.0,,Tommy Robredo,R,180.0,ESP,26.7980835044,17.0,2670.0,104392,,Q,Franco Ferreiro,R,188.0,BRA,24.629705681,192.0,424.0,6-4 7-6(4),3,QF,111.0,0.0,2.0,79.0,53.0,33.0,14.0,11.0,5.0,8.0,1.0,3.0,82.0,55.0,36.0,10.0,11.0,4.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
