tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_hand_r,winner_hand_l,loser_hand_r,loser_hand_l,surface_clay,surface_hard,surface_carpet,surface_grass,round_RR,round_R128,round_R64,round_R32,round_R16,round_QF,round_SF,round_F,player_1,player_2,player_1_win,player_2_win
2014-301,Auckland,Hard,28,A,20140106,16,104229,,,Yen Hsun Lu,R,180.0,TPE,30.3983572895,62.0,730.0,105614,,Q,Bradley Klahn,L,190.0,USA,23.3812457221,95.0,568.0,6-7(3) 6-2 6-3,3,R16,110.0,1.0,2.0,98.0,69.0,51.0,15.0,15.0,6.0,7.0,8.0,1.0,80.0,51.0,38.0,15.0,14.0,2.0,6.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,104229,105614,True,False
2014-301,Auckland,Hard,28,A,20140106,17,104259,5.0,,Philipp Kohlschreiber,R,178.0,GER,30.2258726899,22.0,1525.0,104547,,,Horacio Zeballos,L,188.0,ARG,28.6954140999,66.0,710.0,6-4 6-2,3,R16,62.0,13.0,1.0,41.0,26.0,24.0,12.0,9.0,0.0,0.0,3.0,2.0,62.0,37.0,27.0,7.0,9.0,7.0,10.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,104547,104259,False,True
2014-301,Auckland,Hard,28,A,20140106,18,104545,3.0,,John Isner,R,206.0,USA,28.6981519507,14.0,2150.0,105041,,Q,Lukas Lacko,R,185.0,SVK,26.1765913758,90.0,595.0,7-6(1) 3-6 6-2,3,R16,111.0,21.0,2.0,85.0,63.0,49.0,11.0,14.0,2.0,3.0,5.0,3.0,102.0,53.0,36.0,28.0,15.0,6.0,8.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,104545,105041,True,False
2014-301,Auckland,Hard,28,A,20140106,19,105138,,,Roberto Bautista Agut,R,,ESP,25.7303216975,73.0,680.0,105332,6.0,,Benoit Paire,R,196.0,FRA,24.6652977413,28.0,1300.0,6-3 6-4,3,R16,66.0,1.0,0.0,63.0,50.0,34.0,10.0,10.0,2.0,3.0,9.0,3.0,54.0,29.0,21.0,10.0,9.0,1.0,4.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,105138,105332,True,False
2014-301,Auckland,Hard,28,A,20140106,20,106058,,WC,Jack Sock,R,185.0,USA,21.2840520192,100.0,545.0,103163,2.0,,Tommy Haas,R,188.0,GER,35.7618069815,12.0,2435.0,6-4 6-4,3,R16,73.0,7.0,5.0,57.0,30.0,24.0,15.0,10.0,1.0,2.0,3.0,1.0,57.0,32.0,23.0,14.0,10.0,2.0,5.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103163,106058,False,True
2014-301,Auckland,Hard,28,A,20140106,21,103970,1.0,,David Ferrer,R,175.0,ESP,31.7645448323,3.0,5800.0,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,30.5927446954,58.0,776.0,6-3 5-7 6-4,3,QF,131.0,1.0,3.0,102.0,72.0,48.0,15.0,16.0,7.0,10.0,2.0,0.0,81.0,44.0,32.0,19.0,15.0,0.0,4.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,104198,103970,False,True
2014-301,Auckland,Hard,28,A,20140106,22,104229,,,Yen Hsun Lu,R,180.0,TPE,30.3983572895,62.0,730.0,105449,,LL,Steve Johnson,R,188.0,USA,24.0355920602,160.0,327.0,6-4 6-4,3,QF,72.0,0.0,0.0,58.0,44.0,33.0,9.0,10.0,4.0,5.0,8.0,3.0,71.0,42.0,29.0,13.0,10.0,3.0,6.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,105449,104229,False,True
2014-301,Auckland,Hard,28,A,20140106,23,104545,3.0,,John Isner,R,206.0,USA,28.6981519507,14.0,2150.0,104259,5.0,,Philipp Kohlschreiber,R,178.0,GER,30.2258726899,22.0,1525.0,6-7(4) 7-6(4) 7-6(5),3,QF,145.0,18.0,2.0,112.0,93.0,77.0,14.0,18.0,3.0,3.0,8.0,1.0,140.0,87.0,61.0,40.0,18.0,7.0,7.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,104545,104259,True,False
2014-301,Auckland,Hard,28,A,20140106,24,105138,,,Roberto Bautista Agut,R,,ESP,25.7303216975,73.0,680.0,106058,,WC,Jack Sock,R,185.0,USA,21.2840520192,100.0,545.0,6-1 6-3,3,QF,63.0,1.0,2.0,55.0,41.0,31.0,8.0,8.0,6.0,6.0,4.0,2.0,50.0,30.0,21.0,5.0,8.0,4.0,8.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,106058,105138,False,True
2014-301,Auckland,Hard,28,A,20140106,25,104229,,,Yen Hsun Lu,R,180.0,TPE,30.3983572895,62.0,730.0,103970,1.0,,David Ferrer,R,175.0,ESP,31.7645448323,3.0,5800.0,6-4 7-6(4),3,SF,88.0,4.0,6.0,74.0,46.0,35.0,12.0,11.0,3.0,5.0,3.0,0.0,75.0,53.0,35.0,12.0,11.0,8.0,11.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,104229,103970,True,False
2014-301,Auckland,Hard,28,A,20140106,26,104545,3.0,,John Isner,R,206.0,USA,28.6981519507,14.0,2150.0,105138,,,Roberto Bautista Agut,R,,ESP,25.7303216975,73.0,680.0,3-6 7-6(2) 6-4,3,SF,110.0,17.0,2.0,86.0,57.0,46.0,15.0,15.0,1.0,3.0,5.0,1.0,102.0,74.0,49.0,19.0,16.0,5.0,7.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,105138,104545,False,True
2014-301,Auckland,Hard,28,A,20140106,27,104545,3.0,,John Isner,R,206.0,USA,28.6981519507,14.0,2150.0,104229,,,Yen Hsun Lu,R,180.0,TPE,30.3983572895,62.0,730.0,7-6(4) 7-6(7),3,F,101.0,23.0,4.0,80.0,59.0,51.0,11.0,12.0,1.0,1.0,5.0,1.0,93.0,62.0,45.0,19.0,12.0,10.0,10.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,104545,104229,True,False
2014-403,Miami Masters,Hard,96,M,20140319,1,103720,,,Lleyton Hewitt,R,180.0,AUS,33.0568104038,44.0,1000.0,104898,,,Robin Haase,R,190.0,NED,26.945927447,46.0,972.0,3-6 6-3 6-3,3,R128,117.0,3.0,2.0,71.0,40.0,30.0,18.0,13.0,3.0,5.0,7.0,5.0,102.0,55.0,36.0,23.0,14.0,4.0,8.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,104898,103720,False,True
2014-403,Miami Masters,Hard,96,M,20140319,2,104797,,,Denis Istomin,R,188.0,UZB,27.523613963,57.0,810.0,103917,,,Nicolas Mahut,R,190.0,FRA,32.1505817933,39.0,1042.0,7-6(8) 7-6(2),3,R128,116.0,9.0,1.0,85.0,58.0,48.0,12.0,12.0,1.0,2.0,3.0,2.0,82.0,56.0,39.0,14.0,12.0,0.0,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,104797,103917,True,False
2014-403,Miami Masters,Hard,96,M,20140319,3,105138,,,Roberto Bautista Agut,R,,ESP,25.9219712526,47.0,965.0,105449,,Q,Steve Johnson,R,188.0,USA,24.2272416153,101.0,567.0,4-6 6-3 6-1,3,R128,113.0,2.0,5.0,70.0,51.0,41.0,11.0,13.0,1.0,2.0,17.0,2.0,101.0,65.0,41.0,15.0,13.0,9.0,13.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,105449,105138,False,True
2014-403,Miami Masters,Hard,96,M,20140319,4,105041,,Q,Lukas Lacko,R,185.0,SVK,26.3682409309,105.0,562.0,104932,,,Kenny De Schepper,L,203.0,FRA,26.8008213552,66.0,712.0,6-4 6-4,3,R128,69.0,10.0,0.0,57.0,26.0,23.0,21.0,10.0,3.0,3.0,10.0,5.0,62.0,38.0,28.0,13.0,10.0,4.0,6.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,105041,104932,True,False
2014-403,Miami Masters,Hard,96,M,20140319,5,106058,,Q,Jack Sock,R,185.0,USA,21.4757015743,103.0,562.0,105550,,WC,Guido Pella,L,,ARG,23.832991102,113.0,509.0,6-3 6-4,3,R128,64.0,8.0,3.0,60.0,31.0,25.0,18.0,10.0,0.0,0.0,8.0,1.0,45.0,26.0,19.0,12.0,9.0,1.0,3.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,105550,106058,False,True
2014-403,Miami Masters,Hard,96,M,20140319,6,104198,,,Guillermo Garcia Lopez,R,188.0,ESP,30.7843942505,55.0,841.0,105614,,,Bradley Klahn,L,190.0,USA,23.5728952772,63.0,729.0,1-6 6-1 6-4,3,R128,83.0,7.0,2.0,60.0,35.0,28.0,18.0,12.0,4.0,6.0,6.0,3.0,68.0,35.0,24.0,19.0,12.0,2.0,5.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,105614,104198,False,True
2014-403,Miami Masters,Hard,96,M,20140319,7,105379,,Q,Aljaz Bedene,R,181.0,SLO,24.6625598905,119.0,493.0,104499,,Q,Jimmy Wang,R,178.0,TPE,29.1006160164,145.0,393.0,1-6 6-2 6-4,3,R128,113.0,18.0,5.0,81.0,42.0,35.0,15.0,12.0,8.0,11.0,3.0,2.0,87.0,50.0,32.0,17.0,13.0,1.0,5.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,105379,104499,True,False
2014-403,Miami Masters,Hard,96,M,20140319,8,105992,,WC,Ryan Harrison,R,183.0,USA,21.8590006845,112.0,509.0,105643,,,Federico Delbonis,L,190.0,ARG,23.446954141,45.0,999.0,6-2 6-4,3,R128,75.0,4.0,1.0,52.0,28.0,19.0,16.0,9.0,2.0,3.0,2.0,3.0,59.0,39.0,19.0,12.0,9.0,7.0,11.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,105992,105643,True,False
2014-403,Miami Masters,Hard,96,M,20140319,9,104593,,,Daniel Gimeno Traver,R,185.0,ESP,28.6078028747,99.0,577.0,111575,,WC,Karen Khachanov,R,,RUS,17.8206707734,453.0,84.0,6-7(8) 6-1 6-1,3,R128,108.0,6.0,2.0,79.0,43.0,36.0,22.0,13.0,1.0,2.0,5.0,4.0,94.0,52.0,33.0,18.0,13.0,6.0,12.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,111575,104593,False,True
2014-403,Miami Masters,Hard,96,M,20140319,10,104273,,,Edouard Roger Vasselin,R,188.0,FRA,30.2997946612,43.0,1008.0,104997,,,Igor Sijsling,R,190.0,NED,26.5790554415,54.0,846.0,3-6 6-3 7-6(3),3,R128,121.0,6.0,2.0,94.0,62.0,48.0,19.0,15.0,3.0,4.0,10.0,1.0,99.0,56.0,46.0,22.0,15.0,8.0,9.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,104273,104997,True,False
2014-403,Miami Masters,Hard,96,M,20140319,11,103813,,,Jarkko Nieminen,L,185.0,FIN,32.6488706366,40.0,1020.0,106071,,,Bernard Tomic,R,193.0,AUS,21.401779603,74.0,675.0,6-0 6-1,3,R128,28.0,2.0,0.0,34.0,28.0,24.0,4.0,7.0,0.0,0.0,2.0,1.0,27.0,17.0,6.0,1.0,6.0,0.0,5.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103813,106071,True,False
2014-403,Miami Masters,Hard,96,M,20140319,12,104229,,,Yen Hsun Lu,R,180.0,TPE,30.5900068446,50.0,930.0,105062,,,Mikhail Kukushkin,R,183.0,KAZ,26.2231348392,56.0,822.0,6-1 3-1 RET,3,R128,40.0,2.0,1.0,29.0,19.0,16.0,8.0,6.0,0.0,0.0,2.0,3.0,40.0,30.0,14.0,5.0,5.0,1.0,4.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,105062,104229,False,True
2014-403,Miami Masters,Hard,96,M,20140319,13,105385,,,Donald Young,L,183.0,USA,24.6488706366,77.0,661.0,104122,,,Carlos Berlocq,R,183.0,ARG,31.1156741958,58.0,800.0,6-2 6-2,3,R128,68.0,3.0,3.0,51.0,28.0,20.0,13.0,8.0,4.0,5.0,1.0,3.0,54.0,33.0,17.0,7.0,8.0,2.0,7.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,104122,105385,False,True
2014-403,Miami Masters,Hard,96,M,20140319,14,105023,,,Sam Querrey,R,198.0,USA,26.4421629021,62.0,735.0,104660,,,Sergiy Stakhovsky,R,193.0,UKR,28.1916495551,79.0,660.0,7-6(2) 6-3,3,R128,75.0,6.0,2.0,60.0,33.0,29.0,17.0,10.0,1.0,1.0,4.0,3.0,72.0,44.0,31.0,15.0,11.0,8.0,10.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,105023,104660,True,False
2014-403,Miami Masters,Hard,96,M,20140319,15,105311,,,Joao Sousa,R,,POR,24.9637234771,42.0,1010.0,105807,,,Pablo Carreno Busta,R,,ESP,22.6803559206,64.0,725.0,6-4 7-6(3),3,R128,109.0,3.0,0.0,87.0,64.0,42.0,12.0,11.0,9.0,11.0,6.0,0.0,74.0,44.0,29.0,16.0,11.0,6.0,9.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,105311,105807,True,False
2014-403,Miami Masters,Hard,96,M,20140319,16,103565,,,Stephane Robert,R,185.0,FRA,33.8316221766,90.0,612.0,104166,,Q,Alex Bogomolov Jr,R,178.0,RUS,30.8993839836,94.0,608.0,7-5 6-4,3,R128,91.0,8.0,4.0,61.0,29.0,24.0,18.0,11.0,3.0,5.0,2.0,0.0,86.0,46.0,26.0,22.0,11.0,7.0,11.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,104166,103565,False,True
2014-403,Miami Masters,Hard,96,M,20140319,17,103333,,,Ivo Karlovic,R,208.0,CRO,35.0472279261,53.0,881.0,103908,,Q,Paul Henri Mathieu,R,185.0,FRA,32.1752224504,114.0,508.0,7-6(3) 7-6(5),3,R128,100.0,21.0,1.0,72.0,45.0,36.0,22.0,12.0,0.0,0.0,3.0,1.0,80.0,50.0,39.0,17.0,12.0,0.0,0.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103333,103908,True,False
2014-403,Miami Masters,Hard,96,M,20140319,18,105217,,Q,Thiemo De Bakker,R,193.0,NED,25.4893908282,162.0,334.0,103812,,,Victor Hanescu,R,198.0,ROU,32.6543463381,84.0,631.0,6-3 6-2,3,R128,64.0,4.0,1.0,48.0,27.0,23.0,14.0,9.0,2.0,2.0,1.0,1.0,58.0,39.0,23.0,9.0,8.0,3.0,6.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103812,105217,False,True
2014-403,Miami Masters,Hard,96,M,20140319,19,104547,,,Horacio Zeballos,L,188.0,ARG,28.887063655,125.0,470.0,105676,,Q,David Goffin,R,163.0,BEL,23.2744695414,97.0,580.0,7-5 6-3,3,R128,77.0,3.0,2.0,65.0,32.0,25.0,18.0,11.0,3.0,5.0,6.0,2.0,49.0,28.0,19.0,10.0,10.0,2.0,6.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,105676,104547,False,True
2014-403,Miami Masters,Hard,96,M,20140319,20,105292,,,Alejandro Gonzalez,R,,COL,25.1033538672,83.0,632.0,104291,,Q,Malek Jaziri,R,185.0,TUN,30.1546885695,118.0,496.0,7-6(9) 6-1,3,R128,87.0,2.0,3.0,65.0,34.0,27.0,20.0,9.0,6.0,6.0,4.0,3.0,65.0,37.0,25.0,15.0,10.0,3.0,6.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,105292,104291,True,False
2014-403,Miami Masters,Hard,96,M,20140319,21,103656,,,Albert Montanes,R,175.0,ESP,33.3032169747,59.0,771.0,104308,,,Michal Przysiezny,R,185.0,POL,30.0807665982,75.0,670.0,5-7 7-6(5) 6-3,3,R128,121.0,5.0,3.0,100.0,58.0,47.0,23.0,17.0,2.0,4.0,12.0,7.0,104.0,62.0,44.0,27.0,16.0,7.0,9.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,104308,103656,False,True
2014-403,Miami Masters,Hard,96,M,20140319,22,104594,,,Marinko Matosevic,R,194.0,AUS,28.605065024,72.0,689.0,104268,,,Alejandro Falla,L,185.0,COL,30.3381245722,68.0,707.0,1-6 6-4 7-6(6),3,R128,145.0,2.0,4.0,109.0,60.0,39.0,23.0,15.0,5.0,10.0,7.0,5.0,122.0,58.0,40.0,30.0,14.0,13.0,16.0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,104594,104268,True,False
2014-403,Miami Masters,Hard,96,M,20140319,23,103285,,,Radek Stepanek,R,185.0,CZE,35.3018480493,49.0,950.0,104978,,,Daniel Brands,R,196.0,GER,26.6666666667,95.0,598.0,6-3 6-0,3,R128,58.0,7.0,0.0,37.0,25.0,21.0,8.0,7.0,3.0,3.0,4.0,3.0,51.0,33.0,19.0,3.0,8.0,6.0,11.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103285,104978,True,False
2014-403,Miami Masters,Hard,96,M,20140319,24,104559,,,Teymuraz Gabashvili,R,188.0,RUS,28.8158795346,60.0,771.0,104719,,,Marcel Granollers,R,190.0,ESP,27.9288158795,36.0,1110.0,6-4 6-3,3,R128,77.0,5.0,2.0,52.0,23.0,20.0,17.0,9.0,0.0,0.0,9.0,3.0,62.0,34.0,25.0,11.0,10.0,5.0,8.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,104559,104719,True,False
2014-403,Miami Masters,Hard,96,M,20140319,25,105051,,,Matthew Ebden,R,188.0,AUS,26.3052703628,67.0,710.0,103997,,,Lukasz Kubot,R,190.0,POL,31.8357289528,81.0,651.0,4-6 6-4 6-4,3,R128,115.0,6.0,8.0,88.0,56.0,44.0,16.0,15.0,4.0,6.0,8.0,9.0,84.0,45.0,35.0,21.0,15.0,4.0,7.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103997,105051,False,True
2014-403,Miami Masters,Hard,96,M,20140319,26,106210,,,Jiri Vesely,L,,CZE,20.6844626968,73.0,685.0,103835,,,Filippo Volandri,R,183.0,ITA,32.5284052019,82.0,649.0,6-4 7-6(1),3,R128,88.0,8.0,3.0,76.0,54.0,41.0,12.0,11.0,4.0,5.0,1.0,3.0,72.0,43.0,32.0,14.0,11.0,8.0,10.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,106210,103835,True,False
2014-403,Miami Masters,Hard,96,M,20140319,27,104571,,WC,Marcos Baghdatis,R,183.0,CYP,28.7474332649,143.0,400.0,105053,,,Santiago Giraldo,R,188.0,COL,26.302532512,65.0,718.0,1-6 6-2 7-5,3,R128,111.0,5.0,4.0,75.0,40.0,25.0,21.0,13.0,3.0,7.0,4.0,3.0,91.0,48.0,33.0,18.0,14.0,9.0,14.0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,104571,105053,True,False
2014-403,Miami Masters,Hard,96,M,20140319,28,105173,,,Adrian Mannarino,L,183.0,FRA,25.7138945927,80.0,656.0,103786,,,Nikolay Davydenko,R,178.0,RUS,32.7885010267,71.0,690.0,6-4 7-5,3,R128,84.0,3.0,1.0,61.0,44.0,35.0,6.0,11.0,2.0,4.0,2.0,7.0,72.0,51.0,32.0,7.0,11.0,2.0,6.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,103786,105173,False,True
